strain	strain_name	date	segment	country	host
AB099465.1	Influenza C virus (C/Miyagi/5/2000) PB1 gene for polymerase protein 1 (PB1), partial cds	2000-XX-XX	PB1	Japan	AB099465.1
AB099466.1	Influenza C virus (C/Saitama/1/2000) PB1 gene for polymerase protein 1 (PB1), partial cds	2000-XX-XX	PB1	Japan	AB099466.1
AB099467.1	Influenza C virus (C/Saitama/2/2000) PB1 gene for polymerase protein 1 (PB1), partial cds	2000-XX-XX	PB1	Japan	AB099467.1
AB099468.1	Influenza C virus (C/Saitama/3/2000) PB1 gene for polymerase protein 1 (PB1), partial cds	2000-XX-XX	PB1	Japan	AB099468.1
AB099469.1	Influenza C virus (C/Hiroshima/290/99) PB1 gene for polymerase protein 1 (PB1), partial cds	1999-XX-XX	PB1	Japan	AB099469.1
AB099470.1	Influenza C virus (C/Hiroshima/252/99) PB1 gene for polymerase protein 1 (PB1), partial cds	1999-XX-XX	PB1	Japan	AB099470.1
AB099471.1	Influenza C virus (C/Hiroshima/249/2000) PB1 gene for polymerase protein 1 (PB1), partial cds	2000-XX-XX	PB1	Japan	AB099471.1
AB099472.1	Influenza C virus (C/Hiroshima/246/2000) PB1 gene for polymerase protein 1 (PB1), partial cds	2000-XX-XX	PB1	Japan	AB099472.1
AB099473.1	Influenza C virus (C/Hiroshima/247/2000) PB1 gene for polymerase protein 1 (PB1), partial cds	2000-XX-XX	PB1	Japan	AB099473.1
AB099474.1	Influenza C virus (C/Hiroshima/248/2000) PB1 gene for polymerase protein 1 (PB1), partial cds	2000-XX-XX	PB1	Japan	AB099474.1
AB099475.1	Influenza C virus (C/Hiroshima/250/2000) PB1 gene for polymerase protein 1 (PB1), partial cds	2000-XX-XX	PB1	Japan	AB099475.1
AB099476.1	Influenza C virus (C/Hiroshima/251/2000) PB1 gene for polymerase protein 1 (PB1), partial cds	2000-XX-XX	PB1	Japan	AB099476.1
AB099477.1	Influenza C virus (C/NewJersey/76) PB1 gene for polymerase protein 1 (PB1), partial cds	1976-XX-XX	PB1	USA	AB099477.1
AB099478.1	Influenza C virus (C/California/78) PB1 gene for polymerase protein 1 (PB1), partial cds	1978-XX-XX	PB1	USA	AB099478.1
AB099479.1	Influenza C virus (C/Kansas/1/79) PB1 gene for polymerase protein 1 (PB1), partial cds	1979-XX-XX	PB1	USA	AB099479.1
AB099480.1	Influenza C virus (C/Greece/79) PB1 gene for polymerase protein 1 (PB1), partial cds	1979-XX-XX	PB1	Greece	AB099480.1
AB126192.2	Influenza C virus (C/Ann Arbor/1/50) PB1 gene for polymerase 1, complete cds	1950-XX-XX	PB1	USA	AB126192.2
AB086699.1	Influenza C virus (C/Sapporo/71) PB1 gene for polymerase protein 1, partial cds	1971-XX-XX	PB1	Japan	AB086699.1
AB086700.1	Influenza C virus (C/Aomori/74) PB1 gene for polymerase protein 1, partial cds	1974-XX-XX	PB1	Japan	AB086700.1
AB086701.1	Influenza C virus (C/Shizuoka/79) PB1 gene for polymerase protein 1, partial cds	1979-XX-XX	PB1	Japan	AB086701.1
AB086702.1	Influenza C virus (C/Yamagata/1/86) PB1 gene for polymerase protein 1, partial cds	1986-XX-XX	PB1	Japan	AB086702.1
AB086703.1	Influenza C virus (C/Miyagi/1/90) PB1 gene for polymerase protein 1, partial cds	1990-XX-XX	PB1	Japan	AB086703.1
AB086704.1	Influenza C virus (C/Miyagi/5/91) PB1 gene for polymerase protein 1, partial cds	1991-XX-XX	PB1	Japan	AB086704.1
AB086705.1	Influenza C virus (C/Miyagi/7/91) PB1 gene for polymerase protein 1, partial cds	1991-XX-XX	PB1	Japan	AB086705.1
AB086706.1	Influenza C virus (C/Miyagi/1/93) PB1 gene for polymerase protein 1, partial cds	1993-XX-XX	PB1	Japan	AB086706.1
AB086707.1	Influenza C virus (C/Miyagi/2/93) PB1 gene for polymerase protein 1, partial cds	1993-XX-XX	PB1	Japan	AB086707.1
AB086708.1	Influenza C virus (C/Miyagi/3/93) PB1 gene for polymerase protein 1, partial cds	1993-XX-XX	PB1	Japan	AB086708.1
AB086709.1	Influenza C virus (C/Miyagi/4/93) PB1 gene for polymerase protein 1, partial cds	1993-XX-XX	PB1	Japan	AB086709.1
AB086710.1	Influenza C virus (C/Miyagi/5/93) PB1 gene for polymerase protein 1, partial cds	1993-XX-XX	PB1	Japan	AB086710.1
AB086711.1	Influenza C virus (C/Miyagi/6/93) PB1 gene for polymerase protein 1, partial cds	1993-XX-XX	PB1	Japan	AB086711.1
AB086712.1	Influenza C virus (C/Miyagi/7/93) PB1 gene for polymerase protein 1, partial cds	1993-XX-XX	PB1	Japan	AB086712.1
AB086713.1	Influenza C virus (C/Miyagi/1/94) PB1 gene for polymerase protein 1, partial cds	1994-XX-XX	PB1	Japan	AB086713.1
AB086714.1	Influenza C virus (C/Miyagi/2/94) PB1 gene for polymerase protein 1, partial cds	1994-XX-XX	PB1	Japan	AB086714.1
AB086715.1	Influenza C virus (C/Miyagi/3/94) PB1 gene for polymerase protein 1, partial cds	1994-XX-XX	PB1	Japan	AB086715.1
AB086716.1	Influenza C virus (C/Miyagi/2/96) PB1 gene for polymerase protein 1, partial cds	1996-XX-XX	PB1	Japan	AB086716.1
AB086717.1	Influenza C virus (C/Miyagi/4/96) PB1 gene for polymerase protein 1, partial cds	1996-XX-XX	PB1	Japan	AB086717.1
AB086718.1	Influenza C virus (C/Miyagi/6/96) PB1 gene for polymerase protein 1, partial cds	1996-XX-XX	PB1	Japan	AB086718.1
AB086719.1	Influenza C virus (C/Miyagi/7/96) PB1 gene for polymerase protein 1, partial cds	1996-XX-XX	PB1	Japan	AB086719.1
AB086720.1	Influenza C virus (C/Miyagi/8/96) PB1 gene for polymerase protein 1, partial cds	1996-XX-XX	PB1	Japan	AB086720.1
AB086721.1	Influenza C virus (C/Miyagi/9/96) PB1 gene for polymerase protein 1, partial cds	1996-XX-XX	PB1	Japan	AB086721.1
AB086722.1	Influenza C virus (C/Miyagi/1/97) PB1 gene for polymerase protein 1, partial cds	1997-XX-XX	PB1	Japan	AB086722.1
AB086723.1	Influenza C virus (C/Miyagi/2/98) PB1 gene for polymerase protein 1, partial cds	1998-XX-XX	PB1	Japan	AB086723.1
AB086724.1	Influenza C virus (C/Miyagi/4/98) PB1 gene for polymerase protein 1, partial cds	1998-XX-XX	PB1	Japan	AB086724.1
AB086725.1	Influenza C virus (C/Miyagi/1/99) PB1 gene for polymerase protein 1, partial cds	1999-XX-XX	PB1	Japan	AB086725.1
AB086726.1	Influenza C virus (C/Miyagi/3/99) PB1 gene for polymerase protein 1, partial cds	1999-XX-XX	PB1	Japan	AB086726.1
AB086810.1	Influenza C virus (C/Kyoto/1/79) PB1 gene for polymerase protein 1, partial cds	1979-XX-XX	PB1	Japan	AB086810.1
AB064423.1	Influenza C virus (C/Kanagawa/1/76) gene for PB1, partial cds	1976-XX-XX	PB1	Japan	AB064423.1
AB064424.1	Influenza C virus (C/Miyagi/77) gene for PB1, partial cds	1977-XX-XX	PB1	Japan	AB064424.1
AB064425.1	Influenza C virus (C/Yamagata/3/96) gene for PB1, partial cds	1996-XX-XX	PB1	Japan	AB064425.1
AB064426.1	Influenza C virus (C/Yamagata/8/96) gene for PB1, partial cds	1996-XX-XX	PB1	Japan	AB064426.1
AB064427.1	Influenza C virus (C/Yamagata/9/96) gene for PB1, partial cds	1996-XX-XX	PB1	Japan	AB064427.1
AB064428.1	Influenza C virus (C/Yamagata/20/96) gene for PB1, partial cds	1996-XX-XX	PB1	Japan	AB064428.1
AB064429.1	Influenza C virus (C/Yamagata/2/98) gene for PB1, partial cds	1998-XX-XX	PB1	Japan	AB064429.1
AB064430.1	Influenza C virus (C/Yamagata/6/98) gene for PB1, partial cds	1998-XX-XX	PB1	Japan	AB064430.1
AB064431.1	Influenza C virus (C/Yamagata/13/98) gene for PB1, partial cds	1998-XX-XX	PB1	Japan	AB064431.1
AF170575.2	Influenza C virus (C/Johannesburg/1/66) segment 2 polymerase subunit PB1 (PB1) gene, complete cds	1966-XX-XX	PB1	South Africa	AF170575.2
AB035374.1	Influenza C virus gene for PB1, partial cds, strain:C/Sao Paulo/378/82	1982-XX-XX	PB1	Brazil	AB035374.1
AB035375.1	Influenza C virus gene for PB1, partial cds, strain:C/Yamagata/1/93	1993-XX-XX	PB1	Japan	AB035375.1
D78385.1	Influenza C virus (C/Aichi/1/81) PB1 gene, partial cds, isolate: C/Aichi/1/81	1981-XX-XX	PB1	Japan	Homo sapiens D78385.1
D78388.1	Influenza C virus (C/England/83) PB1 gene, partial cds, isolate: C/England/83	1983-XX-XX	PB1	United Kingdom	Homo sapiens D78388.1
D78391.1	Influenza C virus (C/Kyoto/41/82) PB1 gene, partial cds, isolate: C/kyouto/41/82	1982-XX-XX	PB1	Japan	Homo sapiens D78391.1
D78394.1	Influenza C virus (C/Mississippi/80) PB1 gene, partial cds, isolate: C/Mississippi/80	1980-XX-XX	PB1	USA	Homo sapiens D78394.1
D78397.1	Influenza C virus (C/Nara/1/85) PB1 gene, partial cds, isolate: C/Nara/1/85	1985-XX-XX	PB1	Japan	Homo sapiens D78397.1
D78400.1	Influenza C virus (C/Nara/2/85) PB1 gene, partial cds, isolate: C/Nara/1/85	1985-XX-XX	PB1	Japan	Homo sapiens D78400.1
D78403.1	Influenza C virus (C/Nara/82) PB1 gene, partial cds, isolate: C/Nara/82	1982-XX-XX	PB1	Japan	Homo sapiens D78403.1
D78409.1	Influenza C virus (C/Yamagata/26/81) PB1 gene, partial cds, isolate: C/Yamagata/26/81	1981-XX-XX	PB1	Japan	Homo sapiens D78409.1
D78412.1	Influenza C virus (C/Yamagata/5/92) PB1 gene, partial cds, isolate: C/Yamagata/5/92	1992-XX-XX	PB1	Japan	Homo sapiens D78412.1
D78415.1	Influenza C virus (C/Yamagata/7/88) PB1 gene, partial cds, isolate: C/Yamagata/7/88	1988-XX-XX	PB1	Japan	Homo sapiens D78415.1
D78418.1	Influenza C virus (C/Yamagata/9/88) PB1 gene, partial cds, isolate: C/Yamagata/9/88	1988-XX-XX	PB1	Japan	Homo sapiens D78418.1
D30691.1	Influenza C virus (C/Nara/1/85) PB-1 gene, partial cds	1985-XX-XX	PB1	Japan	D30691.1
D30698.1	Influenza C virus (C/Nara/2/85) PB1 gene, partial cds	1985-XX-XX	PB1	Japan	D30698.1
D30702.1	Influenza C virus (C/Nara/82) PB1 gene, partial cds	1982-XX-XX	PB1	Japan	D30702.1
M15093.1	Influenza C virus (STRAIN C/YAMAGATA/10/81) segment 2 nonstructural protein 2 and nonstructural protein 1 genes, partial cds	1981-XX-XX	PB1	Japan	M15093.1
M28060.1	Influenza C/JJ/50 polymerase 1 (PB1, segment 2) RNA, complete cds	1950-XX-XX	PB1		M28060.1
