strain	strain_name	date	segment	country	host
MK480594.1	Influenza C virus (C/Thailand/B12983_NS_gene/2015) segment 7 nonstructural protein 2 (NEP) gene, partial cds; and nonstructural protein 1 (NS1) gene, complete cds	2015-09-25	NS	Thailand	Homo sapiens MK480594.1
MK480601.1	Influenza C virus (C/Thailand/CN38_NS_gene/2017) segment 7 nonstructural protein 2 (NEP) and nonstructural protein 1 (NS1) genes, partial cds	2017-03-07	NS	Thailand	Homo sapiens MK480601.1
MK050095.1	Influenza C virus (C/Seoul/APD401/2015) segment 7 nonstructural protein 2 (NEP) gene, partial cds; and nonstructural protein 1 (NS1) gene, complete cds	2015-03-29	NS	South Korea	Homo sapiens MK050095.1
MK050096.1	Influenza C virus (C/Seoul/APD462/2015) segment 7 nonstructural protein 2 (NEP) gene, partial cds; and nonstructural protein 1 (NS1) gene, complete cds	2015-04-11	NS	South Korea	Homo sapiens MK050096.1
MK050097.1	Influenza C virus (C/Chenogju/GPD1029/2015) segment 7 nonstructural protein 2 (NEP) gene, partial cds; and nonstructural protein 1 (NS1) gene, complete cds	2015-05-05	NS	South Korea	Homo sapiens MK050097.1
MK050098.1	Influenza C virus (C/Cheongju/GPD1653/2016) segment 7 nonstructural protein 2 (NEP) gene, partial cds; and nonstructural protein 1 (NS1) gene, complete cds	2016-05-19	NS	South Korea	Homo sapiens MK050098.1
MK050099.1	Influenza C virus (C/Chenogju/GPD805/2015) segment 7 nonstructural protein 2 (NEP) gene, partial cds; and nonstructural protein 1 (NS1) gene, complete cds	2015-03-19	NS	South Korea	Homo sapiens MK050099.1
LC327658.1	Influenza C virus (C/Iwate/1/2016) NS1, NS2 genes for nonstructural protein 1, nonstructural protein 2, complete cds	2016-03-XX	NS	Japan	Homo sapiens LC327658.1
LC327665.1	Influenza C virus (C/Iwate/2/2016) NS1, NS2 genes for nonstructural protein 1, nonstructural protein 2, complete cds	2016-05-XX	NS	Japan	Homo sapiens LC327665.1
KT232088.1	Influenza C virus (C/India/P119564/2011) segment 7 nonstructural protein 2 (NEP) and nonstructural protein 1 (NS1) genes, complete cds	2011-06-10	NS	India	Homo sapiens KT232088.1
LC124977.1	Influenza C virus (C/Taylor/1233/1947) NS1, NS2 genes for nonstructural protein 1, nonstructural protein 2, complete cds	1947-XX-XX	NS	USA	Homo sapiens LC124977.1
LC124978.1	Influenza C virus (C/Great Lakes/1167/1954) NS1, NS2 genes for nonstructural protein 1, nonstructural protein 2, complete cds	1954-XX-XX	NS	USA	Homo sapiens LC124978.1
LC124979.1	Influenza C virus (C/Johannesburg/1/66) NS1, NS2 genes for nonstructural protein 1, nonstructural protein 2, complete cds	1966-XX-XX	NS	South Africa	Homo sapiens LC124979.1
LC124980.1	Influenza C virus (C/Paris/1/67) NS1, NS2 genes for nonstructural protein 1, nonstructural protein 2, complete cds	1967-XX-XX	NS	France	Homo sapiens LC124980.1
LC124981.1	Influenza C virus (C/Georgia/1/69) NS1, NS2 genes for nonstructural protein 1, nonstructural protein 2, complete cds	1969-XX-XX	NS	USA	Homo sapiens LC124981.1
LC124982.1	Influenza C virus (C/Mississippi/80) NS1, NS2 genes for nonstructural protein 1, nonstructural protein 2, complete cds	1980-XX-XX	NS	USA	Homo sapiens LC124982.1
LC124983.1	Influenza C virus (C/Yamagata/7/81) NS1, NS2 genes for nonstructural protein 1, nonstructural protein 2, complete cds	1981-03-18	NS	Japan	Homo sapiens LC124983.1
LC124984.1	Influenza C virus (C/Yamagata/10/1981) NS1, NS2 genes for nonstructural protein 1, nonstructural protein 2, complete cds	1981-03-18	NS	Japan	Homo sapiens LC124984.1
LC124985.1	Influenza C virus (C/England/892/1983) NS1, NS2 genes for nonstructural protein 1, nonstructural protein 2, complete cds	1983-XX-XX	NS	United Kingdom	Homo sapiens LC124985.1
LC124986.1	Influenza C virus (C/Yamagata/4/92) NS1, NS2 genes for nonstructural protein 1, nonstructural protein 2, complete cds	1992-11-19	NS	Japan	Homo sapiens LC124986.1
LC124987.1	Influenza C virus (C/Yamagata/5/2002) NS1, NS2 genes for nonstructural protein 1, nonstructural protein 2, complete cds	2002-02-07	NS	Japan	Homo sapiens LC124987.1
LC124988.1	Influenza C virus (C/Yamagata/7/2002) NS1, NS2 genes for nonstructural protein 1, nonstructural protein 2, complete cds	2002-02-16	NS	Japan	Homo sapiens LC124988.1
LC124989.1	Influenza C virus (C/Miyagi/4/2002) NS1, NS2 genes for nonstructural protein 1, nonstructural protein 2, complete cds	2002-01-24	NS	Japan	Homo sapiens LC124989.1
LC124990.1	Influenza C virus (C/Miyagi/11/2002) NS1, NS2 genes for nonstructural protein 1, nonstructural protein 2, complete cds	2002-02-22	NS	Japan	Homo sapiens LC124990.1
LC124991.1	Influenza C virus (C/Miyagi/20/2002) NS1, NS2 genes for nonstructural protein 1, nonstructural protein 2, complete cds	2002-03-17	NS	Japan	Homo sapiens LC124991.1
LC124992.1	Influenza C virus (C/Miyagi/28/2002) NS1, NS2 genes for nonstructural protein 1, nonstructural protein 2, complete cds	2002-04-22	NS	Japan	Homo sapiens LC124992.1
LC124993.1	Influenza C virus (C/Miyagi/31/2002) NS1, NS2 genes for nonstructural protein 1, nonstructural protein 2, complete cds	2002-06-18	NS	Japan	Homo sapiens LC124993.1
LC124994.1	Influenza C virus (C/Yamagata/3/2004) NS1, NS2 genes for nonstructural protein 1, nonstructural protein 2, complete cds	2004-04-16	NS	Japan	Homo sapiens LC124994.1
LC124995.1	Influenza C virus (C/Yamagata/14/2004) NS1, NS2 genes for nonstructural protein 1, nonstructural protein 2, complete cds	2004-05-07	NS	Japan	Homo sapiens LC124995.1
LC124996.1	Influenza C virus (C/Yamagata/15/2004) NS1, NS2 genes for nonstructural protein 1, nonstructural protein 2, complete cds	2004-05-11	NS	Japan	Homo sapiens LC124996.1
LC124997.1	Influenza C virus (C/Yamagata/18/2004) NS1, NS2 genes for nonstructural protein 1, nonstructural protein 2, complete cds	2004-05-14	NS	Japan	Homo sapiens LC124997.1
LC124998.1	Influenza C virus (C/Yamagata/26/2004) NS1, NS2 genes for nonstructural protein 1, nonstructural protein 2, complete cds	2004-05-28	NS	Japan	Homo sapiens LC124998.1
LC124999.1	Influenza C virus (C/Yamagata/27/2004) NS1, NS2 genes for nonstructural protein 1, nonstructural protein 2, complete cds	2004-05-24	NS	Japan	Homo sapiens LC124999.1
LC125000.1	Influenza C virus (C/Miyagi/12/2004) NS1, NS2 genes for nonstructural protein 1, nonstructural protein 2, complete cds	2004-02-27	NS	Japan	Homo sapiens LC125000.1
LC125001.1	Influenza C virus (C/Miyagi/25/2004) NS1, NS2 genes for nonstructural protein 1, nonstructural protein 2, complete cds	2004-03-31	NS	Japan	Homo sapiens LC125001.1
LC125002.1	Influenza C virus (C/Miyagi/42/2004) NS1, NS2 genes for nonstructural protein 1, nonstructural protein 2, complete cds	2004-05-27	NS	Japan	Homo sapiens LC125002.1
LC125003.1	Influenza C virus (C/Miyagi/47/2004) NS1, NS2 genes for nonstructural protein 1, nonstructural protein 2, complete cds	2004-06-18	NS	Japan	Homo sapiens LC125003.1
LC125004.1	Influenza C virus (C/Yamagata/1/2005) NS1, NS2 genes for nonstructural protein 1, nonstructural protein 2, complete cds	2005-06-07	NS	Japan	Homo sapiens LC125004.1
LC125005.1	Influenza C virus (C/Yamagata/2/2005) NS1, NS2 genes for nonstructural protein 1, nonstructural protein 2, complete cds	2005-07-05	NS	Japan	Homo sapiens LC125005.1
LC125006.1	Influenza C virus (C/Yamagata/3/2005) NS1, NS2 genes for nonstructural protein 1, nonstructural protein 2, complete cds	2005-09-07	NS	Japan	Homo sapiens LC125006.1
LC125007.1	Influenza C virus (C/Miyagi/2/2005) NS1, NS2 genes for nonstructural protein 1, nonstructural protein 2, complete cds	2005-04-07	NS	Japan	Homo sapiens LC125007.1
LC125008.1	Influenza C virus (C/Miyagi/4/2005) NS1, NS2 genes for nonstructural protein 1, nonstructural protein 2, complete cds	2005-05-16	NS	Japan	Homo sapiens LC125008.1
LC125009.1	Influenza C virus (C/Fukuoka/1/2005) NS1, NS2 genes for nonstructural protein 1, nonstructural protein 2, complete cds	2005-12-28	NS	Japan	Homo sapiens LC125009.1
LC125010.1	Influenza C virus (C/Fukuoka/2/2006) NS1, NS2 genes for nonstructural protein 1, nonstructural protein 2, complete cds	2006-03-08	NS	Japan	Homo sapiens LC125010.1
LC125011.1	Influenza C virus (C/Yamagata/1/2006) NS1, NS2 genes for nonstructural protein 1, nonstructural protein 2, complete cds	2006-01-23	NS	Japan	Homo sapiens LC125011.1
LC125012.1	Influenza C virus (C/Yamagata/9/2006) NS1, NS2 genes for nonstructural protein 1, nonstructural protein 2, complete cds	2006-06-13	NS	Japan	Homo sapiens LC125012.1
LC125013.1	Influenza C virus (C/Yamagata/13/2006) NS1, NS2 genes for nonstructural protein 1, nonstructural protein 2, complete cds	2006-08-08	NS	Japan	Homo sapiens LC125013.1
LC125014.1	Influenza C virus (C/Yamagata/14/2006) NS1, NS2 genes for nonstructural protein 1, nonstructural protein 2, complete cds	2006-08-28	NS	Japan	Homo sapiens LC125014.1
LC125015.1	Influenza C virus (C/Yamagata/20/2006) NS1, NS2 genes for nonstructural protein 1, nonstructural protein 2, complete cds	2006-11-24	NS	Japan	Homo sapiens LC125015.1
LC125016.1	Influenza C virus (C/Miyagi/4/2006) NS1, NS2 genes for nonstructural protein 1, nonstructural protein 2, complete cds	2006-06-04	NS	Japan	Homo sapiens LC125016.1
LC125017.1	Influenza C virus (C/Yamagata/1/2007) NS1, NS2 genes for nonstructural protein 1, nonstructural protein 2, complete cds	2007-01-17	NS	Japan	Homo sapiens LC125017.1
LC125018.1	Influenza C virus (C/Yamagata/3/2008) NS1, NS2 genes for nonstructural protein 1, nonstructural protein 2, complete cds	2008-03-26	NS	Japan	Homo sapiens LC125018.1
LC125019.1	Influenza C virus (C/Yamagata/11/2008) NS1, NS2 genes for nonstructural protein 1, nonstructural protein 2, complete cds	2008-04-30	NS	Japan	Homo sapiens LC125019.1
LC125020.1	Influenza C virus (C/Yamagata/16/2008) NS1, NS2 genes for nonstructural protein 1, nonstructural protein 2, complete cds	2008-05-19	NS	Japan	Homo sapiens LC125020.1
LC125021.1	Influenza C virus (C/Yamagata/18/2008) NS1, NS2 genes for nonstructural protein 1, nonstructural protein 2, complete cds	2008-06-25	NS	Japan	Homo sapiens LC125021.1
LC125022.1	Influenza C virus (C/Miyagi/2/2008) NS1, NS2 genes for nonstructural protein 1, nonstructural protein 2, complete cds	2008-02-21	NS	Japan	Homo sapiens LC125022.1
LC125023.1	Influenza C virus (C/Yamagata/2/2010) NS1, NS2 genes for nonstructural protein 1, nonstructural protein 2, complete cds	2010-02-09	NS	Japan	Homo sapiens LC125023.1
LC125024.1	Influenza C virus (C/Miyagi/3/2010) NS1, NS2 genes for nonstructural protein 1, nonstructural protein 2, complete cds	2010-04-12	NS	Japan	Homo sapiens LC125024.1
LC125025.1	Influenza C virus (C/Tokyo/3/2010) NS1, NS2 genes for nonstructural protein 1, nonstructural protein 2, complete cds	2010-04-23	NS	Japan	Homo sapiens LC125025.1
LC125026.1	Influenza C virus (C/Yamagata/1/2012) NS1, NS2 genes for nonstructural protein 1, nonstructural protein 2, complete cds	2012-01-16	NS	Japan	Homo sapiens LC125026.1
LC125027.1	Influenza C virus (C/Yamagata/3/2012) NS1, NS2 genes for nonstructural protein 1, nonstructural protein 2, complete cds	2012-02-07	NS	Japan	Homo sapiens LC125027.1
LC125028.1	Influenza C virus (C/Yamagata/4/2012) NS1, NS2 genes for nonstructural protein 1, nonstructural protein 2, complete cds	2012-02-22	NS	Japan	Homo sapiens LC125028.1
LC125029.1	Influenza C virus (C/Yamagata/7/2012) NS1, NS2 genes for nonstructural protein 1, nonstructural protein 2, complete cds	2012-03-14	NS	Japan	Homo sapiens LC125029.1
LC125030.1	Influenza C virus (C/Yamagata/14/2012) NS1, NS2 genes for nonstructural protein 1, nonstructural protein 2, complete cds	2012-06-01	NS	Japan	Homo sapiens LC125030.1
LC125031.1	Influenza C virus (C/Yamagata/28/2012) NS1, NS2 genes for nonstructural protein 1, nonstructural protein 2, complete cds	2012-07-12	NS	Japan	Homo sapiens LC125031.1
LC125032.1	Influenza C virus (C/Yamagata/29/2012) NS1, NS2 genes for nonstructural protein 1, nonstructural protein 2, complete cds	2012-07-30	NS	Japan	Homo sapiens LC125032.1
LC125033.1	Influenza C virus (C/Miyagi/2/2012) NS1, NS2 genes for nonstructural protein 1, nonstructural protein 2, complete cds	2012-01-26	NS	Japan	Homo sapiens LC125033.1
LC125034.1	Influenza C virus (C/Fukuoka/1/2012) NS1, NS2 genes for nonstructural protein 1, nonstructural protein 2, complete cds	2012-04-11	NS	Japan	Homo sapiens LC125034.1
LC125035.1	Influenza C virus (C/Yamagata/6/2014) NS1, NS2 genes for nonstructural protein 1, nonstructural protein 2, complete cds	2014-04-16	NS	Japan	Homo sapiens LC125035.1
LC125036.1	Influenza C virus (C/Yamagata/13/2014) NS1, NS2 genes for nonstructural protein 1, nonstructural protein 2, complete cds	2014-05-14	NS	Japan	Homo sapiens LC125036.1
LC125037.1	Influenza C virus (C/Yamagata/16/2014) NS1, NS2 genes for nonstructural protein 1, nonstructural protein 2, complete cds	2014-05-21	NS	Japan	Homo sapiens LC125037.1
LC125038.1	Influenza C virus (C/Yamagata/30/2014) NS1, NS2 genes for nonstructural protein 1, nonstructural protein 2, complete cds	2014-06-04	NS	Japan	Homo sapiens LC125038.1
LC125039.1	Influenza C virus (C/Yamagata/32/2014) NS1, NS2 genes for nonstructural protein 1, nonstructural protein 2, complete cds	2014-06-17	NS	Japan	Homo sapiens LC125039.1
LC125040.1	Influenza C virus (C/Yamagata/33/2014) NS1, NS2 genes for nonstructural protein 1, nonstructural protein 2, complete cds	2014-07-22	NS	Japan	Homo sapiens LC125040.1
LC125041.1	Influenza C virus (C/Yamagata/35/2014) NS1, NS2 genes for nonstructural protein 1, nonstructural protein 2, complete cds	2014-08-20	NS	Japan	Homo sapiens LC125041.1
LC125042.1	Influenza C virus (C/Miyagi/2/2014) NS1, NS2 genes for nonstructural protein 1, nonstructural protein 2, complete cds	2014-04-30	NS	Japan	Homo sapiens LC125042.1
LC125043.1	Influenza C virus (C/Miyagi/5/2014) NS1, NS2 genes for nonstructural protein 1, nonstructural protein 2, complete cds	2014-05-17	NS	Japan	Homo sapiens LC125043.1
LC125044.1	Influenza C virus (C/Miyagi/6/2014) NS1, NS2 genes for nonstructural protein 1, nonstructural protein 2, complete cds	2014-06-02	NS	Japan	Homo sapiens LC125044.1
LC125045.1	Influenza C virus (C/Tokyo/1/2014) NS1, NS2 genes for nonstructural protein 1, nonstructural protein 2, complete cds	2014-02-01	NS	Japan	Homo sapiens LC125045.1
LC125046.1	Influenza C virus (C/Tokyo/4/2014) NS1, NS2 genes for nonstructural protein 1, nonstructural protein 2, complete cds	2014-04-23	NS	Japan	Homo sapiens LC125046.1
KM507551.1	Influenza C virus (C/India/P121719/2012) segment 7 nonstructural protein 2 (NEP) gene, partial cds; and nonstructural protein 1 (NS1) gene, complete cds	2012-02-24	NS	India	Homo sapiens KM507551.1
KM507558.1	Influenza C virus (C/India/P135047/2013) segment 7 nonstructural protein 2 (NEP) gene, partial cds; and nonstructural protein 1 (NS1) gene, complete cds	2013-04-25	NS	India	Homo sapiens KM507558.1
KT835367.1	Influenza C virus (C/Scotland/7482/2007) segment 7 nonstructural protein 2 (NEP) and nonstructural protein 1 (NS1) genes, partial cds	2007-12-XX	NS	United Kingdom	Homo sapiens KT835367.1
KT835368.1	Influenza C virus (C/Scotland/7383/2007) segment 7 nonstructural protein 2 (NEP) and nonstructural protein 1 (NS1) genes, partial cds	2007-12-XX	NS	United Kingdom	Homo sapiens KT835368.1
KT835369.1	Influenza C virus (C/Scotland/7274/2007) segment 7 nonstructural protein 2 (NEP) and nonstructural protein 1 (NS1) genes, partial cds	2007-12-XX	NS	United Kingdom	Homo sapiens KT835369.1
KT835370.1	Influenza C virus (C/Scotland/6855/2007) segment 7 nonstructural protein 2 (NEP) and nonstructural protein 1 (NS1) genes, partial cds	2007-11-XX	NS	United Kingdom	Homo sapiens KT835370.1
AB985616.1	Influenza C virus (C/Leyte/1/2011) NS gene for nonstructural protein 2, complete cds	2011-XX-XX	NS	Philippines	Homo sapiens AB985616.1
AB985617.1	Influenza C virus (C/Leyte/2/2011) NS gene for nonstructural protein 2, complete cds	2011-XX-XX	NS	Philippines	Homo sapiens AB985617.1
AB985618.1	Influenza C virus (C/Leyte/3/2011) NS gene for nonstructural protein 2, complete cds	2011-XX-XX	NS	Philippines	Homo sapiens AB985618.1
AB985619.1	Influenza C virus (C/Sendai/TU1/2008) NS gene for nonstructural protein 2, complete cds	2008-XX-XX	NS	Japan	Homo sapiens AB985619.1
AB985620.1	Influenza C virus (C/Sendai/TU2/2008) NS gene for nonstructural protein 2, complete cds	2008-XX-XX	NS	Japan	Homo sapiens AB985620.1
AB985621.1	Influenza C virus (C/Sendai/TU3/2008) NS gene for nonstructural protein 2, complete cds	2008-XX-XX	NS	Japan	Homo sapiens AB985621.1
AB985622.1	Influenza C virus (C/Sendai/TU5/2008) NS gene for nonstructural protein 2, complete cds	2008-XX-XX	NS	Japan	Homo sapiens AB985622.1
AB985623.1	Influenza C virus (C/Sendai/TU1/2012) NS gene for nonstructural protein 2, complete cds	2012-XX-XX	NS	Japan	Homo sapiens AB985623.1
AB985624.1	Influenza C virus (C/Sendai/TU2/2012) NS gene for nonstructural protein 2, complete cds	2012-XX-XX	NS	Japan	Homo sapiens AB985624.1
AB985625.1	Influenza C virus (C/Biliran/1/2013) NS gene for nonstructural protein 2, complete cds	2013-XX-XX	NS	Philippines	Homo sapiens AB985625.1
AB985626.1	Influenza C virus (C/Biliran/2/2013) NS gene for nonstructural protein 2, complete cds	2013-XX-XX	NS	Philippines	Homo sapiens AB985626.1
AB985627.1	Influenza C virus (C/Biliran/3/2013) NS gene for nonstructural protein 2, complete cds	2013-XX-XX	NS	Philippines	Homo sapiens AB985627.1
AB985628.1	Influenza C virus (C/Leyte/1/2013) NS gene for nonstructural protein 2, complete cds	2013-XX-XX	NS	Philippines	Homo sapiens AB985628.1
AB985629.1	Influenza C virus (C/Leyte/2/2013) NS gene for nonstructural protein 2, complete cds	2013-XX-XX	NS	Philippines	Homo sapiens AB985629.1
AB985630.1	Influenza C virus (C/Leyte/3/2013) NS gene for nonstructural protein 2, complete cds	2013-XX-XX	NS	Philippines	Homo sapiens AB985630.1
AB985631.1	Influenza C virus (C/Palawan/1/2013) NS gene for nonstructural protein 2, complete cds	2013-XX-XX	NS	Philippines	Homo sapiens AB985631.1
KM504283.1	Influenza C virus (C/Victoria/2/2012) segment 7 nonstructural protein 2 and nonstructural protein 1 genes, complete cds	2012-XX-XX	NS	Australia	Homo sapiens KM504283.1
JX963114.1	Influenza C virus (C/Singapore/DSO-050530/2006) segment 7 nonstructural protein 2 (NEP) and nonstructural protein 1 (NS1) genes, partial cds	2006-05-18	NS	Singapore	Homo sapiens JX963114.1
JX963115.1	Influenza C virus (C/Singapore/DSO-070170/2006) segment 7 nonstructural protein 2 (NEP) and nonstructural protein 1 (NS1) genes, partial cds	2006-11-17	NS	Singapore	Homo sapiens JX963115.1
JX963116.1	Influenza C virus (C/Singapore/DSO-070193/2006) segment 7 nonstructural protein 2 (NEP) and nonstructural protein 1 (NS1) genes, partial cds	2006-11-29	NS	Singapore	Homo sapiens JX963116.1
JX963117.1	Influenza C virus (C/Singapore/DSO-070203/2006) segment 7 nonstructural protein 2 (NEP) and nonstructural protein 1 (NS1) genes, partial cds	2006-12-04	NS	Singapore	Homo sapiens JX963117.1
JX947867.1	Influenza C virus (C/Eastern India/1202/2011) segment 7 nonstructural protein 2 (NEP) and nonstructural protein 1 (NS1) genes, complete cds	2011-07-15	NS	India	Homo sapiens JX947867.1
FR671425.1	Influenza C virus (C/JJ/1950) NS1 gene for nonstructural protein 1 and NEP/NS2 gene for nuclear export protein/nonstructural protein 2, genomic RNA	1950-XX-XX	NS		FR671425.1
AM410043.1	Influenza C virus (C/Johannesburg/1/66) segment 7, complete sequence, genomic RNA	1966-XX-XX	NS		AM410043.1
AB283001.1	Influenza C virus (C/Ann Arbor/1/50) genomic RNA, segment 7, complete sequence	1950-XX-XX	NS	USA	AB283001.1
D87388.1	Influenza C virus (C/Miyagi/2/92) NS gene for nonstructural protein 1, partial cds	1992-XX-XX	NS		D87388.1
D87389.1	Influenza C virus (C/Miyagi/3/91) NS gene for nonstructural protein 1, partial cds	1991-XX-XX	NS		D87389.1
D87390.1	Influenza C virus (C/Miyagi/9/91) NS gene for nonstructural protein 1, partial cds	1991-XX-XX	NS		D87390.1
D87391.1	Influenza C virus (C/Yamagata/10/89) NS gene for nonstructural protein 1, partial cds	1989-XX-XX	NS		D87391.1
AB182363.1	Influenza C virus (C/Aichi/1/99) NS genes for nonstructural protein 1, nonstructural protein 2, complete cds	1999-XX-XX	NS		AB182363.1
AB099603.1	Influenza C virus (C/Yamagata/2/99) NS gene for nonstructural protein 1 (NS1), nonstructural protein 2 (NS2), complete cds	1999-XX-XX	NS		AB099603.1
AB099604.1	Influenza C virus (C/Yamagata/9/2000) NS gene for nonstructural protein 1 (NS1), nonstructural protein 2 (NS2), complete cds	2000-XX-XX	NS		AB099604.1
AB099605.1	Influenza C virus (C/Yamagata/2/2000) NS gene for nonstructural protein 1 (NS1), nonstructural protein 2 (NS2), complete cds	2000-XX-XX	NS		AB099605.1
AB099606.1	Influenza C virus (C/Yamagata/3/2000) NS gene for nonstructural protein 1 (NS1), nonstructural protein 2 (NS2), complete cds	2000-XX-XX	NS		AB099606.1
AB099607.1	Influenza C virus (C/Yamagata/6/2000) NS gene for nonstructural protein 1 (NS1), nonstructural protein 2 (NS2), complete cds	2000-XX-XX	NS		AB099607.1
AB099608.1	Influenza C virus (C/Yamagata/8/2000) NS gene for nonstructural protein 1 (NS1), nonstructural protein 2 (NS2), complete cds	2000-XX-XX	NS		AB099608.1
AB099609.1	Influenza C virus (C/Miyagi/2/2000) NS gene for nonstructural protein 1 (NS1), nonstructural protein 2 (NS2), complete cds	2000-XX-XX	NS		AB099609.1
AB099610.1	Influenza C virus (C/Miyagi/3/2000) NS gene for nonstructural protein 1 (NS1), nonstructural protein 2 (NS2), completel cds	2000-XX-XX	NS		AB099610.1
