Map from character to field name
A:	Belize
B:	Brazil
C:	Cambodia
D:	Colombia
E:	Cuba
F:	Dominican Republic
G:	Ecuador
H:	French Guiana
I:	Guadeloupe
J:	Guatemala
K:	Haiti
L:	Martinique
M:	Mexico
N:	Nicaragua
O:	Peru
P:	Puerto Rico
Q:	Saint Kitts
R:	Suriname
S:	Taiwan
T:	Thailand
U:	Usa
V:	Venezuela
W:	Vietnam
X:	?


Substitution rate (mu): 131.366959

Equilibrium frequencies (pi_i):
  A: 0.0442
  B: 0.0449
  C: 0.0449
  D: 0.0394
  E: 0.0433
  F: 0.0401
  G: 0.0465
  H: 0.0396
  I: 0.046
  J: 0.0452
  K: 0.0442
  L: 0.0426
  M: 0.0441
  N: 0.05
  O: 0.0451
  P: 0.0266
  Q: 0.0427
  R: 0.044
  S: 0.0444
  T: 0.0433
  U: 0.0476
  V: 0.0445
  W: 0.0467

Symmetrized rates from j->i (W_ij):
	A	B	C	D	E	F	G	H	I	J	K	L	M	N	O	P	Q	R	S	T	U	V	W
  K	0.9292	1.391	0.9288	0.9284	0.9291	0.9292	0.9281	0.9292	0.9291	0.9292	0	0.9293	0.9282	0.9244	0.9282	0.9275	0.9291	0.9293	0.9291	0.9313	0.927	0.9269	0.9286
  L	0.9294	1.0451	0.929	0.9287	0.9294	0.9457	0.9283	0.9308	1.3951	0.9294	0.9293	0	0.9284	0.9248	0.9287	0.9297	0.9294	0.9297	0.9292	0.9322	1.3545	0.9275	0.9297
  M	1.1572	0.9257	0.9279	1.0643	0.9284	0.9285	0.9273	0.971	0.9282	1.8107	0.9282	0.9284	0	2.0819	0.9274	0.9277	0.9283	0.9285	0.9283	0.9306	0.9823	0.9444	0.9279
  N	1.1614	0.9216	0.924	1.0622	0.9247	0.9251	0.9232	0.9686	0.9243	1.1873	0.9244	0.9248	2.0819	0	0.9234	0.9253	0.9247	0.9248	0.9244	0.9272	0.9793	1.4095	0.9238
  O	0.9284	2.3274	0.9279	0.9276	0.9283	0.9286	0.9272	0.9286	0.9282	0.9284	0.9282	0.9287	0.9274	0.9234	0	0.927	0.9283	0.9287	0.9283	0.9306	0.93	0.9262	0.9277
  P	0.9279	0.929	0.9281	0.9288	0.9287	0.9295	0.9269	0.9305	0.9275	0.9276	0.9275	0.9297	0.9277	0.9253	0.927	0	0.9278	0.9285	0.9276	0.9383	9.9976	1.0238	0.9375
  Q	0.9292	0.9264	0.9289	0.9285	0.9298	0.9294	0.9282	0.9301	0.9291	0.9293	0.9291	0.9294	0.9283	0.9247	0.9283	0.9278	0	0.9294	0.9291	0.9321	1.3901	0.927	0.9295
  R	0.9295	1.3587	0.9291	0.9288	0.9296	1.1574	0.9284	1.4412	0.9293	0.9295	0.9293	0.9297	0.9285	0.9248	0.9287	0.9285	0.9294	0	0.9293	0.9319	1.0704	0.9274	0.9292
  S	0.9293	0.9261	0.929	0.9284	0.9292	0.9292	0.9282	0.9292	0.9292	0.9293	0.9291	0.9292	0.9283	0.9244	0.9283	0.9276	0.9291	0.9293	0	0.9322	0.9279	0.9268	1.4
  T	0.9315	0.9303	0.9491	0.9309	0.9321	0.9326	0.9305	0.9332	0.9315	0.9315	0.9313	0.9322	0.9306	0.9272	0.9306	0.9383	0.9321	0.9319	0.9322	0	1.1131	0.9305	1.2598
  U	0.9377	2.0	0.9407	1.1285	1.3026	1.7585	0.9258	2.2675	0.9269	0.9271	0.927	1.3545	0.9823	0.9793	0.93	9.9976	1.3901	1.0704	0.9279	1.1131	0	1.6716	1.168
  V	0.9315	1.3301	0.9266	4.9652	0.9271	0.9276	0.9564	0.9529	0.9267	0.9271	0.9269	0.9275	0.9444	1.4095	0.9262	1.0238	0.927	0.9274	0.9268	0.9305	1.6716	0	0.9277
  W	0.9288	0.9276	1.8716	0.9284	0.9295	0.9303	0.9276	0.931	0.9286	0.9288	0.9286	0.9297	0.9279	0.9238	0.9277	0.9375	0.9295	0.9292	1.4	1.2598	1.168	0.9277	0

Actual rates from j->i (Q_ij):
	A	B	C	D	E	F	G	H	I	J	K	L	M	N	O	P	Q	R	S	T	U	V	W
  A	0	0.041	0.0411	0.0423	0.0411	0.0411	0.0411	0.0415	0.0411	0.0411	0.0411	0.0411	0.0512	0.0514	0.0411	0.041	0.0411	0.0411	0.0411	0.0412	0.0415	0.0412	0.0411
  B	0.0416	0	0.0416	0.0417	0.0417	0.0449	0.0415	0.1456	0.0416	0.0416	0.0625	0.0469	0.0416	0.0414	0.1046	0.0417	0.0416	0.061	0.0416	0.0418	0.0898	0.0597	0.0417
  C	0.0417	0.0416	0	0.0417	0.0417	0.0418	0.0417	0.0417	0.0417	0.0417	0.0417	0.0417	0.0417	0.0415	0.0417	0.0417	0.0417	0.0418	0.0417	0.0427	0.0423	0.0416	0.0841
  D	0.0377	0.0366	0.0366	0	0.0366	0.0366	0.0537	0.0431	0.0366	0.0366	0.0366	0.0366	0.0419	0.0419	0.0366	0.0366	0.0366	0.0366	0.0366	0.0367	0.0445	0.1957	0.0366
  E	0.0402	0.0401	0.0402	0.0402	0	0.0402	0.0402	0.0481	0.0402	0.0402	0.0402	0.0402	0.0402	0.04	0.0402	0.0402	0.0402	0.0402	0.0402	0.0403	0.0564	0.0401	0.0402
  F	0.0373	0.0401	0.0373	0.0372	0.0373	0	0.0372	0.0409	0.0373	0.0373	0.0373	0.0379	0.0372	0.0371	0.0372	0.0373	0.0373	0.0464	0.0373	0.0374	0.0705	0.0372	0.0373
  G	0.0432	0.043	0.0432	0.0634	0.0432	0.0432	0	0.0432	0.0432	0.0432	0.0432	0.0432	0.0431	0.043	0.0431	0.0431	0.0432	0.0432	0.0432	0.0433	0.0431	0.0445	0.0432
  H	0.0371	0.1284	0.0368	0.0434	0.044	0.0405	0.0368	0	0.0368	0.0368	0.0368	0.0369	0.0385	0.0384	0.0368	0.0369	0.0369	0.0571	0.0368	0.037	0.0898	0.0378	0.0369
  I	0.0428	0.0426	0.0427	0.0427	0.0427	0.0428	0.0427	0.0427	0	0.0428	0.0427	0.0642	0.0427	0.0425	0.0427	0.0427	0.0427	0.0428	0.0427	0.0429	0.0426	0.0426	0.0427
  J	0.042	0.0418	0.042	0.042	0.042	0.042	0.0419	0.042	0.042	0	0.042	0.042	0.0818	0.0536	0.0419	0.0419	0.042	0.042	0.042	0.0421	0.0419	0.0419	0.0419
  K	0.0411	0.0615	0.0411	0.0411	0.0411	0.0411	0.041	0.0411	0.0411	0.0411	0	0.0411	0.041	0.0409	0.0411	0.041	0.0411	0.0411	0.0411	0.0412	0.041	0.041	0.0411
  L	0.0396	0.0445	0.0396	0.0396	0.0396	0.0403	0.0395	0.0396	0.0594	0.0396	0.0396	0	0.0396	0.0394	0.0396	0.0396	0.0396	0.0396	0.0396	0.0397	0.0577	0.0395	0.0396
  M	0.0511	0.0409	0.0409	0.047	0.041	0.041	0.0409	0.0429	0.041	0.0799	0.041	0.041	0	0.0919	0.0409	0.0409	0.041	0.041	0.041	0.0411	0.0433	0.0417	0.0409
  N	0.0581	0.0461	0.0462	0.0531	0.0462	0.0462	0.0461	0.0484	0.0462	0.0593	0.0462	0.0462	0.1041	0	0.0462	0.0462	0.0462	0.0462	0.0462	0.0463	0.049	0.0705	0.0462
  O	0.0418	0.1049	0.0418	0.0418	0.0418	0.0419	0.0418	0.0419	0.0418	0.0418	0.0418	0.0419	0.0418	0.0416	0	0.0418	0.0418	0.0419	0.0418	0.0419	0.0419	0.0417	0.0418
  P	0.0247	0.0247	0.0247	0.0247	0.0247	0.0247	0.0247	0.0248	0.0247	0.0247	0.0247	0.0247	0.0247	0.0246	0.0247	0	0.0247	0.0247	0.0247	0.025	0.266	0.0272	0.0249
  Q	0.0396	0.0395	0.0396	0.0396	0.0397	0.0396	0.0396	0.0397	0.0396	0.0396	0.0396	0.0396	0.0396	0.0394	0.0396	0.0396	0	0.0396	0.0396	0.0398	0.0593	0.0395	0.0396
  R	0.0409	0.0598	0.0409	0.0409	0.0409	0.0509	0.0409	0.0634	0.0409	0.0409	0.0409	0.0409	0.0409	0.0407	0.0409	0.0409	0.0409	0	0.0409	0.041	0.0471	0.0408	0.0409
  S	0.0413	0.0411	0.0413	0.0412	0.0413	0.0413	0.0412	0.0413	0.0413	0.0413	0.0413	0.0413	0.0412	0.0411	0.0412	0.0412	0.0413	0.0413	0	0.0414	0.0412	0.0412	0.0622
  T	0.0403	0.0403	0.0411	0.0403	0.0404	0.0404	0.0403	0.0404	0.0403	0.0403	0.0403	0.0404	0.0403	0.0402	0.0403	0.0406	0.0404	0.0404	0.0404	0	0.0482	0.0403	0.0546
  U	0.0447	0.0953	0.0448	0.0538	0.0621	0.0838	0.0441	0.108	0.0442	0.0442	0.0442	0.0645	0.0468	0.0467	0.0443	0.4764	0.0662	0.051	0.0442	0.053	0	0.0796	0.0557
  V	0.0414	0.0591	0.0412	0.2207	0.0412	0.0412	0.0425	0.0424	0.0412	0.0412	0.0412	0.0412	0.042	0.0627	0.0412	0.0455	0.0412	0.0412	0.0412	0.0414	0.0743	0	0.0412
  W	0.0434	0.0433	0.0874	0.0434	0.0434	0.0435	0.0433	0.0435	0.0434	0.0434	0.0434	0.0434	0.0433	0.0432	0.0433	0.0438	0.0434	0.0434	0.0654	0.0589	0.0546	0.0433	0
