strain	strain_name	date	segment_num	segment_name	country	full_genotype	genotype_group
AB534523	Strain129	2006-11-24	9	G	Bangladesh	G1_P[x]_Ix_Rx_Cx_Mx_Ax_Nx_Tx_Ex_Hx	G1
EU984109	0613158_CA	2006-05-XX	9	G	India	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	G1
AB669009	OH1908	2008-03-09	9	G	Japan	G1_P[8]_I1_Rx_Cx_Mx_Ax_Nx_Tx_E1_Hx	G1
AB669013	OH1998	2008-05-05	9	G	Japan	G1_P[8]_I1_Rx_Cx_Mx_Ax_Nx_Tx_E1_Hx	G1
AB669017	OH2024	2008-05-16	9	G	Japan	G1_P[8]_I1_Rx_Cx_Mx_Ax_Nx_Tx_E1_Hx	G1
AB669005	OH1889	2008-03-03	9	G	Japan	G1_P[8]_I1_Rx_Cx_Mx_Ax_Nx_Tx_E1_Hx	G1
GQ452912	Nov05_K25/G1	2005-10-XX	9	G	Russia	G1_P[x]_Ix_Rx_Cx_Mx_Ax_Nx_Tx_Ex_Hx	G1
GQ117002	Nov06_988/G1	2006-04-XX	9	G	Russia	G1_P[x]_Ix_Rx_Cx_Mx_Ax_Nx_Tx_Ex_Hx	G1
GQ117001	Nov05_701/G1	2005-10-XX	9	G	Russia	G1_P[x]_Ix_Rx_Cx_Mx_Ax_Nx_Tx_Ex_Hx	G1
GQ452913	Nov07_K6	2007-02-XX	9	G	Russia	G1_P[8]_I1_Rx_Cx_Mx_Ax_Nx_Tx_Ex_Hx	G1
FJ915078	Omsk07_50	2007-01-XX	9	G	Russia	G1_P[8]_I1_Rx_Cx_Mx_Ax_Nx_Tx_E1_Hx	G1
JQ043278	CMH110/07	2007-08-XX	9	G	Thailand	G1_P[8]_I1_Rx_Cx_Mx_Ax_Nx_Tx_E1_H1	G1
JQ043274	CMH056/07	2007-03-XX	9	G	Thailand	G1_P[8]_Ix_Rx_Cx_Mx_Ax_Nx_Tx_E1_H1	G1
GU377151	Nov05_148	2005-04-XX	9	G	Russia	G1_P[8]_I1_Rx_Cx_Mx_Ax_Nx_Tx_Ex_Hx	G1
GU377142	Nov05_3	2005-03-XX	9	G	Russia	G1_P[8]_I1_Rx_Cx_Mx_Ax_Nx_Tx_Ex_Hx	G1
GU377143	Nov05_76	2005-03-XX	9	G	Russia	G1_P[8]_I1_Rx_Cx_Mx_Ax_Nx_Tx_Ex_Hx	G1
GU377147	Nov05_115	2005-04-XX	9	G	Russia	G1_P[8]_I1_Rx_Cx_Mx_Ax_Nx_Tx_Ex_Hx	G1
GU377172	Nov09_D182	2009-08-XX	9	G	Russia	G1_P[8]_I1_Rx_Cx_Mx_Ax_Nx_Tx_Ex_Hx	G1
JQ837883	RVA/Human_wt/IDN/YK_RVY36/2009/G1P[8]	2009-05-XX	9	G	Indonesia	G1_P[8]_Ix_Rx_Cx_Mx_Ax_Nx_Tx_E1_Hx	G1
GU377150	Nov05_141	2005-04-XX	9	G	Russia	G1_P[8]_I1_Rx_Cx_Mx_Ax_Nx_Tx_Ex_Hx	G1
GU377134	Nov03_H183	2003-11-XX	9	G	Russia	G1_P[8]_I1_Rx_Cx_Mx_Ax_Nx_Tx_Ex_Hx	G1
GU377136	Nov04_H333	2004-02-XX	9	G	Russia	G1_P[8]_I1_Rx_Cx_Mx_Ax_Nx_Tx_Ex_Hx	G1
JQ043269	CMH042/07	2007-03-XX	9	G	Thailand	G1_P[8]_I1_Rx_Cx_Mx_Ax_Nx_Tx_E1_H1	G1
JQ043277	CMH090/07	2007-06-XX	9	G	Thailand	G1_P[8]_Ix_Rx_Cx_Mx_Ax_Nx_Tx_E1_H1	G1
JQ043275	CMH060/07	2007-03-XX	9	G	Thailand	G1_P[8]_I1_Rx_Cx_Mx_Ax_Nx_Tx_E1_H1	G1
GU377133	Nov03_H7	2003-06-XX	9	G	Russia	G1_P[8]_I1_Rx_Cx_Mx_Ax_Nx_Tx_Ex_Hx	G1
JQ087428	RVA/Human_tc/CHN/Y128/2004/G1P[8]	2004-11-XX	9	G	China	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	G1
JQ087439	RVA/Human_tc/CHN/R588/2005/G1P[8]	2005-06-XX	9	G	China	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	G1
HQ738620	Omsk08_370	2008-03-XX	9	G	Russia	G1_P[x]_Ix_Rx_Cx_Mx_Ax_Nx_Tx_Ex_Hx	G1
GU377145	Nov05_99	2005-04-XX	9	G	Russia	G1_P[8]_I1_Rx_Cx_Mx_Ax_Nx_Tx_Ex_Hx	G1
JQ087450	RVA/Human_tc/E1911/2009/G1P[8]	2009-11-XX	9	G	China	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	G1
GU377135	Nov04_H308	2004-01-XX	9	G	Russia	G1_P[8]_I1_Rx_Cx_Mx_Ax_Nx_Tx_Ex_Hx	G1
JQ837884	RVA/Human_wt/IDN/MT_7599/2006/G1P[6]	2006-06-XX	9	G	Indonesia	G1_P[x]_Ix_Rx_Cx_Mx_Ax_Nx_Tx_Ex_Hx	G1
JQ043272	CMH050/07	2007-03-XX	9	G	Thailand	G1_P[8]_Ix_Rx_Cx_Mx_Ax_Nx_Tx_E1_H1	G1
JX509940	ZTR_68/CHN/2010/G1P[8]	2010-11-12	9	G	China	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	G1
HQ738577	Nov07_1767	2007-01-XX	9	G	Russia	G1_P[x]_I1_Rx_Cx_Mx_Ax_Nx_Tx_Ex_Hx	G1
JX154533	RVA/Human_wt/BFA/225_BF/2010/G1P[6]	2010-01-12	9	G	Burkina_Faso	G1_P[6]_Ix_Rx_Cx_Mx_Ax_Nx_Tx_Ex_Hx	G1
JX154488	RVA/Human_wt/BFA/10_BF/2010/G1P[8]	2010-01-17	9	G	Burkina_Faso	G1_P[8]_Ix_Rx_Cx_Mx_Ax_Nx_Tx_Ex_Hx	G1
JX154491	RVA/Human_wt/BFA/13_BF/2010/G1P[8]	2010-01-26	9	G	Burkina_Faso	G1_P[8]_Ix_Rx_Cx_Mx_Ax_Nx_Tx_Ex_Hx	G1
JX154501	RVA/Human_wt/BFA/23_BF/2010/G1P[8]	2010-02-11	9	G	Burkina_Faso	G1_P[x]_Ix_Rx_Cx_Mx_Ax_Nx_Tx_Ex_Hx	G1
JX154535	RVA/Human_wt/BFA/269_BF/2010/G1P[6]	2010-01-28	9	G	Burkina_Faso	G1_P[x]_Ix_Rx_Cx_Mx_Ax_Nx_Tx_Ex_Hx	G1
JX154504	RVA/Human_wt/BFA/26_BF/2010/G1P[6]	2010-02-22	9	G	Burkina_Faso	G1_P[x]_Ix_Rx_Cx_Mx_Ax_Nx_Tx_Ex_Hx	G1
HQ738579	Nov07_1831	2007-01-XX	9	G	Russia	G1_P[x]_Ix_Rx_Cx_Mx_Ax_Nx_Tx_Ex_Hx	G1
JX154502	RVA/Human_wt/BFA/24_BF/2010/G1P[8]	2010-02-12	9	G	Burkina_Faso	G1_P[8]_Ix_Rx_Cx_Mx_Ax_Nx_Tx_Ex_Hx	G1
FJ915077	Omsk07_7	2007-02-XX	9	G	Russia	G1_P[8]_I1_Rx_Cx_Mx_Ax_Nx_Tx_E1_Hx	G1
JX154532	RVA/Human_wt/BFA/167_BF/2009/G1P[8]	2009-12-15	9	G	Burkina_Faso	G1_P[x]_Ix_Rx_Cx_Mx_Ax_Nx_Tx_Ex_Hx	G1
GU377154	Nov08_2884	2008-01-XX	9	G	Russia	G1_P[8]_I1_Rx_Cx_Mx_Ax_Nx_Tx_Ex_Hx	G1
JX154493	RVA/Human_wt/BFA/15_BF/2010/G1P[8]	2010-01-29	9	G	Burkina_Faso	G1_P[8]_Ix_Rx_Cx_Mx_Ax_Nx_Tx_Ex_Hx	G1
GQ452921	Omsk08_350	2008-03-XX	9	G	Russia	G1_P[8]_I1_Rx_Cx_Mx_Ax_Nx_Tx_E1_Hx	G1
JX154494	RVA/Human_wt/BFA/16_BF/2010/G1P[8]	2010-01-29	9	G	Burkina_Faso	G1_P[x]_Ix_Rx_Cx_Mx_Ax_Nx_Tx_Ex_Hx	G1
JX154500	RVA/Human_wt/BFA/22_BF/2010/G1P[8]	2010-02-09	9	G	Burkina_Faso	G1_P[x]_Ix_Rx_Cx_Mx_Ax_Nx_Tx_Ex_Hx	G1
JX154509	RVA/Human_wt/BFA/31_BF/2010/G1P[8]	2010-02-08	9	G	Burkina_Faso	G1_P[8]_Ix_Rx_Cx_Mx_Ax_Nx_Tx_Ex_Hx	G1
JX154490	RVA/Human_wt/BFA/12_BF/2010/G1P[8]	2010-01-21	9	G	Burkina_Faso	G1_P[8]_Ix_Rx_Cx_Mx_Ax_Nx_Tx_Ex_Hx	G1
JX154503	RVA/Human_wt/BFA/25_BF/2010/G1P[8]	2010-02-12	9	G	Burkina_Faso	G1_P[8]_Ix_Rx_Cx_Mx_Ax_Nx_Tx_Ex_Hx	G1
JX154511	RVA/Human_wt/BFA/35_BF/2010/G1P[8]	2010-02-28	9	G	Burkina_Faso	G1_P[x]_Ix_Rx_Cx_Mx_Ax_Nx_Tx_Ex_Hx	G1
JX154534	RVA/Human_wt/BFA/259_BF/2010/G1P[6]	2010-01-26	9	G	Burkina_Faso	G1_P[x]_Ix_Rx_Cx_Mx_Ax_Nx_Tx_Ex_Hx	G1
HQ738628	Hu/RUS/Omsk08_425/2008/G1[P8]	2008-04-XX	9	G	Russia	G1_P[x]_Ix_Rx_Cx_Mx_Ax_Nx_Tx_Ex_Hx	G1
HQ738627	Hu/RUS/Omsk08_423/2008/G1P[8]	2008-04-XX	9	G	Russia	G1_P[x]_Ix_Rx_Cx_Mx_Ax_Nx_Tx_Ex_Hx	G1
JX029853	26Hu	2011-10-XX	9	G	Canada	G1_P[x]_Ix_Rx_Cx_Mx_Ax_Nx_Tx_Ex_Hx	G1
AB749773	RVA/human_wt/JPN/OH1843/2008/G1P[8]	2008-03-06	9	G	Japan	G1_P[8]_Ix_Rx_Cx_Mx_Ax_Nx_Tx_Ex_Hx	G1
JX029850	36Hu	2011-10-XX	9	G	Canada	G1_P[x]_Ix_Rx_Cx_Mx_Ax_Nx_Tx_Ex_Hx	G1
AB749771	RVA/human_wt/JPN/OH1834/2008/G1P[8]	2008-03-06	9	G	Japan	G1_P[8]_Ix_Rx_Cx_Mx_Ax_Nx_Tx_Ex_Hx	G1
JX029852	5Hu	2011-10-XX	9	G	Canada	G1_P[x]_I1_Rx_Cx_Mx_Ax_Nx_Tx_E1_Hx	G1
AB749775	RVA/human_wt/JPN/OH1865/2008/G1P[8]	2008-03-08	9	G	Japan	G1_P[8]_Ix_Rx_Cx_Mx_Ax_Nx_Tx_Ex_Hx	G1
JX029851	2Hu	2011-10-XX	9	G	Canada	G1_P[8]_Ix_Rx_Cx_Mx_Ax_Nx_Tx_Ex_Hx	G1
KF636184	RVA/Human_wt/ZAF/MRC_DPRU2061/2010/G1P[8]	2010-08-10	9	G	South_Africa	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	G1
AB796445	RVA/human_wt/JPN/OH3506/2012/G1P[8]	2012-03-21	9	G	Japan	G1_P[8]_I2_Rx_Cx_Mx_Ax_Nx_Tx_E2_H2	G1
KF636338	RVA/Human_wt/ZAF/MRC_DPRU1289/2007/G1P[8]	2007-04-27	9	G	South_Africa	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	G1
KF112996	JS10_1	2012-12-22	9	G	China	G1_P[x]_Ix_Rx_Cx_Mx_Ax_Nx_Tx_Ex_Hx	G1
KF636283	RVA/Human_wt/ZAF/MRC_DPRU2052/2010/G1P[8]	2010-08-05	9	G	South_Africa	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	G1
KF113038	JS12_6	2012-12-22	9	G	China	G1_P[x]_Ix_Rx_Cx_Mx_Ax_Nx_Tx_Ex_Hx	G1
KF113016	JS11_3	2012-12-22	9	G	China	G1_P[x]_Ix_Rx_Cx_Mx_Ax_Nx_Tx_Ex_Hx	G1
KF112998	JS10_3	2012-12-22	9	G	China	G1_P[x]_Ix_Rx_Cx_Mx_Ax_Nx_Tx_Ex_Hx	G1
KF113018	JS11_5	2012-12-22	9	G	China	G1_P[x]_Ix_Rx_Cx_Mx_Ax_Nx_Tx_Ex_Hx	G1
KF113036	JS12_4	2012-12-22	9	G	China	G1_P[x]_Ix_Rx_Cx_Mx_Ax_Nx_Tx_Ex_Hx	G1
KF113000	JS10_5	2012-12-22	9	G	China	G1_P[x]_Ix_Rx_Cx_Mx_Ax_Nx_Tx_Ex_Hx	G1
KF636272	RVA/Human_wt/ZAF/MRC_DPRU2330/2009/G1P[8]	2009-06-22	9	G	South_Africa	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	G1
KF636162	RVA/Human_wt/ZAF/MRC_DPRU2325/2009/G1P[8]	2009-06-19	9	G	South_Africa	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	G1
KF113017	JS11_4	2012-12-22	9	G	China	G1_P[x]_Ix_Rx_Cx_Mx_Ax_Nx_Tx_Ex_Hx	G1
KF113014	JS11_1	2012-12-22	9	G	China	G1_P[x]_Ix_Rx_Cx_Mx_Ax_Nx_Tx_Ex_Hx	G1
KF113019	JS11_6	2012-12-22	9	G	China	G1_P[x]_Ix_Rx_Cx_Mx_Ax_Nx_Tx_Ex_Hx	G1
AB796448	RVA/human_wt/JPN/OH3625/2012/G1P[8]	2012-05-19	9	G	Japan	G1_P[8]_I2_Rx_Cx_Mx_Ax_Nx_Tx_E2_H2	G1
KF113039	JS12_7	2012-12-22	9	G	China	G1_P[x]_Ix_Rx_Cx_Mx_Ax_Nx_Tx_Ex_Hx	G1
KF113001	JS10_6	2012-12-22	9	G	China	G1_P[x]_Ix_Rx_Cx_Mx_Ax_Nx_Tx_Ex_Hx	G1
KF113002	JS10_7	2012-12-22	9	G	China	G1_P[x]_Ix_Rx_Cx_Mx_Ax_Nx_Tx_Ex_Hx	G1
KF113015	JS11_2	2012-12-22	9	G	China	G1_P[x]_Ix_Rx_Cx_Mx_Ax_Nx_Tx_Ex_Hx	G1
AB796443	RVA/human_wt/JPN/OH3385/2012/G1P[8]	2012-01-26	9	G	Japan	G1_P[8]_I2_Rx_Cx_Mx_Ax_Nx_Tx_E2_H2	G1
KF636217	RVA/Human_wt/ZAF/MRC_DPRU1544/2010/G1P[8]	2010-07-25	9	G	South_Africa	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	G1
AB796444	RVA/human_wt/JPN/OH3493/2012/G1P[8]	2012-03-12	9	G	Japan	G1_P[8]_I2_Rx_Cx_Mx_Ax_Nx_Tx_E2_H2	G1
KF113034	JS12_2	2012-12-22	9	G	China	G1_P[x]_Ix_Rx_Cx_Mx_Ax_Nx_Tx_Ex_Hx	G1
KF112999	JS10_4	2012-12-22	9	G	China	G1_P[x]_Ix_Rx_Cx_Mx_Ax_Nx_Tx_Ex_Hx	G1
KF636206	RVA/Human_wt/ZAF/MRC_DPRU2030/2010/G1P[8]	2010-07-12	9	G	South_Africa	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	G1
KF636173	RVA/Human_wt/ZAF/MRC_DPRU2306/2009/G1P[8]	2009-06-09	9	G	South_Africa	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	G1
KF636195	RVA/Human_wt/ZAF/MRC_DPRU1492/2010/G1P[8]	2010-06-16	9	G	South_Africa	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	G1
KF112997	JS10_2	2012-12-22	9	G	China	G1_P[x]_Ix_Rx_Cx_Mx_Ax_Nx_Tx_Ex_Hx	G1
AB796446	RVA/human_wt/JPN/OH3514/2012/G1P[8]	2012-03-25	9	G	Japan	G1_P[8]_I1_Rx_Cx_Mx_Ax_Nx_Tx_E1_H1	G1
KF113033	JS12_1	2012-12-22	9	G	China	G1_P[x]_Ix_Rx_Cx_Mx_Ax_Nx_Tx_Ex_Hx	G1
KF636239	RVA/Human_wt/ZAF/MRC_DPRU2035/2010/G1P[8]	2010-07-19	9	G	South_Africa	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	G1
KF636228	RVA/Human_wt/ZAF/MRC_DPRU1262/2004/G1P[8]	2004-06-01	9	G	South_Africa	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	G1
KF113035	JS12_3	2012-12-22	9	G	China	G1_P[x]_Ix_Rx_Cx_Mx_Ax_Nx_Tx_Ex_Hx	G1
AB796447	RVA/human_wt/JPN/OH3592/2012/G1P[8]	2012-04-30	9	G	Japan	G1_P[8]_I1_Rx_Cx_Mx_Ax_Nx_Tx_E1_H1	G1
AB920342	RVA/Human_wt/JPN/Ishigaki3028.13/2013/G1P[8]	2013-06-06	9	G	Japan	G1_P[8]_Ix_Rx_Cx_Mx_Ax_Nx_Tx_Ex_Hx	G1
GQ452918	Nov09_D58	2009-02-XX	9	G	Russia	G1_P[8]_I1_Rx_Cx_Mx_Ax_Nx_Tx_E1_Hx	G1
GQ452914	Nov09_B23	2009-03-XX	9	G	Russia	G1_P[8]_I1_Rx_Cx_Mx_Ax_Nx_Tx_E1_Hx	G1
KJ752421	RVA/Human_wt/ZAF/MRC_DPRU400/2003/G1P[8]	2003-04-17	9	G	South_Africa	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	G1
KJ753576	RVA/Human_wt/ZAF/MRC_DPRU4079_11/2011/G1P[8]	2011-07-12	9	G	South_Africa	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	G1
KJ752267	RVA/Human_wt/ZAF/MRC_DPRU1190/2009/G1P[8]	2009-06-02	9	G	South_Africa	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	G1
KJ752020	RVA/Human_wt/ZAF/MRC_DPRU6954/2011/G1P[8]	2011-09-24	9	G	South_Africa	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	G1
GQ452915	Hu/RUS/Nov09_B28/2009/G1P[8]	2009-03-XX	9	G	Russia	G1_P[x]_Ix_Rx_Cx_Mx_Ax_N1_Tx_Ex_Hx	G1
KJ751828	RVA/Human_wt/BFA/MRC_DPRU2862/2009/G1P[8]	2009-01-01	9	G	Burkina_Faso	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	G1
KJ752177	RVA/Human_wt/ZAF/MRC_DPRU799/2006/G1P[8]	2006-05-16	9	G	South_Africa	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	G1
KJ752432	RVA/Human_wt/ZAF/MRC_DPRU4569/2002/G1P[6]	2002-08-12	9	G	South_Africa	G1_P[6]_I1_R1_C1_M1_A1_N1_T1_E1_H1	G1
KJ752590	RVA/Human_wt/ZAF/MRC_DPRU121/2011/G1P[8]	2011-06-27	9	G	South_Africa	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	G1
KJ752502	RVA/Human_wt/ZAF/MRC_DPRU948/2002/G1P[6]	2002-02-17	9	G	South_Africa	G1_P[6]_I1_R1_C1_M1_A1_N1_T1_E1_H1	G1
KJ752546	RVA/Human_wt/ZAF/MRC_DPRU2107/2003/G1P[6]	2003-08-05	9	G	South_Africa	G1_P[6]_I1_R1_C1_M1_A1_N1_T1_E1_H1	G1
KJ752042	RVA/Human_wt/SEN/MRC_DPRU2136/2009/G1P[6]	2009-02-19	9	G	Senegal	G1_P[6]_I1_R1_C1_M1_A1_N1_T1_E1_H1	G1
KJ752232	RVA/Human_wt/ZAF/MRC_DPRU1840_07/2007/G1P[8]	2007-09-09	9	G	South_Africa	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	G1
KJ751839	RVA/Human_wt/ZAF/MRC_DPRU1389/2009/G1P[8]	2009-09-16	9	G	South_Africa	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	G1
KJ752289	RVA/Human_wt/GMB/MRC_DPRU3174/2010/G1P[8]	2010-01-11	9	G	Gambia	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	G1
KJ753087	RVA/Human_wt/ZAF/MRC_DPRU135/2009/G1P[8]	2009-05-08	9	G	South_Africa	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	G1
