strain	strain_name	date	segment_num	segment_name	country	full_genotype	genotype_group
KJ752408	RVA/Human_wt/ZAF/MRC_DPRU81/2007/G2P[4]	2007-02-20	4	P	South_Africa	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	P[4]
KJ752461	RVA/Human_wt/ZWE/MRC_DPRU3347/2010/G8P[4]	2010-06-26	4	P	Zimbabwe	G8_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	P[4]
KJ751616	RVA/Human_wt/TZA/MRC_DPRU4568/2011/G8P[4]	2011-01-14	4	P	Tanzania	G8_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	P[4]
KJ752665	RVA/Human_wt/UGA/MRC_DPRU1922/2008/G8P[4]	2008-06-18	4	P	Uganda	G8_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	P[4]
KJ752164	RVA/Human_wt/TGO/MRC_DPRU5124/2010/G2P[4]	2010-06-XX	4	P	Togo	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	P[4]
KJ753526	RVA/Human_wt/SEN/MRC_DPRU1915/2008/G2P[4]	2008-08-07	4	P	Senegal	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	P[4]
KC443414	RVA/Human_wt/AUS/CK20056/2010/G2P[4]	2010-10-24	4	P	Australia	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	P[4]
KC443546	RVA/Human_wt/AUS/CK20034/2006/G2P[4]	2006-10-30	4	P	Australia	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	P[4]
KC443590	RVA/Human_wt/AUS/CK20001/1977/G2P[4]	1977-11-10	4	P	Australia	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	P[4]
KC443269	RVA/Human_wt/AUS/CK20050/2010/G2P[4]	2010-11-27	4	P	Australia	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	P[4]
KC443787	RVA/Human_wt/AUS/CK20051/2010/G2P[4]	2010-09-19	4	P	Australia	G2_P[4]_I2_R2_C2_M2_Ax_N2_T2_E2_H2	P[4]
KC443137	RVA/Human_wt/AUS/CK20057/2010/G2P[4]	2010-11-14	4	P	Australia	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	P[4]
KC443689	RVA/Human_wt/AUS/CK20041/2010/G2P[4]	2010-09-01	4	P	Australia	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	P[4]
KC443667	RVA/Human_wt/AUS/CK20025/2006/G2P[4]	2006-07-04	4	P	Australia	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	P[4]
KC443326	RVA/Human_wt/AUS/CK20030/2006/G2P[4]	2006-08-06	4	P	Australia	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	P[4]
KC443711	RVA/Human_wt/AUS/CK20008/2000/G2P[4]	2000-08-14	4	P	Australia	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	P[4]
KC443381	RVA/Human_wt/AUS/CK20060/2010/G2P[4]	2010-11-24	4	P	Australia	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	P[4]
KC443291	RVA/Human_wt/AUS/CK20017/2000/G2P[4]	2000-09-17	4	P	Australia	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	P[4]
KC443425	RVA/Human_wt/AUS/CK20011/2000/G2P[4]	2000-09-06	4	P	Australia	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	P[4]
KC443480	RVA/Human_wt/AUS/CK20058/2010/G2P[4]	2010-11-15	4	P	Australia	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	P[4]
KC443214	RVA/Human_wt/AUS/CK20040/2010/G2P[4]	2010-08-15	4	P	Australia	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	P[4]
KC443392	RVA/Human_wt/AUS/CK20042/2010/G2P[4]	2010-09-19	4	P	Australia	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	P[4]
KC443370	RVA/Human_wt/AUS/CK20038/2008/G6P[4]	2008-01-12	4	P	Australia	G6_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	P[4]
KC443170	RVA/Human_wt/AUS/CK20005/2000/G2P[4]	2000-07-27	4	P	Australia	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	P[4]
KC443777	RVA/Human_wt/AUS/CK20022/2001/G2P[4]	2001-09-13	4	P	Australia	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	P[4]
KC443436	RVA/Human_wt/AUS/CK20009/2000/G2P[4]	2000-09-01	4	P	Australia	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	P[4]
KC443203	RVA/Human_wt/AUS/CK20055/2010/G2P[4]	2010-10-23	4	P	Australia	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	P[4]
KC443258	RVA/Human_wt/AUS/CK20053/2010/G2P[4]	2010-10-01	4	P	Australia	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	P[4]
KC443359	RVA/Human_wt/AUS/CK20047/2011/G2P[4]	2011-05-25	4	P	Australia	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	P[4]
KC443678	RVA/Human_wt/AUS/CK20006/2000/G2P[4]	2000-08-04	4	P	Australia	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	P[4]
KC443192	RVA/Human_wt/AUS/CK20021/2001/G2P[4]	2001-07-01	4	P	Australia	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	P[4]
KC443403	RVA/Human_wt/AUS/CK20035/2006/G2P[4]	2006-11-25	4	P	Australia	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	P[4]
KC443225	RVA/Human_wt/AUS/CK20037/2008/G2P[4]	2008-01-09	4	P	Australia	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	P[4]
KC443634	RVA/Human_wt/AUS/CK20028/2006/G2P[4]	2006-07-27	4	P	Australia	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	P[4]
KC443348	RVA/Human_wt/AUS/CK20020/2001/G2P[4]	2001-06-29	4	P	Australia	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	P[4]
KC443247	RVA/Human_wt/AUS/CK20032/2006/G2P[4]	2006-09-20	4	P	Australia	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	P[4]
KC443280	RVA/Human_wt/AUS/CK20054/2010/G2P[4]	2010-10-14	4	P	Australia	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	P[4]
KC443645	RVA/Human_wt/AUS/CK20046/2010/G2P[4]	2010-10-28	4	P	Australia	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	P[4]
KC443181	RVA/Human_wt/AUS/CK20015/2000/G2P[4]	2000-09-12	4	P	Australia	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	P[4]
KC443733	RVA/Human_wt/AUS/CK20013/2000/G2P[4]	2000-09-10	4	P	Australia	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	P[4]
KC443568	RVA/Human_wt/AUS/CK20029/2006/G2P[4]	2006-07-28	4	P	Australia	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	P[4]
KC443535	RVA/Human_wt/AUS/CK20014/2000/G2P[4]	2000-09-11	4	P	Australia	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	P[4]
KC443557	RVA/Human_wt/AUS/CK20049/2010/G2P[4]	2010-05-19	4	P	Australia	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	P[4]
KC443722	RVA/Human_wt/AUS/CK20007/2000/G2P[4]	2000-08-13	4	P	Australia	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	P[4]
KC443502	RVA/Human_wt/AUS/CK20010/2000/G2P[4]	2000-09-04	4	P	Australia	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	P[4]
KC443766	RVA/Human_wt/AUS/CK20027/2006/G2P[4]	2006-07-19	4	P	Australia	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	P[4]
KC443700	RVA/Human_wt/AUS/CK20024/2006/G2P[4]	2006-07-01	4	P	Australia	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	P[4]
KC443159	RVA/Human_wt/AUS/CK20044/2010/G2P[4]	2010-08-29	4	P	Australia	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	P[4]
KC443755	RVA/Human_wt/AUS/CK20059/2010/G2P[4]	2010-11-16	4	P	Australia	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	P[4]
KC443469	RVA/Human_wt/AUS/CK20026/2006/G2P[4]	2006-07-09	4	P	Australia	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	P[4]
KC443656	RVA/Human_wt/AUS/CK20016/2000/G2P[4]	2000-09-14	4	P	Australia	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	P[4]
KC443447	RVA/Human_wt/AUS/CK20018/2000/G2P[4]	2000-09-20	4	P	Australia	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	P[4]
KC443744	RVA/Human_wt/AUS/CK20003/2000/G2P[4]	2000-07-15	4	P	Australia	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	P[4]
KC443302	RVA/Human_wt/AUS/CK20031/2006/G2P[4]	2006-08-11	4	P	Australia	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	P[4]
KC443524	RVA/Human_wt/AUS/CK20036/2007/G2P[4]	2007-05-02	4	P	Australia	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	P[4]
KC443612	RVA/Human_wt/AUS/CK20002/2000/G2P[4]	2000-07-12	4	P	Australia	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	P[4]
KC443623	RVA/Human_wt/AUS/CK20052/2010/G2P[4]	2010-09-26	4	P	Australia	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	P[4]
KC443148	RVA/Human_wt/AUS/CK20012/2000/G2P[4]	2000-09-07	4	P	Australia	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	P[4]
KC443337	RVA/Human_wt/AUS/CK20033/2006/G2P[4]	2006-10-19	4	P	Australia	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	P[4]
KC443236	RVA/Human_wt/AUS/CK20045/2010/G2P[4]	2010-10-03	4	P	Australia	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	P[4]
KC443513	RVA/Human_wt/AUS/CK20023/2006/G2P[4]	2006-05-17	4	P	Australia	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	P[4]
KJ626573	RVA/Human_wt/PRY/1463SR/2006/G2G9P[4]_mixed_genotype	2006-09-XX	4	P	Paraguay	G2_G9_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2_mixed_genotype	P[4]
KC782522	human_wt/USA/LB1562/2010/G9P4	2010-05-15	4	P	USA	G9_P[4]_I2_R2_C2_M2_A2_N2_T2_E6_H2	P[4]
KJ626956	RVA/Human_wt/PRY/1487SR/2007/G12P[4]_mixed_genotype	2007-07-XX	4	P	Paraguay	G12_P[4]_I2_I3_R3_C3_M1_M2_A2_A3_N1_N2_N3_T3_E3_H6_mixed_genotype	P[4]
KJ626832	RVA/Human_wt/PRY/1387SR/2006/G2G9P[4]_mixed_genotype	2006-08-XX	4	P	Paraguay	G2_G9_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2_mixed_genotype	P[4]
KJ626754	RVA/Human_wt/PRY/1395SR/2006/G2P[4]	2006-08-XX	4	P	Paraguay	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	P[4]
KJ627014	RVA/Human_wt/PRY/412/1999/G1G4P[4]_mixed_genotype	1999-09-XX	4	P	Paraguay	G1_G4_P[4]_I1_I2_R1_R2_C2_M1_A2_N1_N2_T2_E2_H2_mixed_genotype	P[4]
KJ626896	RVA/Human_wt/PRY/1533SR/2007/G2G4P[4]_mixed_genotype	2007-08-XX	4	P	Paraguay	G2_G4_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2_mixed_genotype	P[4]
KJ626607	RVA/Human_wt/PRY/1388SR/2006/G2P[4]	2006-08-XX	4	P	Paraguay	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	P[4]
KJ412545	RVA/Human_wt/PRY/1636SR/2008/G2P[4]	2008-09-XX	4	P	Paraguay	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	P[4]
KJ412724	RVA/Human_wt/PRY/1093A/2007/G12P[4]	2007-08-XX	4	P	Paraguay	G12_P[4]_I3_R3_C3_M3_A3_N3_T3_E3_H6	P[4]
KJ627027	RVA/Human_wt/PRY/10SR/2002/G9P[4]	2002-09-XX	4	P	Paraguay	G9_P[4]_I1_R1_C1_M1_A1_N1_T1_E1_H1	P[4]
KJ626718	RVA/Human_wt/PRY/1297SR/2005/G2P[4]	2005-09-XX	4	P	Paraguay	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	P[4]
KJ626731	RVA/Human_wt/PRY/1010SR/2005/G2G9P[4]_mixed_genotype	2005-07-XX	4	P	Paraguay	G2_G9_P[4]_I2_R1_R2_C2_M2_A2_N2_T2_E2_H2_mixed_genotype	P[4]
KJ627164	RVA/Human_wt/PRY/1071SR/2005/G2P[4]	2005-07-XX	4	P	Paraguay	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	P[4]
KJ626968	RVA/Human_wt/PRY/1040SR/2005/G2P[4]	2005-07-XX	4	P	Paraguay	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	P[4]
KJ626990	RVA/Human_wt/PRY/1157A/2007/G9P[4]	2007-10-XX	4	P	Paraguay	G9_P[4]_I2_R2_C2_M2_A2_N2_T1_E3_H2	P[4]
KJ627001	RVA/Human_wt/PRY/1504SR/2007/G2P[4]	2007-08-XX	4	P	Paraguay	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	P[4]
KJ626862	RVA/Human_wt/PRY/1255SR/2005/G2G9P[4]_mixed_genotype	2005-09-XX	4	P	Paraguay	G2_G9_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2_mixed_genotype	P[4]
KJ412778	RVA/Human_wt/PRY/1613SR/2008/G2P[4]	2008-09-XX	4	P	Paraguay	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	P[4]
KJ626941	RVA/Human_wt/PRY/1488SR/2007/G2P[4]	2007-07-XX	4	P	Paraguay	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	P[4]
KJ626777	RVA/Human_wt/PRY/1005SR/2005/G2P[4]_mixed_genotype	2005-07-XX	4	P	Paraguay	G2_P[4]_I2_R1_R2_C2_M2_A2_N2_T2_E2_H2_mixed_genotype	P[4]
KJ753360	RVA/Human_wt/ZAF/MRC_DPRU618/2003/G2P[4]	2003-06-20	4	P	South_Africa	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	P[4]
KP752574	RVA/Human_wt/TZA/MRC_DPRU4570/2011/G8P[4]	2011-11-17	4	P	Tanzania	G8_P[4]_I2_R2_C2_M2_A2_N2_T2_Ex_H2	P[4]
KP752663	RVA/Human_wt/MUS/MRC_DPRU295/2012/G2P[4]	2012-04-11	4	P	Mauritius	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_E3_H2_mixed_genotype	P[4]
KJ639026	RVA/Human/JPN/S13_45/2013/G3P[4]	2013-03-14	4	P	Japan	G3_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	P[4]
KJ639015	RVA/Human/JPN/S13_30/2013/G3P[4]	2013-02-27	4	P	Japan	G3_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	P[4]
KP752696	RVA/Human_wt/GMB/MRC_DPRU3199/2010/G2P[4]	2010-02-08	4	P	Gambia	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	P[4]
KP753238	RVA/Human_wt/MUS/MRC_DPRU296/2012/G2P[4]	2012-11-05	4	P	Mauritius	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_E3_H2_mixed_genotype	P[4]
JX965131	human/AUS/MON008/2010/G2P4	2010-11-13	4	P	Australia	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	P[4]
JX965123	human/AUS/SA032/2010/G2P4	2010-07-02	4	P	Australia	G2_P[4]_Ix_Rx_Cx_Mx_Ax_Nx_Tx_Ex_Hx	P[4]
KF690136	RVA/Human_wt/AUS/MP42/2010/G2P4	2010-11-26	4	P	Australia	Gx_P[4]_Ix_Rx_Cx_Mx_Ax_Nx_Tx_Ex_Hx	P[4]
JX965129	human/AUS/RCH046/2010/G2P4	2010-11-16	4	P	Australia	G2_P[4]_Ix_Rx_Cx_Mx_Ax_Nx_Tx_Ex_Hx	P[4]
KC834702	RVA/Human_wt/AUS/V203/2009/G2P4	2009-02-27	4	P	Australia	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	P[4]
KC834703	RVA/Human_wt/AUS/336190/2004/G2P4	2004-02-28	4	P	Australia	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	P[4]
JX965130	human/AUS/MON001/2010/G2P4	2010-08-29	4	P	Australia	G2_P[4]_Ix_Rx_Cx_Mx_Ax_Nx_Tx_Ex_Hx	P[4]
JX965127	human/AUS/RCH013/2010/G2P4	2010-11-27	4	P	Australia	G2_P[4]_Ix_Rx_Cx_Mx_Ax_Nx_Tx_Ex_Hx	P[4]
KF690137	RVA/Human_wt/AUS/Q329/2010/G2P4	2010-11-19	4	P	Australia	Gx_P[4]_Ix_Rx_Cx_Mx_Ax_Nx_Tx_Ex_Hx	P[4]
KC834704	RVA/Human_wt/AUS/V233/1999/G2P4	1999-03-28	4	P	Australia	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	P[4]
JX965124	human/AUS/SA066/2010/G2P4	2010-07-08	4	P	Australia	G2_P[4]_Ix_Rx_Cx_Mx_Ax_Nx_Tx_Ex_Hx	P[4]
JX965126	human/AUS/WAPC868/2010/G2P4	2010-08-27	4	P	Australia	G2_P[4]_Ix_Rx_Cx_Mx_Ax_Nx_Tx_Ex_Hx	P[4]
JX965125	human/AUS/WAPC703/2010/G2P4	2010-06-14	4	P	Australia	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	P[4]
JX965128	human/AUS/RCH041/2010/G2P4	2010-11-04	4	P	Australia	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	P[4]
KP007149	RVA/Human_wt/PHI/TGO12_003/2012/G2P[4]	2012-06-XX	4	P	Philippines	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	P[4]
KT918449	RVA/Human_wt/USA/VU12_13_145/2013/G2P[4]	2013-03-29	4	P	USA	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	P[4]
KP007171	RVA/Human_wt/PHI/TGO12_007/2012/G2P[4]	2012-06-XX	4	P	Philippines	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	P[4]
KT918845	RVA/Human_wt/USA/VU12_13_26/2013/G2P[4]	2013-02-11	4	P	USA	G2_P[4]_I2_R2_C2_M1_A2_N2_T2_E2_H2	P[4]
KX363198	RVA/Human_wt/VNM/12057_86/VP4_c2	2013-02-26	4	P	Viet_Nam	Gx_P[4]_Ix_Rx_Cx_Mx_Ax_Nx_Tx_Ex_Hx	P[4]
KX362648	RVA/Human_wt/VNM/16020_44/VP4	2013-09-23	4	P	Viet_Nam	Gx_P[4]_Ix_Rx_Cx_Mx_Ax_Nx_Tx_Ex_Hx	P[4]
KX362670	RVA/Human_wt/VNM/16020_49/VP4	2013-10-03	4	P	Viet_Nam	Gx_P[4]_Ix_Rx_Cx_Mx_Ax_Nx_Tx_Ex_Hx	P[4]
KX362714	RVA/Human_wt/VNM/16020_74/VP4	2013-11-29	4	P	Viet_Nam	Gx_P[4]_Ix_Rx_Cx_Mx_Ax_Nx_Tx_Ex_Hx	P[4]
KX362780	RVA/Human_wt/VNM/16020_91/VP4	2014-01-13	4	P	Viet_Nam	Gx_P[4]_Ix_Rx_Cx_Mx_Ax_Nx_Tx_Ex_Hx	P[4]
KX362615	RVA/Human_wt/VNM/16020_36/VP4	2013-08-28	4	P	Viet_Nam	Gx_P[4]_Ix_Rx_Cx_Mx_Ax_Nx_Tx_Ex_Hx	P[4]
KX363250	RVA/Human_wt/VNM/12067_91/VP4_c2	2013-04-01	4	P	Viet_Nam	Gx_P[4]_Ix_Rx_Cx_Mx_Ax_Nx_Tx_Ex_Hx	P[4]
KX362925	RVA/Human_wt/VNM/12034_68/VP4_c2	2012-12-24	4	P	Viet_Nam	Gx_P[4]_Ix_Rx_Cx_Mx_Ax_Nx_Tx_Ex_Hx	P[4]
KX362824	RVA/Human_wt/VNM/16020_96/VP4	2014-01-21	4	P	Viet_Nam	Gx_P[4]_Ix_Rx_Cx_Mx_Ax_Nx_Tx_Ex_Hx	P[4]
KX362802	RVA/Human_wt/VNM/16020_93/VP4	2014-01-16	4	P	Viet_Nam	Gx_P[4]_Ix_Rx_Cx_Mx_Ax_Nx_Tx_Ex_Hx	P[4]
KX362835	RVA/Human_wt/VNM/12013_45/VP4	2012-10-31	4	P	Viet_Nam	Gx_P[4]_Ix_Rx_Cx_Mx_Ax_Nx_Tx_Ex_Hx	P[4]
KX362659	RVA/Human_wt/VNM/16020_45/VP4	2013-09-24	4	P	Viet_Nam	Gx_P[4]_Ix_Rx_Cx_Mx_Ax_Nx_Tx_Ex_Hx	P[4]
KX362637	RVA/Human_wt/VNM/16020_39/VP4	2013-09-10	4	P	Viet_Nam	Gx_P[4]_Ix_Rx_Cx_Mx_Ax_Nx_Tx_Ex_Hx	P[4]
KX362747	RVA/Human_wt/VNM/16020_81/VP4	2013-12-20	4	P	Viet_Nam	Gx_P[4]_Ix_Rx_Cx_Mx_Ax_Nx_Tx_Ex_Hx	P[4]
KX362583	RVA/Human_wt/VNM/16020_19/VP4	2013-07-18	4	P	Viet_Nam	Gx_P[4]_Ix_Rx_Cx_Mx_Ax_Nx_Tx_Ex_Hx	P[4]
KX362849	RVA/Human_wt/VNM/12013_46/VP4_c2	2012-10-26	4	P	Viet_Nam	Gx_P[4]_Ix_Rx_Cx_Mx_Ax_Nx_Tx_Ex_Hx	P[4]
KX363123	RVA/Human_wt/VNM/12056_79/VP4_c2	2013-01-31	4	P	Viet_Nam	Gx_P[4]_Ix_Rx_Cx_Mx_Ax_Nx_Tx_Ex_Hx	P[4]
KX363219	RVA/Human_wt/VNM/12067_87/VP4_c2	2013-02-26	4	P	Viet_Nam	Gx_P[4]_Ix_Rx_Cx_Mx_Ax_Nx_Tx_Ex_Hx	P[4]
KX362725	RVA/Human_wt/VNM/16020_77/VP4	2013-12-12	4	P	Viet_Nam	Gx_P[4]_Ix_Rx_Cx_Mx_Ax_Nx_Tx_Ex_Hx	P[4]
KU356665	RVA/Human_wt/BGN/M282/2013/G2P[4]	2013-11-27	4	P	Bangladesh	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	P[4]
KU248419	RVA/Human_wt/BGN/J263/2010/G2P[4]	2010-01-XX	4	P	Bangladesh	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	P[4]
KU356654	RVA/Human_wt/BGN/M289/2013/G2P[4]	2013-11-30	4	P	Bangladesh	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	P[4]
KU248375	RVA/Human_wt/BGN/J303/2010/G2P[4]	2010-02-XX	4	P	Bangladesh	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	P[4]
KU248408	RVA/Human_wt/BGN/J265/2010/G2P[4]	2010-01-XX	4	P	Bangladesh	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	P[4]
KU356599	RVA/Human_wt/BGN/M315/2013/G2P[4]	2013-08-07	4	P	Bangladesh	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	P[4]
KU356610	RVA/Human_wt/BGN/M313/2013/G2P[4]	2013-08-05	4	P	Bangladesh	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	P[4]
