strain	strain_name	date	segment_num	segment_name	country	full_genotype	genotype_group
KC443783	RVA/Human_wt/AUS/CK20051/2010/G2P[4]	2010-09-19	11	H	Australia	G2_P[4]_I2_R2_C2_M2_Ax_N2_T2_E2_H2	H2
KC443254	RVA/Human_wt/AUS/CK20053/2010/G2P[4]	2010-10-01	11	H	Australia	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	H2
KC443355	RVA/Human_wt/AUS/CK20047/2011/G2P[4]	2011-05-25	11	H	Australia	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	H2
KC443476	RVA/Human_wt/AUS/CK20058/2010/G2P[4]	2010-11-15	11	H	Australia	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	H2
KC443531	RVA/Human_wt/AUS/CK20014/2000/G2P[4]	2000-09-11	11	H	Australia	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	H2
KC443287	RVA/Human_wt/AUS/CK20017/2000/G2P[4]	2000-09-17	11	H	Australia	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	H2
KC443133	RVA/Human_wt/AUS/CK20057/2010/G2P[4]	2010-11-14	11	H	Australia	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	H2
KC443663	RVA/Human_wt/AUS/CK20025/2006/G2P[4]	2006-07-04	11	H	Australia	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	H2
KC443509	RVA/Human_wt/AUS/CK20023/2006/G2P[4]	2006-05-17	11	H	Australia	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	H2
KC443432	RVA/Human_wt/AUS/CK20009/2000/G2P[4]	2000-09-01	11	H	Australia	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	H2
KC443685	RVA/Human_wt/AUS/CK20041/2010/G2P[4]	2010-09-01	11	H	Australia	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	H2
KC443564	RVA/Human_wt/AUS/CK20029/2006/G2P[4]	2006-07-28	11	H	Australia	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	H2
KC443729	RVA/Human_wt/AUS/CK20013/2000/G2P[4]	2000-09-10	11	H	Australia	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	H2
KC443310	RVA/Human_wt/AUS/CK20004/2000/G1P[8]P[4]_mixed_genotype	2000-07-17	11	H	Australia	G1_P[4]_P[8]_I2_R2_C2_M1_A2_N1_N2_T2_E2_H2_mixed_genotype	H2
KC443377	RVA/Human_wt/AUS/CK20060/2010/G2P[4]	2010-11-24	11	H	Australia	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	H2
KC443652	RVA/Human_wt/AUS/CK20016/2000/G2P[4]	2000-09-14	11	H	Australia	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	H2
KC443465	RVA/Human_wt/AUS/CK20026/2006/G2P[4]	2006-07-09	11	H	Australia	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	H2
KC443322	RVA/Human_wt/AUS/CK20030/2006/G2P[4]	2006-08-06	11	H	Australia	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	H2
KC443542	RVA/Human_wt/AUS/CK20034/2006/G2P[4]	2006-10-30	11	H	Australia	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	H2
KC443221	RVA/Human_wt/AUS/CK20037/2008/G2P[4]	2008-01-09	11	H	Australia	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	H2
KC443641	RVA/Human_wt/AUS/CK20046/2010/G2P[4]	2010-10-28	11	H	Australia	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	H2
KC443410	RVA/Human_wt/AUS/CK20056/2010/G2P[4]	2010-10-24	11	H	Australia	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	H2
KC443718	RVA/Human_wt/AUS/CK20007/2000/G2P[4]	2000-08-13	11	H	Australia	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	H2
KC443443	RVA/Human_wt/AUS/CK20018/2000/G2P[4]	2000-09-20	11	H	Australia	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	H2
KC443553	RVA/Human_wt/AUS/CK20049/2010/G2P[4]	2010-05-19	11	H	Australia	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	H2
KC443177	RVA/Human_wt/AUS/CK20015/2000/G2P[4]	2000-09-12	11	H	Australia	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	H2
KC443166	RVA/Human_wt/AUS/CK20005/2000/G2P[4]	2000-07-27	11	H	Australia	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	H2
KC443333	RVA/Human_wt/AUS/CK20033/2006/G2P[4]	2006-10-19	11	H	Australia	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	H2
KC443421	RVA/Human_wt/AUS/CK20011/2000/G2P[4]	2000-09-06	11	H	Australia	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	H2
KC443199	RVA/Human_wt/AUS/CK20055/2010/G2P[4]	2010-10-23	11	H	Australia	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	H2
KC443586	RVA/Human_wt/AUS/CK20001/1977/G2P[4]	1977-11-10	11	H	Australia	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	H2
KC443144	RVA/Human_wt/AUS/CK20012/2000/G2P[4]	2000-09-07	11	H	Australia	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	H2
KC443188	RVA/Human_wt/AUS/CK20021/2001/G2P[4]	2001-07-01	11	H	Australia	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	H2
KC443630	RVA/Human_wt/AUS/CK20028/2006/G2P[4]	2006-07-27	11	H	Australia	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	H2
KC443232	RVA/Human_wt/AUS/CK20045/2010/G2P[4]	2010-10-03	11	H	Australia	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	H2
KC443608	RVA/Human_wt/AUS/CK20002/2000/G2P[4]	2000-07-12	11	H	Australia	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	H2
KC443265	RVA/Human_wt/AUS/CK20050/2010/G2P[4]	2010-11-27	11	H	Australia	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	H2
KC443762	RVA/Human_wt/AUS/CK20027/2006/G2P[4]	2006-07-19	11	H	Australia	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	H2
KC443674	RVA/Human_wt/AUS/CK20006/2000/G2P[4]	2000-08-04	11	H	Australia	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	H2
KC443399	RVA/Human_wt/AUS/CK20035/2006/G2P[4]	2006-11-25	11	H	Australia	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	H2
KC443210	RVA/Human_wt/AUS/CK20040/2010/G2P[4]	2010-08-15	11	H	Australia	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	H2
KC443619	RVA/Human_wt/AUS/CK20052/2010/G2P[4]	2010-09-26	11	H	Australia	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	H2
KC443388	RVA/Human_wt/AUS/CK20042/2010/G2P[4]	2010-09-19	11	H	Australia	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	H2
KC443298	RVA/Human_wt/AUS/CK20031/2006/G2P[4]	2006-08-11	11	H	Australia	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	H2
KC443155	RVA/Human_wt/AUS/CK20044/2010/G2P[4]	2010-08-29	11	H	Australia	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	H2
KC443243	RVA/Human_wt/AUS/CK20032/2006/G2P[4]	2006-09-20	11	H	Australia	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	H2
KC443366	RVA/Human_wt/AUS/CK20038/2008/G6P[4]	2008-01-12	11	H	Australia	G6_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	H2
KC443344	RVA/Human_wt/AUS/CK20020/2001/G2P[4]	2001-06-29	11	H	Australia	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	H2
KC443498	RVA/Human_wt/AUS/CK20010/2000/G2P[4]	2000-09-04	11	H	Australia	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	H2
KC443751	RVA/Human_wt/AUS/CK20059/2010/G2P[4]	2010-11-16	11	H	Australia	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	H2
KC443707	RVA/Human_wt/AUS/CK20008/2000/G2P[4]	2000-08-14	11	H	Australia	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	H2
KC443520	RVA/Human_wt/AUS/CK20036/2007/G2P[4]	2007-05-02	11	H	Australia	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	H2
KC443773	RVA/Human_wt/AUS/CK20022/2001/G2P[4]	2001-09-13	11	H	Australia	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	H2
KC443740	RVA/Human_wt/AUS/CK20003/2000/G2P[4]	2000-07-15	11	H	Australia	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	H2
KJ583184	RVA/Human_wt/ARG/Arg9448/2011/G3P6	2011-11-30	11	H	Argentina	G3_P[6]_I2_R2_C2_M2_A2_N2_T2_E2_H2	H2
KJ583195	RVA/Human_wt/ARG/Arg9467/2011/G3P6	2011-11-23	11	H	Argentina	G3_P[6]_I2_R2_C2_M2_A2_N2_T2_E2_H2	H2
KJ751888	RVA/Human_wt/ETH/MRC_DPRU2241/2009/G3P[6]	2009-07-18	11	H	Ethiopia	G3_P[6]_I2_R2_C2_M2_A2_N2_T2_E2_H2	H2
KJ627160	RVA/Human_wt/PRY/1071SR/2005/G2P[4]	2005-07-XX	11	H	Paraguay	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	H2
AB976022	YR063	2012-07-XX	11	H	Japan	G1_P[8]_I2_R2_C2_M2_A2_N2_T2_E2_H2	H2
AB975989	KN051	2012-06-XX	11	H	Japan	G1_P[8]_I2_R2_C2_M2_A2_N2_T2_E2_H2	H2
AB976009	YR043	2012-05-XX	11	H	Japan	G1_P[8]_I2_R2_C2_M2_A2_N2_T2_E2_H2	H2
KP170837	RVA/Human_wt/BRA/18649CE/2008/G2P4	2008-05-19	11	H	Brazil	G2_P[4]_I2_Rx_C2_M2_Ax_N2_T2_E2_H2	H2
AB975976	NT015	2012-05-XX	11	H	Japan	G1_P[8]_I2_R2_C2_M2_A2_N2_T2_E2_H2	H2
KJ626892	RVA/Human_wt/PRY/1533SR/2007/G2G4P[4]_mixed_genotype	2007-08-XX	11	H	Paraguay	G2_G4_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2_mixed_genotype	H2
KJ753604	RVA/Human_wt/ZAF/MRC_DPRU1362/2007/G2P[4]	2007-05-15	11	H	South_Africa	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	H2
AB976018	YR055	2012-06-XX	11	H	Japan	G1_P[8]_I2_R2_C2_M2_A2_N2_T2_E2_H2	H2
AB975977	NT016	2012-05-XX	11	H	Japan	G1_P[8]_I2_R2_C2_M2_A2_N2_T2_E2_H2	H2
KJ412774	RVA/Human_wt/PRY/1613SR/2008/G2P[4]	2008-09-XX	11	H	Paraguay	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	H2
KJ753810	RVA/Human_wt/ZAF/MRC_DPRU2716/2008/G8P[4]P[8]_mixed_genotype	2008-08-26	11	H	South_Africa	G8_P[4]_P[8]_I2_R2_C2_M2_A2_N2_T2_E2_H2_mixed_genotype	H2
AB975990	KN052	2012-06-XX	11	H	Japan	G1_P[8]_I2_R2_C2_M2_A2_N2_T2_E2_H2	H2
AB976001	YR024	2012-04-XX	11	H	Japan	G1_P[8]_I2_R2_C2_M2_A2_N2_T2_E2_H2	H2
AB976017	YR054	2012-06-XX	11	H	Japan	G1_P[8]_I2_R2_C2_M2_A2_N2_T2_E2_H2	H2
AB975996	KN059	2012-07-XX	11	H	Japan	G1_P[8]_I2_R2_C2_M2_A2_N2_T2_E2_H2	H2
AB976004	YR034	2012-05-XX	11	H	Japan	G1_P[8]_I2_R2_C2_M2_A2_N2_T2_E2_H2	H2
AB975991	KN053	2012-06-XX	11	H	Japan	G1_P[8]_I2_R2_C2_M2_A2_N2_T2_E2_H2	H2
KJ626725	RVA/Human_wt/PRY/1010SR/2005/G2G9P[4]_mixed_genotype	2005-07-XX	11	H	Paraguay	G2_G9_P[4]_I2_R1_R2_C2_M2_A2_N2_T2_E2_H2_mixed_genotype	H2
AB976016	YR051	2012-06-XX	11	H	Japan	G1_P[8]_I2_R2_C2_M2_A2_N2_T2_E2_H2	H2
KJ753004	RVA/Human_wt/ZAF/MRC_DPRU1491/2010/G2P[4]P[8]_mixed_genotype	2010-06-15	11	H	South_Africa	G2_P[4]_P[8]_I2_R2_C1_C2_M1_M2_A2_N2_T2_E2_H2_mixed_genotype	H2
AB976012	YR047	2012-05-XX	11	H	Japan	G1_P[8]_I2_R2_C2_M2_A2_N2_T2_E2_H2	H2
KJ753400	RVA/Human_wt/ZAF/MRC_DPRU2131/2005/G8P[8]	2005-09-26	11	H	South_Africa	G8_P[8]_I2_R2_C2_M2_A2_N2_T2_E2_H2	H2
AB975973	NT004	2012-04-XX	11	H	Japan	G1_P[8]_I2_R2_C2_M2_A2_N2_T2_E2_H2	H2
AB976010	YR044	2012-05-XX	11	H	Japan	G1_P[8]_I2_R2_C2_M2_A2_N2_T2_E2_H2	H2
AB975995	KN057	2012-06-XX	11	H	Japan	G1_P[8]_I2_R2_C2_M2_A2_N2_T2_E2_H2	H2
AB975998	YR013	2012-04-XX	11	H	Japan	G1_P[8]_I2_R2_C2_M2_A2_N2_T2_E2_H2	H2
KJ626964	RVA/Human_wt/PRY/1040SR/2005/G2P[4]	2005-07-XX	11	H	Paraguay	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	H2
KJ626569	RVA/Human_wt/PRY/1463SR/2006/G2G9P[4]_mixed_genotype	2006-09-XX	11	H	Paraguay	G2_G9_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2_mixed_genotype	H2
KP170842	RVA/Human_wt/BRA/18782CE/2009/G2P4	2009-02-05	11	H	Brazil	G2_P[4]_I2_Rx_C2_Mx_Ax_Nx_T2_E2_H2	H2
KP170844	RVA/Human_wt/BRA/18838CE/2009/G2P4	2009-03-31	11	H	Brazil	G2_P[4]_I2_R2_C2_M2_Ax_N2_T2_E2_H2	H2
AB975988	KN050	2012-05-XX	11	H	Japan	G1_P[8]_I2_R2_C2_M2_A2_N2_T2_E2_H2	H2
KJ626714	RVA/Human_wt/PRY/1297SR/2005/G2P[4]	2005-09-XX	11	H	Paraguay	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	H2
KJ626986	RVA/Human_wt/PRY/1157A/2007/G9P[4]	2007-10-XX	11	H	Paraguay	G9_P[4]_I2_R2_C2_M2_A2_N2_T1_E3_H2	H2
AB976005	YR035	2012-05-XX	11	H	Japan	G1_P[8]_I2_R2_C2_M2_A2_N2_T2_E2_H2	H2
KJ627009	RVA/Human_wt/PRY/412/1999/G1G4P[4]_mixed_genotype	1999-09-XX	11	H	Paraguay	G1_G4_P[4]_I1_I2_R1_R2_C2_M1_A2_N1_N2_T2_E2_H2_mixed_genotype	H2
KJ626603	RVA/Human_wt/PRY/1388SR/2006/G2P[4]	2006-08-XX	11	H	Paraguay	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	H2
AB975986	KN046	2012-05-XX	11	H	Japan	G1_P[8]_I2_R2_C2_M2_A2_N2_T2_E2_H2	H2
KJ626828	RVA/Human_wt/PRY/1387SR/2006/G2G9P[4]_mixed_genotype	2006-08-XX	11	H	Paraguay	G2_G9_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2_mixed_genotype	H2
KJ626750	RVA/Human_wt/PRY/1395SR/2006/G2P[4]	2006-08-XX	11	H	Paraguay	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	H2
AB975987	KN048	2012-05-XX	11	H	Japan	G1_P[8]_I2_R2_C2_M2_A2_N2_T2_E2_H2	H2
KJ412541	RVA/Human_wt/PRY/1636SR/2008/G2P[4]	2008-09-XX	11	H	Paraguay	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	H2
AB975974	NT011	2012-05-XX	11	H	Japan	G1_P[8]_I2_R2_C2_M2_A2_N2_T2_E2_H2	H2
