strain	strain_name	date	segment	country	host
CY239438.1	Influenza C virus (C/Minnesota/12/2015) hemagglutinin-esterase (HE) gene, complete cds	2015-03-12	HE	USA	Homo sapiens CY239438.1
CY239440.1	Influenza C virus (C/Minnesota/13/2015) hemagglutinin-esterase (HE) gene, complete cds	2015-03-21	HE	USA	Homo sapiens CY239440.1
CY239442.1	Influenza C virus (C/Minnesota/14/2015) hemagglutinin-esterase (HE) gene, complete cds	2015-03-23	HE	USA	Homo sapiens CY239442.1
CY239444.1	Influenza C virus (C/Minnesota/15/2015) hemagglutinin-esterase (HE) gene, complete cds	2015-03-20	HE	USA	Homo sapiens CY239444.1
CY239452.1	Influenza C virus (C/Minnesota/20/2015) hemagglutinin-esterase (HE) gene, complete cds	2015-03-29	HE	USA	Homo sapiens CY239452.1
CY239461.1	Influenza C virus (C/Minnesota/25/2015) hemagglutinin-esterase (HE) gene, complete cds	2015-04-14	HE	USA	Homo sapiens CY239461.1
CY239463.1	Influenza C virus (C/Minnesota/26/2015) hemagglutinin-esterase (HE) gene, complete cds	2015-04-15	HE	USA	Homo sapiens CY239463.1
CY239465.1	Influenza C virus (C/Minnesota/03/2014) hemagglutinin-esterase (HE) gene, complete cds	2014-12-15	HE	USA	Homo sapiens CY239465.1
CY239467.1	Influenza C virus (C/Minnesota/04/2014) hemagglutinin-esterase (HE) gene, complete cds	2014-12-25	HE	USA	Homo sapiens CY239467.1
CY239469.1	Influenza C virus (C/Minnesota/27/2015) hemagglutinin-esterase (HE) gene, complete cds	2015-02-04	HE	USA	Homo sapiens CY239469.1
CY239471.1	Influenza C virus (C/Minnesota/28/2015) hemagglutinin-esterase (HE) gene, complete cds	2015-02-08	HE	USA	Homo sapiens CY239471.1
CY239475.1	Influenza C virus (C/Minnesota/30/2015) hemagglutinin-esterase (HE) gene, complete cds	2015-02-23	HE	USA	Homo sapiens CY239475.1
CY239477.1	Influenza C virus (C/Minnesota/31/2015) hemagglutinin-esterase (HE) gene, complete cds	2015-02-28	HE	USA	Homo sapiens CY239477.1
CY239479.1	Influenza C virus (C/Minnesota/32/2015) hemagglutinin-esterase (HE) gene, complete cds	2015-03-02	HE	USA	Homo sapiens CY239479.1
CY239484.1	Influenza C virus (C/Minnesota/01/2016) hemagglutinin-esterase (HE) gene, complete cds	2016-04-21	HE	USA	Homo sapiens CY239484.1
LC122638.1	Influenza C virus (C/Yamagata/5/2002) HE gene for hemagglutinin-esterase, partial cds	2002-02-07	HE	Japan	Homo sapiens LC122638.1
LC122639.1	Influenza C virus (C/Miyagi/4/2002) HE gene for hemagglutinin-esterase, partial cds	2002-01-24	HE	Japan	Homo sapiens LC122639.1
LC122640.1	Influenza C virus (C/Miyagi/11/2002) HE gene for hemagglutinin-esterase, partial cds	2002-02-22	HE	Japan	Homo sapiens LC122640.1
LC122642.1	Influenza C virus (C/Miyagi/28/2002) HE gene for hemagglutinin-esterase, partial cds	2002-04-22	HE	Japan	Homo sapiens LC122642.1
LC122643.1	Influenza C virus (C/Miyagi/31/2002) HE gene for hemagglutinin-esterase, partial cds	2002-06-18	HE	Japan	Homo sapiens LC122643.1
LC122646.1	Influenza C virus (C/Miyagi/25/2004) HE gene for hemagglutinin-esterase, partial cds	2004-03-31	HE	Japan	Homo sapiens LC122646.1
LC122647.1	Influenza C virus (C/Miyagi/47/2004) HE gene for hemagglutinin-esterase, partial cds	2004-06-18	HE	Japan	Homo sapiens LC122647.1
LC122649.1	Influenza C virus (C/Yamagata/2/2005) HE gene for hemagglutinin-esterase, partial cds	2005-07-05	HE	Japan	Homo sapiens LC122649.1
LC122651.1	Influenza C virus (C/Miyagi/2/2005) HE gene for hemagglutinin-esterase, partial cds	2005-04-07	HE	Japan	Homo sapiens LC122651.1
LC122652.1	Influenza C virus (C/Miyagi/4/2005) HE gene for hemagglutinin-esterase, partial cds	2005-05-16	HE	Japan	Homo sapiens LC122652.1
LC122654.1	Influenza C virus (C/Fukuoka/2/2006) HE gene for hemagglutinin-esterase, partial cds	2006-03-08	HE	Japan	Homo sapiens LC122654.1
LC122655.1	Influenza C virus (C/Yamagata/1/2006) HE gene for hemagglutinin-esterase, partial cds	2006-01-23	HE	Japan	Homo sapiens LC122655.1
LC122657.1	Influenza C virus (C/Yamagata/13/2006) HE gene for hemagglutinin-esterase, partial cds	2006-08-08	HE	Japan	Homo sapiens LC122657.1
LC122667.1	Influenza C virus (C/Yamagata/1/2012) HE gene for hemagglutinin-esterase, partial cds	2012-01-16	HE	Japan	Homo sapiens LC122667.1
LC122669.1	Influenza C virus (C/Yamagata/7/2012) HE gene for hemagglutinin-esterase, partial cds	2012-03-14	HE	Japan	Homo sapiens LC122669.1
LC122671.1	Influenza C virus (C/Yamagata/28/2012) HE gene for hemagglutinin-esterase, partial cds	2012-07-12	HE	Japan	Homo sapiens LC122671.1
LC122674.1	Influenza C virus (C/Miyagi/2/2014) HE gene for hemagglutinin-esterase, partial cds	2014-04-30	HE	Japan	Homo sapiens LC122674.1
KM507555.1	Influenza C virus (C/India/P135047/2013) segment 4 hemagglutinin-esterase (HE) gene, partial cds	2013-04-25	HE	India	Homo sapiens KM507555.1
KT835350.1	Influenza C virus (C/Scotland/5500/2007) segment 4 hemagglutinin-esterase (HE) gene, partial cds	2007-07-XX	HE	United Kingdom	Homo sapiens KT835350.1
KT835353.1	Influenza C virus (C/Scotland/7383/2007) segment 4 hemagglutinin-esterase (HE) gene, partial cds	2007-12-XX	HE	United Kingdom	Homo sapiens KT835353.1
LC013254.1	Influenza C virus (C/Yamagata/13/2014) HE gene for hemagglutinin-esterase, partial cds	2014-05-14	HE	Japan	Homo sapiens LC013254.1
LC013255.1	Influenza C virus (C/Yamagata/14/2014) HE gene for hemagglutinin-esterase, partial cds	2014-05-14	HE	Japan	Homo sapiens LC013255.1
LC013257.1	Influenza C virus (C/Yamagata/16/2014) HE gene for hemagglutinin-esterase, partial cds	2014-05-21	HE	Japan	Homo sapiens LC013257.1
LC013261.1	Influenza C virus (C/Yamagata/35/2014) HE gene for hemagglutinin-esterase, partial cds	2014-08-20	HE	Japan	Homo sapiens LC013261.1
AB899778.1	Influenza C virus (C/Yamagata/7/2002) HE gene for hemagglutinin-esterase, partial cds	2002-02-16	HE	Japan	Homo sapiens AB899778.1
AB899779.1	Influenza C virus (C/Yamagata/14/2004) HE gene for hemagglutinin-esterase, partial cds	2004-05-07	HE	Japan	Homo sapiens AB899779.1
AB899781.1	Influenza C virus (C/Yamagata/4/2012) HE gene for hemagglutinin-esterase, partial cds	2012-02-22	HE	Japan	Homo sapiens AB899781.1
JX947861.1	Influenza C virus (C/Eastern India/1202/2011) segment 4 hemagglutinin-esterase (HE) gene, partial cds	2011-07-15	HE	India	Homo sapiens JX947861.1
JX129180.1	Influenza C virus (C/Milan/128/2009) segment 4 hemagglutinin-esterase (HE) gene, partial cds	2009-11-XX	HE	Italy	Homo sapiens JX129180.1
JX129181.1	Influenza C virus (C/Milan/550/2008) segment 4 hemagglutinin-esterase (HE) gene, partial cds	2008-12-XX	HE	Italy	Homo sapiens JX129181.1
JX080409.1	Influenza C virus (C/Alberta/2921/2011) segment 4 hemagglutinin-esterase (HE) gene, partial cds	2011-03-04	HE	Canada	Homo sapiens JX080409.1
JX080410.1	Influenza C virus (C/Alberta/3087/2011) segment 4 hemagglutinin-esterase (HE) gene, partial cds	2011-03-04	HE	Canada	Homo sapiens JX080410.1
JX080412.1	Influenza C virus (C/Alberta/4753/2011) segment 4 hemagglutinin-esterase (HE) gene, partial cds	2011-02-19	HE	Canada	Homo sapiens JX080412.1
JX080413.1	Influenza C virus (C/Alberta/4941/2011) segment 4 hemagglutinin-esterase (HE) gene, partial cds	2011-02-22	HE	Canada	Homo sapiens JX080413.1
JX080414.1	Influenza C virus (C/Alberta/10161/2011) segment 4 hemagglutinin-esterase (HE) gene, partial cds	2011-04-15	HE	Canada	Homo sapiens JX080414.1
GQ853452.1	Influenza C virus (C/Singapore/DSO-070203/2006) hemagglutinin-esterase (HE) gene, partial cds	2006-12-04	HE	Singapore	Homo sapiens GQ853452.1
GQ853453.1	Influenza C virus (C/Singapore/DSO-070170/2006) hemagglutinin-esterase (HE) gene, partial cds	2006-11-17	HE	Singapore	Homo sapiens GQ853453.1
GQ853454.1	Influenza C virus (C/Singapore/DSO-070193/2006) hemagglutinin-esterase (HE) gene, partial cds	2006-11-29	HE	Singapore	Homo sapiens GQ853454.1
GQ853455.1	Influenza C virus (C/Singapore/DSO-050530/2006) hemagglutinin-esterase (HE) gene, partial cds	2006-05-18	HE	Singapore	Homo sapiens GQ853455.1
HM748623.1	Influenza C virus (C/Catalonia/1824/2009) segment 4 hemagglutinin-esterase (HE) gene, partial cds	2009-11-11	HE	Spain	Homo sapiens HM748623.1
HM748624.1	Influenza C virus (C/Catalonia/1754/2009) segment 4 hemagglutinin-esterase (HE) gene, partial cds	2009-11-09	HE	Spain	Homo sapiens HM748624.1
HM748625.1	Influenza C virus (C/Catalonia/1945/2009) segment 4 hemagglutinin-esterase (HE) gene, partial cds	2009-11-23	HE	Spain	Homo sapiens HM748625.1
HM748626.1	Influenza C virus (C/Catalonia/2072/2009) segment 4 hemagglutinin-esterase (HE) gene, partial cds	2009-12-09	HE	Spain	Homo sapiens HM748626.1
HM748627.1	Influenza C virus (C/Catalonia/1372/2009) segment 4 hemagglutinin-esterase (HE) gene, partial cds	2009-09-14	HE	Spain	Homo sapiens HM748627.1
HM748628.1	Influenza C virus (C/Catalonia/1373/2009) segment 4 hemagglutinin-esterase (HE) gene, partial cds	2009-09-09	HE	Spain	Homo sapiens HM748628.1
HM748629.1	Influenza C virus (C/Catalonia/1266/2009) segment 4 hemagglutinin-esterase (HE) gene, partial cds	2009-08-25	HE	Spain	Homo sapiens HM748629.1
HM748633.1	Influenza C virus (C/Catalonia/1457/2009) segment 4 hemagglutinin-esterase (HE) gene, partial cds	2009-09-29	HE	Spain	Homo sapiens HM748633.1
HM748634.1	Influenza C virus (C/Catalonia/2588/2010) segment 4 hemagglutinin-esterase (HE) gene, partial cds	2010-04-13	HE	Spain	Homo sapiens HM748634.1
AB252153.1	Influenza C virus (C/Yamagata/3/2004) HE gene for hemagglutinin-esterase, partial cds	2004-XX-XX	HE	Japan	AB252153.1
AB252156.1	Influenza C virus (C/Miyagi/12/2004) HE gene for hemagglutinin-esterase, partial cds	2004-XX-XX	HE	Japan	AB252156.1
AB252157.1	Influenza C virus (C/Miyagi/42/2004) HE gene for hemagglutinin-esterase, partial cds	2004-XX-XX	HE	Japan	AB252157.1
AB252158.1	Influenza C virus (C/Niigata/1/2004) HE gene for hemagglutinin-esterase, partial cds	2004-XX-XX	HE	Japan	AB252158.1
AB252159.1	Influenza C virus (C/Fukushima/1/2004) HE gene for hemagglutinin-esterase, partial cds	2004-XX-XX	HE	Japan	AB252159.1
AB252161.1	Influenza C virus (C/Kanagawa/2/2004) HE gene for hemagglutinin-esterase, partial cds	2004-XX-XX	HE	Japan	AB252161.1
AB252162.1	Influenza C virus (C/Osaka/2/2004) HE gene for hemagglutinin-esterase, partial cds	2004-XX-XX	HE	Japan	AB252162.1
AB252163.1	Influenza C virus (C/Hiroshima/4/2004) HE gene for hemagglutinin-esterase, partial cds	2004-XX-XX	HE	Japan	AB252163.1
AB252165.1	Influenza C virus (C/Fukuoka/3/2004) HE gene for hemagglutinin-esterase, partial cds	2004-XX-XX	HE	Japan	AB252165.1
AB219079.1	Influenza C virus (C/Yamagata/20/2004) HE gene for hemagglutinin-esterase, partial cds	2004-XX-XX	HE		AB219079.1
AB219080.1	Influenza C virus (C/Yamagata/21/2004) HE gene for hemagglutinin-esterase, partial cds	2004-XX-XX	HE		AB219080.1
AB099416.1	Influenza C virus (C/Miyagi/2/2000) HE gene for hemagglurinin-esterase, partial cds	2000-XX-XX	HE		AB099416.1
AB099419.1	Influenza C virus (C/Miyagi/5/2000) HE gene for hemagglurinin-esterase, partial cds	2000-XX-XX	HE		AB099419.1
AB099422.1	Influenza C virus (C/Saitama/3/2000) HE gene for hemagglurinin-esterase, partial cds	2000-XX-XX	HE		AB099422.1
AB099426.1	Influenza C virus (C/Hiroshima/246/2000) HE gene for hemagglurinin-esterase, partial cds	2000-XX-XX	HE		AB099426.1
AB099429.1	Influenza C virus (C/Hiroshima/250/2000) HE gene for hemagglurinin-esterase, partial cds	2000-XX-XX	HE		AB099429.1
AB099430.1	Influenza C virus (C/Hiroshima/251/2000) HE gene for hemagglurinin-esterase, partial cds	2000-XX-XX	HE		AB099430.1
AB086664.1	Influenza C virus (C/Miyagi/9/96) HE gene for hemagglutinine-esterase, partial cds	1996-XX-XX	HE		AB086664.1
D63467.1	Influenza C virus (C/Yamagata/64) HE gene for hemagglutinin-esterase, complete cds	1964-XX-XX	HE		D63467.1
D63469.1	Influenza C virus (C/Aomori/74) HE gene for hemagglutinin-esterase, complete cds	1974-XX-XX	HE		D63469.1
D63470.1	Influenza C virus (C/Kanagawa/1/76) HE gene for hemagglutinin-esterase, complete cds	1976-XX-XX	HE		D63470.1
D63471.1	Influenza C virus (C/Miyagi/77) HE gene for hemagglutinin-esterase, complete cds	1977-XX-XX	HE		D63471.1
