strain	strain_name	date	segment	country	host
LC123776.1	Influenza C virus (C/Yamagata/2/2005) NP gene for nucleoprotein, complete cds	2005-07-05	NP	Japan	Homo sapiens LC123776.1
LC123777.1	Influenza C virus (C/Miyagi/2/2005) NP gene for nucleoprotein, complete cds	2005-04-07	NP	Japan	Homo sapiens LC123777.1
LC123778.1	Influenza C virus (C/Miyagi/4/2005) NP gene for nucleoprotein, complete cds	2005-05-16	NP	Japan	Homo sapiens LC123778.1
LC123780.1	Influenza C virus (C/Fukuoka/2/2006) NP gene for nucleoprotein, complete cds	2006-03-08	NP	Japan	Homo sapiens LC123780.1
LC123781.1	Influenza C virus (C/Yamagata/1/2006) NP gene for nucleoprotein, complete cds	2006-01-23	NP	Japan	Homo sapiens LC123781.1
LC123783.1	Influenza C virus (C/Yamagata/13/2006) NP gene for nucleoprotein, complete cds	2006-08-08	NP	Japan	Homo sapiens LC123783.1
LC123784.1	Influenza C virus (C/Yamagata/14/2006) NP gene for nucleoprotein, complete cds	2006-08-28	NP	Japan	Homo sapiens LC123784.1
LC123785.1	Influenza C virus (C/Yamagata/20/2006) NP gene for nucleoprotein, complete cds	2006-11-24	NP	Japan	Homo sapiens LC123785.1
LC123794.1	Influenza C virus (C/Yamagata/1/2012) NP gene for nucleoprotein, complete cds	2012-01-16	NP	Japan	Homo sapiens LC123794.1
LC123796.1	Influenza C virus (C/Yamagata/4/2012) NP gene for nucleoprotein, complete cds	2012-02-22	NP	Japan	Homo sapiens LC123796.1
LC123797.1	Influenza C virus (C/Yamagata/7/2012) NP gene for nucleoprotein, complete cds	2012-03-14	NP	Japan	Homo sapiens LC123797.1
LC123799.1	Influenza C virus (C/Yamagata/28/2012) NP gene for nucleoprotein, complete cds	2012-07-12	NP	Japan	Homo sapiens LC123799.1
LC123803.1	Influenza C virus (C/Yamagata/6/2014) NP gene for nucleoprotein, complete cds	2014-04-16	NP	Japan	Homo sapiens LC123803.1
LC123804.1	Influenza C virus (C/Yamagata/13/2014) NP gene for nucleoprotein, complete cds	2014-05-14	NP	Japan	Homo sapiens LC123804.1
LC123805.1	Influenza C virus (C/Yamagata/16/2014) NP gene for nucleoprotein, complete cds	2014-05-21	NP	Japan	Homo sapiens LC123805.1
LC123806.1	Influenza C virus (C/Yamagata/30/2014) NP gene for nucleoprotein, complete cds	2014-06-04	NP	Japan	Homo sapiens LC123806.1
LC123807.1	Influenza C virus (C/Yamagata/32/2014) NP gene for nucleoprotein, complete cds	2014-06-17	NP	Japan	Homo sapiens LC123807.1
LC123808.1	Influenza C virus (C/Yamagata/33/2014) NP gene for nucleoprotein, complete cds	2014-07-22	NP	Japan	Homo sapiens LC123808.1
LC123809.1	Influenza C virus (C/Yamagata/35/2014) NP gene for nucleoprotein, complete cds	2014-08-20	NP	Japan	Homo sapiens LC123809.1
LC123810.1	Influenza C virus (C/Miyagi/2/2014) NP gene for nucleoprotein, complete cds	2014-04-30	NP	Japan	Homo sapiens LC123810.1
LC123811.1	Influenza C virus (C/Miyagi/5/2014) NP gene for nucleoprotein, complete cds	2014-05-17	NP	Japan	Homo sapiens LC123811.1
LC123812.1	Influenza C virus (C/Miyagi/6/2014) NP gene for nucleoprotein, complete cds	2014-06-02	NP	Japan	Homo sapiens LC123812.1
LC123813.1	Influenza C virus (C/Tokyo/1/2014) NP gene for nucleoprotein, complete cds	2014-02-01	NP	Japan	Homo sapiens LC123813.1
LC123814.1	Influenza C virus (C/Tokyo/4/2014) NP gene for nucleoprotein, complete cds	2014-04-23	NP	Japan	Homo sapiens LC123814.1
KM507549.1	Influenza C virus (C/India/P121719/2012) segment 5 nucleoprotein (NP) gene, partial cds	2012-02-24	NP	India	Homo sapiens KM507549.1
KM507556.1	Influenza C virus (C/India/P135047/2013) segment 5 nucleoprotein (NP) gene, complete cds	2013-04-25	NP	India	Homo sapiens KM507556.1
KT835355.1	Influenza C virus (C/Scotland/5500/2007) segment 5 nucleoprotein (NP) gene, partial cds	2007-07-XX	NP	United Kingdom	Homo sapiens KT835355.1
KT835356.1	Influenza C virus (C/Scotland/7383/2007) segment 5 nucleoprotein (NP) gene, partial cds	2007-12-XX	NP	United Kingdom	Homo sapiens KT835356.1
KM504281.1	Influenza C virus (C/Victoria/2/2012) segment 5 nucleoprotein gene, complete cds	2012-XX-XX	NP	Australia	Homo sapiens KM504281.1
JX963110.1	Influenza C virus (C/Singapore/DSO-050530/2006) segment 5 nucleoprotein (NP) gene, partial cds	2006-05-18	NP	Singapore	Homo sapiens JX963110.1
JX963111.1	Influenza C virus (C/Singapore/DSO-070170/2006) segment 5 nucleoprotein (NP) gene, partial cds	2006-11-17	NP	Singapore	Homo sapiens JX963111.1
JX963112.1	Influenza C virus (C/Singapore/DSO-070193/2006) segment 5 nucleoprotein (NP) gene, partial cds	2006-11-29	NP	Singapore	Homo sapiens JX963112.1
JX963113.1	Influenza C virus (C/Singapore/DSO-070203/2006) segment 5 nucleoprotein (NP) gene, partial cds	2006-12-04	NP	Singapore	Homo sapiens JX963113.1
AB684310.1	Influenza C virus (C/Greece/79) NP gene for nucleoprotein, complete cds	1979-XX-XX	NP	Greece	AB684310.1
AB684312.1	Influenza C virus (C/Miyagi/4/2002) NP gene for nucleoprotein, complete cds	2002-01-24	NP	Japan	AB684312.1
AB684313.1	Influenza C virus (C/Yamagata/15/2004) NP gene for nucleoprotein, complete cds	2004-05-11	NP	Japan	AB684313.1
AB684315.1	Influenza C virus (C/Yamagata/1/2007) NP gene for nucleoprotein, complete cds	2007-01-17	NP	Japan	AB684315.1
