strain_name,lab_id,country,region,state,county,collection_date,vaccination_status,Marshallese
Alabama.USA/7.17/G,,usa,north_america,alabama,NA,2017-02-XX,unknown,unknown
Pune.Ind/50.08/C,,india,south_asia,india,NA,2008-12-30,unknown,unknown
Massachusetts.USA/16.16/7/G,,usa,north_america,massachusetts,NA,2016-04-21,unknown,unknown
NewYork.USA/51.14/G,,usa,north_america,new_york,NA,2014-12-16,unknown,unknown
Washington.USA/2017381/7.17/3/G,,usa,north_america,washington,NA,2017-02-14,unknown,unknown
RW154.USA/0.70s/K,,usa,north_america,usa,NA,1970-XX-XX,unknown,unknown
Massachusetts.USA/46.16/5/G,,usa,north_america,massachusetts,NA,2016-11-17,unknown,unknown
Massachusetts.USA/17.16/1/G,,usa,north_america,massachusetts,NA,2016-04-25,unknown,unknown
Massachusetts.USA/10.16/9/G,,usa,north_america,massachusetts,NA,2016-03-10,unknown,unknown
Washington.USA/2017377/5.17/9/G,,usa,north_america,washington,NA,2017-02-02,unknown,unknown
New_York.USA/40.09/4,,usa,north_america,new_york,NA,2009-10-08,unknown,unknown
Alabama.USA/11.17/G,,usa,north_america,alabama,NA,2017-03-XX,unknown,unknown
BritishColumbia.CAN/33.16/2/G,,canada,north_america,british_columbia,NA,2016-08-18,unknown,unknown
BritishColumbia.CAN/19.16/2/G,,canada,north_america,british_columbia,NA,2016-05-10,unknown,unknown
Massachusetts.USA/22.16/3/G,,usa,north_america,massachusetts,NA,2016-06-03,unknown,unknown
Massachusetts.USA/21.17/G,,usa,north_america,massachusetts,NA,2017-05-26,unknown,unknown
Massachusetts.USA/12.16/4/G,,usa,north_america,massachusetts,NA,2016-03-27,unknown,unknown
Washington.USA/2017325/17.17/4/G,,usa,north_america,washington,NA,2017-05-02,unknown,unknown
BritishColumbia.CAN/27.16/?/?,,canada,north_america,british_columbia,NA,2016-07-07,unknown,unknown
NorthCarolina.USA/11.17/G,,usa,north_america,north_carolina,NA,2017-03-XX,unknown,unknown
Pune.IND/00.86/G,,india,south_asia,india,NA,1986-XX-XX,unknown,unknown
Massachusetts.USA/16.16/9/G,,usa,north_america,massachusetts,NA,2016-04-21,unknown,unknown
Washington.USA/2017311/16.17/G,,usa,north_america,washington,NA,2017-04-19,unknown,unknown
Washington.USA/2017277/12.17/3/G,,usa,north_america,washington,NA,2017-03-24,unknown,unknown
BritishColumbia.CAN/22.16/1/G,,canada,north_america,british_columbia,NA,2016-05-31,unknown,unknown
Massachusetts.USA/37.16/1/G,,usa,north_america,massachusetts,NA,2016-09-11,unknown,unknown
Washington.USA/2017393/15.17/3/G,,usa,north_america,washington,NA,2017-04-18,unknown,unknown
Washington.USA/2017382/7.17/4/G,,usa,north_america,washington,NA,2017-02-19,unknown,unknown
Massachusetts.USA/17.16/7/G,,usa,north_america,massachusetts,NA,2016-04-27,unknown,unknown
Du/CRO05,,croatia,europe,croatia,NA,2005-XX-XX,unknown,unknown
Dadra&NagarHaveli.IND/42.16/1/G,,india,south_asia,india,NA,2016-10-13,unknown,unknown
Ohio.USA/13.14/7/G,,usa,north_america,ohio,NA,2014-03-25,unknown,unknown
Akita.JPN/42.93/I,,japan,japan_korea,japan,NA,1993-10-22,unknown,unknown
L-Zagreb,,?,?,?,NA,?,unknown,unknown
Massachusetts.USA/12.16/5/G,,usa,north_america,massachusetts,NA,2016-03-22,unknown,unknown
Washington.USA/2017144/4.17/4/G,,usa,north_america,washington,NA,2017-01-30,unknown,unknown
Wisconsin.USA/2.16/G,,usa,north_america,wisconsin,NA,2016-01-XX,unknown,unknown
Washington.USA/2017269/12.17/2/G,,usa,north_america,washington,NA,2017-03-22,unknown,unknown
BritishColumbia.CAN/24.16/3/G,,canada,north_america,british_columbia,NA,2016-06-14,unknown,unknown
Massachusetts.USA/10.16/8/G,,usa,north_america,massachusetts,NA,2016-03-12,unknown,unknown
Wisconsin.USA/41.06/2/G,,usa,north_america,wisconsin,NA,2006-10-XX,unknown,unknown
Massachusetts.USA/9.16/1/G,,usa,north_america,massachusetts,NA,2016-03-02,unknown,unknown
Massachusetts.USA/16.16/18/G,,usa,north_america,massachusetts,NA,2016-04-25,unknown,unknown
Massachusetts.USA/19.17/4/G,,usa,north_america,massachusetts,NA,2017-05-14,unknown,unknown
Arkansas.USA/5.17/G,,usa,north_america,arkansas,NA,2017-02-02,unknown,unknown
Arkansas.USA/48.16/G,,usa,north_america,arkansas,NA,2016-11-21,unknown,unknown
BritishColumbia.CAN/8.17/5/G,,canada,north_america,british_columbia,NA,2017-02-24,unknown,unknown
BritishColumbia.CAN/30.16/2/G,,canada,north_america,british_columbia,NA,2016-07-31,unknown,unknown
Washington.USA/2017397/20.17/4/G,,usa,north_america,washington,NA,2017-05-24,unknown,unknown
BritishColumbia.CAN/24.16/2/G,,canada,north_america,british_columbia,NA,2016-06-13,unknown,unknown
Washington.USA/2017335/21.17/G,,usa,north_america,washington,NA,2017-05-22,unknown,unknown
Washington.USA/2017073/1.17/7/G,,usa,north_america,washington,NA,2017-01-11,unknown,unknown
Ontario.CAN/13.17/2/G,,canada,north_america,ontario,NA,2017-03-31,unknown,unknown
Dg1062/Korea/98,,south_korea,japan_korea,south_korea,NA,1998-XX-XX,unknown,unknown
Massachusetts.USA/24.17/4/G,,usa,north_america,massachusetts,NA,2017-06-19,unknown,unknown
Washington.USA/2017193/6.17/5/G,,usa,north_america,washington,NA,2017-02-08,unknown,unknown
Washington.USA/2017336/20.17/G,,usa,north_america,washington,NA,2017-05-21,unknown,unknown
Massachusetts.USA/17.16/4/G,,usa,north_america,massachusetts,NA,2016-04-26,unknown,unknown
Massachusetts.USA/10.16/5/G,,usa,north_america,massachusetts,NA,2016-03-10,unknown,unknown
Massachusetts.USA/25.17/3/G,,usa,north_america,massachusetts,NA,2017-06-21,unknown,unknown
Massachusetts.USA/17.16/9/G,,usa,north_america,massachusetts,NA,2016-04-29,unknown,unknown
Arkansas.USA/13.17/G,,usa,north_america,arkansas,NA,2017-03-26,unknown,unknown
Ontario.CAN/06.17/2/G,,canada,north_america,ontario,NA,2017-02-07,unknown,unknown
Massachusetts.USA/13.16/4/G,,usa,north_america,massachusetts,NA,2016-04-01,unknown,unknown
Indiana.USA/5.14/G,,usa,north_america,indiana,NA,2014-01-31,unknown,unknown
Ontario.CAN/09.17/10/G,,canada,north_america,ontario,NA,2017-03-01,unknown,unknown
Washington.USA/2017394/18.17/G,,usa,north_america,washington,NA,2017-05-02,unknown,unknown
Ontario.CAN/50.09/3/G,,canada,north_america,ontario,NA,2009-12-11,unknown,unknown
Massachusetts.USA/9.16/3/G,,usa,north_america,massachusetts,NA,2016-03-05,unknown,unknown
Ontario.CAN/09.17/2/G,,canada,north_america,ontario,NA,2017-02-23,unknown,unknown
BritishColumbia.CAN/11.16/G,,canada,north_america,british_columbia,NA,2016-03-14,unknown,unknown
Massachusetts.USA/18.17/G,,usa,north_america,massachusetts,NA,2017-05-04,unknown,unknown
Ohio.USA/16.14/2/G,,usa,north_america,ohio,NA,2014-04-15,unknown,unknown
31170186,,japan,japan_korea,japan,NA,2017-XX-XX,unknown,unknown
Washington.USA/2017071/1.17/6/G,,usa,north_america,washington,NA,2017-01-05,unknown,unknown
Massachusetts.USA/20.16/1/G,,usa,north_america,massachusetts,NA,2016-05-18,unknown,unknown
Arkansas.USA/44.16/G,,usa,north_america,arkansas,NA,2016-10-26,unknown,unknown
Washington.USA/2017088/2.17/4/G,,usa,north_america,washington,NA,2017-01-12,unknown,unknown
Novosibirsk.RUS/10.03-H,,russia,west_asia,russia,NA,2003-03-12,unknown,unknown
Washington.USA/2017130/3.17/2/G,,usa,north_america,washington,NA,2017-01-19,unknown,unknown
Massachusetts.USA/11.16/3/G,,usa,north_america,massachusetts,NA,2016-03-16,unknown,unknown
Washington.USA/2017383/8.17/6/G,,usa,north_america,washington,NA,2017-02-22,unknown,unknown
Massachusetts.USA/10.17/2/G,,usa,north_america,massachusetts,NA,2017-03-09,unknown,unknown
Zhejiang.CHN/26.05,,china,china,zhejiang,NA,2005-06-28,unknown,unknown
Manitoba.CAN/43.16/5/G,,canada,north_america,manitoba,NA,2016-10-25,unknown,unknown
Massachusetts.USA/24.17/3/G,,usa,north_america,massachusetts,NA,2017-06-17,unknown,unknown
Massachusetts.USA/10.16/14/G,,usa,north_america,massachusetts,NA,2016-03-15,unknown,unknown
Kansas.USA/13.17/2/G,,usa,north_america,kansas,NA,2017-03-29,unknown,unknown
BritishColumbia.CAN/29.16/4/G,,canada,north_america,british_columbia,NA,2016-07-24,unknown,unknown
MountIsa.AUS/10.17/G,,australia,oceania,australia,NA,2017-XX-XX,unknown,unknown
Massachusetts.USA/12.16/1/G,,usa,north_america,massachusetts,NA,2016-03-23,unknown,unknown
Massachusetts.USA/12.17/G,,usa,north_america,massachusetts,NA,2017-03-24,unknown,unknown
Massachusetts.USA/23.17/G,,usa,north_america,massachusetts,NA,2017-06-05,unknown,unknown
London.GBR/3.02-Uncl,,united_kingdom,europe,england,NA,2002-01-22,unknown,unknown
RS-12,,iran,west_asia,iran,NA,?,unknown,unknown
Massachusetts.USA/10.16/3/G,,usa,north_america,massachusetts,NA,2016-03-09,unknown,unknown
Massachusetts.USA/11.16/2/G,,usa,north_america,massachusetts,NA,2016-03-15,unknown,unknown
Massachusetts.USA/24.17/2/G,,usa,north_america,massachusetts,NA,2017-06-14,unknown,unknown
Washington.USA/2017380/6.17/6/G,,usa,north_america,washington,NA,2017-02-10,unknown,unknown
Wisconsin.USA/42.15/2/G,,usa,north_america,wisconsin,NA,2015-10-XX,unknown,unknown
SBL-1,,?,?,?,NA,?,unknown,unknown
Massachusetts.USA/42.16/1/G,,usa,north_america,massachusetts,NA,2016-10-21,unknown,unknown
Missouri.USA/19.17/G,,usa,north_america,missouri,NA,2017-05-XX,unknown,unknown
Washington.USA/2017093/2.17/6/G,,usa,north_america,washington,NA,2017-01-13,unknown,unknown
Massachusetts.USA/16.16/19/G,,usa,north_america,massachusetts,NA,2016-04-22,unknown,unknown
BritishColumbia.CAN/42.16/G,,canada,north_america,british_columbia,NA,2016-10-17,unknown,unknown
NewHampshire.USA/40.16/G,,usa,north_america,new_hampshire,NA,2016-10-07,unknown,unknown
Osmanabad.IND/10.12/17/C,,india,south_asia,india,NA,2012-03-11,unknown,unknown
Massachusetts.USA/50.16/1/G,,usa,north_america,massachusetts,NA,2016-12-14,unknown,unknown
RIT4385,,?,?,?,NA,?,unknown,unknown
Washington.USA/2017347/22.17/G,,usa,north_america,washington,NA,2017-05-30,unknown,unknown
Ontario.CAN/09.17/3/G,,canada,north_america,ontario,NA,2017-02-24,unknown,unknown
Georgia.USA/13.17/G,,usa,north_america,georgia,NA,2017-03-27,unknown,unknown
Massachusetts.USA/19.16/10/G,,usa,north_america,massachusetts,NA,2016-05-14,unknown,unknown
BritishColumbia.CAN/18.17/2/G,,canada,north_america,british_columbia,NA,2017-05-05,unknown,unknown
Wisconsin.USA/7.07/2/G,,usa,north_america,wisconsin,NA,2007-02-XX,unknown,unknown
Washington.USA/2017360/50.16/6/G,,usa,north_america,washington,NA,2016-12-19,unknown,unknown
Pune.IND/07.12/G,,india,south_asia,india,NA,2012-02-14,unknown,unknown
31170187,,japan,japan_korea,japan,NA,2017-XX-XX,unknown,unknown
Washington.USA/2017392/14.17/2/G,,usa,north_america,washington,NA,2017-04-06,unknown,unknown
Massachusetts.USA/16.16/12/G,,usa,north_america,massachusetts,NA,2016-04-21,unknown,unknown
BritishColumbia.CAN/21.16/6/G,,canada,north_america,british_columbia,NA,2016-05-25,unknown,unknown
Wisconsin.USA/16.14/G,,usa,north_america,wisconsin,NA,2014-04-XX,unknown,unknown
Washington.USA/2017359/30.17/G,,usa,north_america,washington,NA,2017-07-25,unknown,unknown
Massachusetts.USA/16.16/2/G,,usa,north_america,massachusetts,NA,2016-04-19,unknown,unknown
Washington.USA/2017047/51.16/G,,usa,north_america,washington,NA,2016-12-22,unknown,unknown
Washington.USA/2017145/4.17/5/G,,usa,north_america,washington,NA,2017-01-30,unknown,unknown
Massachusetts.USA/22.17/5/G,,usa,north_america,massachusetts,NA,2017-05-31,unknown,unknown
Ontario.CAN/40.09/1/G,,canada,north_america,ontario,NA,2009-09-28,unknown,unknown
Massachusetts.USA/46.16/7/G,,usa,north_america,massachusetts,NA,2016-11-17,unknown,unknown
Kansas.USA/10.17/G,,usa,north_america,kansas,NA,2017-03-10,unknown,unknown
Washington.USA/2017257/11.17/2/G,,usa,north_america,washington,NA,2017-03-15,unknown,unknown
Massachusetts.USA/12.16/2/G,,usa,north_america,massachusetts,NA,2016-03-24,unknown,unknown
NewJersey.USA/49.14/G,,usa,north_america,new_jersey,NA,2014-12-06,unknown,unknown
Massachusetts.USA/22.17/8/G,,usa,north_america,massachusetts,NA,2017-06-04,unknown,unknown
Wisconsin.USA/24.14/G,,usa,north_america,wisconsin,NA,2014-06-XX,unknown,unknown
Massachusetts.USA/25.17/7/G,,usa,north_america,massachusetts,NA,2017-06-23,unknown,unknown
Massachusetts.USA/19.16/7/G,,usa,north_america,massachusetts,NA,2016-05-10,unknown,unknown
Massachusetts.USA/10.16/7/G,,usa,north_america,massachusetts,NA,2016-03-10,unknown,unknown
SP-A,,china,china,china,NA,2005-XX-XX,unknown,unknown
NewPlymouth.NZL/30.17/G,,new_zealand,oceania,?,NA,2017-07-24,unknown,unknown
Massachusetts.USA/14.17/2/G,,usa,north_america,massachusetts,NA,2017-04-10,unknown,unknown
Wisconsin.USA/28.06/G,,usa,north_america,wisconsin,NA,2006-07-XX,unknown,unknown
London.GBR/27.14/A,,united_kingdom,europe,england,NA,2014-07-10,unknown,unknown
BritishColumbia.CAN/31.16/1/G,,canada,north_america,british_columbia,NA,2016-08-02,unknown,unknown
Kansas.USA/15.17/G,,usa,north_america,kansas,NA,2017-04-10,unknown,unknown
Arkansas.USA/47.16/G,,usa,north_america,arkansas,NA,2016-11-14,unknown,unknown
Zagreb.HRV/28.12/G,,croatia,europe,croatia,NA,2012-07-15,unknown,unknown
Montana.USA/11.16/G,,usa,north_america,montana,NA,2016-03-15,unknown,unknown
Massachusetts.USA/46.16/3/G,,usa,north_america,massachusetts,NA,2016-11-14,unknown,unknown
No_designation_vaccine_related/A,,canada,north_america,british_columbia,NA,2017-02-28,unknown,unknown
Hoshino_vaccine,,?,?,?,NA,?,unknown,unknown
Ontario.CAN/50.09/1/G,,canada,north_america,ontario,NA,2009-12-13,unknown,unknown
Washington.USA/2017374/1.17/10/G,,usa,north_america,washington,NA,2017-01-03,unknown,unknown
Massachusetts.USA/25.17/6/G,,usa,north_america,massachusetts,NA,2017-06-21,unknown,unknown
BritishColumbia.CAN/27.16/7/G,,canada,north_america,british_columbia,NA,2016-07-09,unknown,unknown
Massachusetts.USA/13.16/3/G,,usa,north_america,massachusetts,NA,2016-03-31,unknown,unknown
Massachusetts.USA/43.16/1/G,,usa,north_america,massachusetts,NA,2016-10-24,unknown,unknown
Ontario.CAN/09.17/8/G,,canada,north_america,ontario,NA,2017-02-28,unknown,unknown
California.USA/50.07/1,,usa,north_america,california,NA,2007-12-12,unknown,unknown
Massachusetts.USA/16.16/10/G,,usa,north_america,massachusetts,NA,2016-04-22,unknown,unknown
Washington.USA/2017376/5.17/8/G,,usa,north_america,washington,NA,2017-01-31,unknown,unknown
Wisconsin.USA/15.06/4/A,,usa,north_america,wisconsin,NA,2006-04-XX,unknown,unknown
Massachusetts.USA/30.16/1/G,,usa,north_america,massachusetts,NA,2016-08-01,unknown,unknown
BritishColumbia.CAN/14.11/2/G,,canada,north_america,british_columbia,NA,2011-04-03,unknown,unknown
Jeryl_Lynn,,china,china,china,NA,?,unknown,unknown
Wisconsin.USA/37.06/G,,usa,north_america,wisconsin,NA,2006-09-XX,unknown,unknown
BritishColumbia.CAN/27.16/3/G,,canada,north_america,british_columbia,NA,2016-07-07,unknown,unknown
Massachusetts.USA/16.16/15/G,,usa,north_america,massachusetts,NA,2016-04-22,unknown,unknown
Washington.USA/2017399/23.17/2/G,,usa,north_america,washington,NA,2017-06-12,unknown,unknown
Massachusetts.USA/19.16/5/G,,usa,north_america,massachusetts,NA,2016-05-09,unknown,unknown
Massachusetts.USA/19.17/G,,usa,north_america,massachusetts,NA,2017-05-11,unknown,unknown
BritishColumbia.CAN/29.16/6/G,,canada,north_america,british_columbia,NA,2016-07-21,unknown,unknown
NorthDakota.USA/15.17/G,,usa,north_america,north_dakota,NA,2017-04-13,unknown,unknown
Massachusetts.USA/10.16/11/G,,usa,north_america,massachusetts,NA,2016-03-11,unknown,unknown
BritishColumbia.CAN/25.16/5/G,,canada,north_america,british_columbia,NA,2016-06-22,unknown,unknown
Washington.USA/2017011/49.16/G,,usa,north_america,washington,NA,2016-12-07,unknown,unknown
Wisconsin.USA/11.07/2/G,,usa,north_america,wisconsin,NA,2007-03-XX,unknown,unknown
Illinois.USA/11.17/G,,usa,north_america,illinois,NA,2017-03-18,unknown,unknown
Kansas.USA/9.17/2/G,,usa,north_america,kansas,NA,2017-02-28,unknown,unknown
Washington.USA/2017139/4.17/G,,usa,north_america,washington,NA,2017-01-26,unknown,unknown
BritishColumbia.CAN/31.16/4/G,,canada,north_america,british_columbia,NA,2016-08-04,unknown,unknown
Ontario.CAN/07.17/1/G,,canada,north_america,ontario,NA,2017-02-15,unknown,unknown
Massachusetts.USA/13.17/2/G,,usa,north_america,massachusetts,NA,2017-03-28,unknown,unknown
Massachusetts.USA/18.16/4/G,,usa,north_america,massachusetts,NA,2016-05-08,unknown,unknown
Washington.USA/2017058/52.16/G,,usa,north_america,washington,NA,2016-12-30,unknown,unknown
Indiana.USA/1.17/G,,usa,north_america,indiana,NA,2017-01-06,unknown,unknown
NorthDakota.USA/9.17/G,,usa,north_america,north_dakota,NA,2017-02-27,unknown,unknown
Washington.USA/2017018/49.16/3/G,,usa,north_america,washington,NA,2016-12-10,unknown,unknown
Massachusetts.USA/13.17/G,,usa,north_america,massachusetts,NA,2017-03-26,unknown,unknown
Massachusetts.USA/19.16/8/G,,usa,north_america,massachusetts,NA,2016-05-11,unknown,unknown
Ontario.CAN/12.17/1/G,,canada,north_america,ontario,NA,2017-03-20,unknown,unknown
Washington.USA/2017341/20.17/3/G,,usa,north_america,washington,NA,2017-05-22,unknown,unknown
Hoshino,,?,?,?,NA,?,unknown,unknown
Washington.USA/2017333/19.17/3/G,,usa,north_america,washington,NA,2017-05-11,unknown,unknown
Massachusetts.USA/8.17/G,,usa,north_america,massachusetts,NA,2017-02-19,unknown,unknown
Massachusetts.USA/8.16/2/G,,usa,north_america,massachusetts,NA,2016-02-24,unknown,unknown
BritishColumbia.CAN/27.16/4/G,,canada,north_america,british_columbia,NA,2016-07-06,unknown,unknown
Arkansas.USA/43.16/G,,usa,north_america,arkansas,NA,2016-10-18,unknown,unknown
Ontario.CAN/08.17/1/G,,canada,north_america,ontario,NA,2017-02-21,unknown,unknown
Drag94,,russia,west_asia,russia,NA,?,unknown,unknown
Texas.USA/15.17/G,,usa,north_america,texas,NA,2017-04-13,unknown,unknown
Massachusetts.USA/17.16/3/G,,usa,north_america,massachusetts,NA,2016-04-25,unknown,unknown
BritishColumbia.CAN/18.16/3/G,,canada,north_america,british_columbia,NA,2016-05-09,unknown,unknown
Massachusetts.USA/5.17/G,,usa,north_america,massachusetts,NA,2017-01-30,unknown,unknown
Wisconsin.USA/20.14/2/G,,usa,north_america,wisconsin,NA,2014-05-XX,unknown,unknown
L3/Russia/Vector,,russia,west_asia,russia,NA,?,unknown,unknown
Washington.USA/2017141/4.17/3/G,,usa,north_america,washington,NA,2017-01-28,unknown,unknown
Washington.USA/2017384/9.17/5/G,,usa,north_america,washington,NA,2017-02-28,unknown,unknown
Washington.USA/2017362/9.17/4/G,,usa,north_america,washington,NA,2017-03-06,unknown,unknown
Massachusetts.USA/11.16/5/G,,usa,north_america,massachusetts,NA,2016-03-20,unknown,unknown
Massachusetts.USA/17.17/G,,usa,north_america,massachusetts,NA,2017-04-23,unknown,unknown
Virginia.USA/51.14/G,,usa,north_america,virginia,NA,2014-12-19,unknown,unknown
Washington.USA/2017363/10.17/3/G,,usa,north_america,washington,NA,2017-03-07,unknown,unknown
Massachusetts.USA/22.16/1/G,,usa,north_america,massachusetts,NA,2016-06-03,unknown,unknown
Ohio.USA/19.16/G,,usa,north_america,ohio,NA,2016-05-XX,unknown,unknown
31170197,,japan,japan_korea,japan,NA,2017-XX-XX,unknown,unknown
Massachusetts.USA/39.16/1/G,,usa,north_america,massachusetts,NA,2016-10-03,unknown,unknown
Washington.USA/2017396/19.17/4/G,,usa,north_america,washington,NA,2017-05-11,unknown,unknown
Ontario.CAN/09.17/9/G,,canada,north_america,ontario,NA,2017-02-28,unknown,unknown
Washington.USA/2017232/8.17/5/G,,usa,north_america,washington,NA,2017-02-28,unknown,unknown
Zhejiang.CHN/11.06/1,,china,china,zhejiang,NA,2006-03-16,unknown,unknown
Springdale_754/2016/G,,usa,north_america,arkansas,NA,2016-XX-XX,unknown,unknown
Massachusetts.USA/46.16/6/G,,usa,north_america,massachusetts,NA,2016-11-20,unknown,unknown
Massachusetts.USA/13.16/1/G,,usa,north_america,massachusetts,NA,2016-03-31,unknown,unknown
California.USA/40.11/G,,usa,north_america,california,NA,2011-10-08,unknown,unknown
Washington.USA/2017030/50.16/3/G,,usa,north_america,washington,NA,2016-12-12,unknown,unknown
Wisconsin.USA/24.16/G,,usa,north_america,wisconsin,NA,2016-06-XX,unknown,unknown
BritishColumbia.CAN/28.16/1/G,,canada,north_america,british_columbia,NA,2016-07-11,unknown,unknown
Massachusetts.USA/23.16/1/G,,usa,north_america,massachusetts,NA,2016-06-19,unknown,unknown
Iowa.USA/06/G,,usa,north_america,iowa,NA,2006-XX-XX,unknown,unknown
Ontario.CAN/09.17/1/G,,canada,north_america,ontario,NA,2017-02-28,unknown,unknown
BritishColumbia.CAN/24.16/5/G,,canada,north_america,british_columbia,NA,2016-06-14,unknown,unknown
Split.CRO/05.11/G,,croatia,europe,croatia,NA,2011-02-05,unknown,unknown
Massachusetts.USA/16.16/16/G,,usa,north_america,massachusetts,NA,2016-04-23,unknown,unknown
Massachusetts.USA/46.16/2/G,,usa,north_america,massachusetts,NA,2016-11-14,unknown,unknown
BritishColumbia.CAN/23.16/2/G,,canada,north_america,british_columbia,NA,2016-06-12,unknown,unknown
Ohio.USA/11.14/2/G,,usa,north_america,ohio,NA,2014-03-16,unknown,unknown
NewJersey.USA/16.14/2/G,,usa,north_america,new_jersey,NA,2014-04-28,unknown,unknown
Washington.USA/2017370/3.17/6/G,,usa,north_america,washington,NA,2017-01-19,unknown,unknown
Massachusetts.USA/11.16/6/G,,usa,north_america,massachusetts,NA,2016-03-22,unknown,unknown
Massachusetts.USA/8.16/6/G,,usa,north_america,massachusetts,NA,2016-02-27,unknown,unknown
Massachusetts.USA/17.16/2/G,,usa,north_america,massachusetts,NA,2016-04-24,unknown,unknown
31170132,,japan,japan_korea,japan,NA,2017-XX-XX,unknown,unknown
Massachusetts.USA/14.16/1/G,,usa,north_america,massachusetts,NA,2016-04-08,unknown,unknown
Missouri.USA/46.16/2/G,,usa,north_america,missouri,NA,2016-11-XX,unknown,unknown
Massachusetts.USA/10.16/13/G,,usa,north_america,massachusetts,NA,2016-03-14,unknown,unknown
Massachusetts.USA/14.16/3/G,,usa,north_america,massachusetts,NA,2016-04-12,unknown,unknown
Washington.USA/2017118/3.17/G,,usa,north_america,washington,NA,2017-01-17,unknown,unknown
Wisconsin.USA/41.06/G,,usa,north_america,wisconsin,NA,2006-10-XX,unknown,unknown
Ontario.CAN/06.17/1/G,,canada,north_america,ontario,NA,2017-02-06,unknown,unknown
Virginia.USA/10.12/H,,usa,north_america,virginia,NA,2012-03-11,unknown,unknown
Alabama.USA/15.17/G,,usa,north_america,alabama,NA,2017-04-XX,unknown,unknown
Manitoba.CAN/47.16/4/G,,canada,north_america,manitoba,NA,2016-10-25,unknown,unknown
Missouri.USA/46.16/G,,usa,north_america,missouri,NA,2016-11-XX,unknown,unknown
Massachusetts.USA/25.17/2/G,,usa,north_america,massachusetts,NA,2017-06-20,unknown,unknown
Washington.USA/2017379/5.17/11/G,,usa,north_america,washington,NA,2017-02-08,unknown,unknown
Ontario.CAN/08.17/3/G,,canada,north_america,ontario,NA,2017-02-24,unknown,unknown
BritishColumbia.CAN/13.16/G,,canada,north_america,british_columbia,NA,2016-04-01,unknown,unknown
BritishColumbia.CAN/28.16/3/G,,canada,north_america,british_columbia,NA,2016-07-12,unknown,unknown
Michigan.USA/4.16/G,,usa,north_america,michigan,NA,2016-01-26,unknown,unknown
BritishColumbia.CAN/36.16/G,,canada,north_america,british_columbia,NA,2016-09-07,unknown,unknown
Washington.USA/2017331/19.17/2/G,,usa,north_america,washington,NA,2017-05-12,unknown,unknown
Arkansas.USA/51.16/G,,usa,north_america,arkansas,NA,2016-12-16,unknown,unknown
Washington.USA/2017369/7.17/2/G,,usa,north_america,washington,NA,2017-02-22,unknown,unknown
Massachusetts.USA/22.17/7/G,,usa,north_america,massachusetts,NA,2017-06-03,unknown,unknown
Washington.USA/2017075/2.17/G,,usa,north_america,washington,NA,2017-01-11,unknown,unknown
Missouri.USA/33.17/G,,usa,north_america,missouri,NA,2017-08-XX,unknown,unknown
BritishColumbia.CAN/19.16/5/G,,canada,north_america,british_columbia,NA,2016-05-10,unknown,unknown
BritishColumbia.CAN/8.17/2/G,,canada,north_america,british_columbia,NA,2017-02-23,unknown,unknown
Massachusetts.USA/19.16/3/G,,usa,north_america,massachusetts,NA,2016-05-09,unknown,unknown
Washington.USA/2017059/1.17/G,,usa,north_america,washington,NA,2017-01-03,unknown,unknown
BritishColumbia.CAN/21.16/2/G,,canada,north_america,british_columbia,NA,2016-05-23,unknown,unknown
Washington.USA/2017195/7.17/G,,usa,north_america,washington,NA,2017-02-15,unknown,unknown
87_1005,,?,?,?,NA,?,unknown,unknown
Washington.USA/2017156/4.17/6/G,,usa,north_america,washington,NA,2017-01-31,unknown,unknown
Ontario.CAN/04.10/G,,canada,north_america,ontario,NA,2010-01-28,unknown,unknown
New_York.USA/53.09/3,,usa,north_america,new_york,NA,2010-01-07,unknown,unknown
Massachusetts.USA/16.16/17/G,,usa,north_america,massachusetts,NA,2016-04-24,unknown,unknown
Washington.USA/2017217/9.17/G,,usa,north_america,washington,NA,2017-02-28,unknown,unknown
Kansas.USA/8.17/4/G,,usa,north_america,kansas,NA,2017-02-23,unknown,unknown
Massachusetts.USA/10.16/1/G,,usa,north_america,massachusetts,NA,2016-03-07,unknown,unknown
Washington.USA/2017100/2.17/8/G,,usa,north_america,washington,NA,2017-01-12,unknown,unknown
Dunedin.NZL/32.17/G,,new_zealand,oceania,?,NA,2017-08-11,unknown,unknown
SP,,china,china,china,NA,2007-07-15,unknown,unknown
Ohio.USA/2.17/G,,usa,north_america,ohio,NA,2017-01-XX,unknown,unknown
