Accession	Virus	Strain	Segment	Originating_lab	Submitting_lab	Database
EPI1618679	yam	B/Bangladesh/1659/2019	pa	Institute Of Epidemiology Disease Control And Research (iedcr) & Bangladesh National Influenza Centre (nic)	Centers For Disease Control And Prevention	GISAID
EPI1442832	yam	B/BurkinaFaso/1459/2019	pa	Irss	Centers For Disease Control And Prevention	GISAID
EPI1088896	yam	B/Bangladesh/2008/2017	pa	Institute Of Epidemiology Disease Control And Research (iedcr) & Bangladesh National Influenza Centre (nic)	Centers For Disease Control And Prevention	GISAID
EPI1117752	yam	B/Bangladesh/712021/2017	pa	Institute Of Epidemiology Disease Control And Research (iedcr) & Bangladesh National Influenza Centre (nic)	Centers For Disease Control And Prevention	GISAID
EPI1174867	yam	B/Bangladesh/1300/2017	pa	Institute Of Epidemiology Disease Control And Research (iedcr) & Bangladesh National Influenza Centre (nic)	Centers For Disease Control And Prevention	GISAID
EPI1017852	yam	B/Bangladesh/80000/2017	pa	Institute Of Epidemiology Disease Control And Research (iedcr) & Bangladesh National Influenza Centre (nic)	Centers For Disease Control And Prevention	GISAID
EPI1409551	yam	B/Mali/80/2018	pa	Nic Lab Cvd Mali	Centers For Disease Control And Prevention	GISAID
EPI1489116	yam	B/CoteDIvoire/378/2019	pa	Pasteur Institut Of Côte D'ivoire	Centers For Disease Control And Prevention	GISAID
EPI1495302	yam	B/Bangladesh/8007/2019	pa	Institute Of Epidemiology Disease Control And Research (iedcr) & Bangladesh National Influenza Centre (nic)	Centers For Disease Control And Prevention	GISAID
EPI1442991	yam	B/Bangladesh/1002/2018	pa	Institute Of Epidemiology Disease Control And Research (iedcr) & Bangladesh National Influenza Centre (nic)	Centers For Disease Control And Prevention	GISAID
EPI1488719	yam	B/Bangladesh/4012/2019	pa	Institute Of Epidemiology Disease Control And Research (iedcr) & Bangladesh National Influenza Centre (nic)	Centers For Disease Control And Prevention	GISAID
EPI1495262	yam	B/Bangladesh/4018/2019	pa	Institute Of Epidemiology Disease Control And Research (iedcr) & Bangladesh National Influenza Centre (nic)	Centers For Disease Control And Prevention	GISAID
EPI1333478	yam	B/Bangladesh/280/2018	pa	Institute Of Epidemiology Disease Control And Research (iedcr) & Bangladesh National Influenza Centre (nic)	Centers For Disease Control And Prevention	GISAID
EPI1330114	yam	B/Bangladesh/1001/2018	pa	Institute Of Epidemiology Disease Control And Research (iedcr) & Bangladesh National Influenza Centre (nic)	Centers For Disease Control And Prevention	GISAID
EPI1167055	yam	B/Bangladesh/801/2017	pa	Institute Of Epidemiology Disease Control And Research (iedcr) & Bangladesh National Influenza Centre (nic)	Centers For Disease Control And Prevention	GISAID
EPI1261238	yam	B/AbuDhabi/46/2018	pa	Shaikh Khalifa Medical City	Centers For Disease Control And Prevention	GISAID
EPI1442936	yam	B/Bangladesh/3025/2018	pa	Institute Of Epidemiology Disease Control And Research (iedcr) & Bangladesh National Influenza Centre (nic)	Centers For Disease Control And Prevention	GISAID
EPI1180472	yam	B/AbuDhabi/26/2017	pa	Shaikh Khalifa Medical City	Centers For Disease Control And Prevention	GISAID
EPI1175390	yam	B/Maldives/1168/2017	pa	Ministry Of Health	Centers For Disease Control And Prevention	GISAID
EPI1052083	yam	B/Bangladesh/1012/2017	pa	Institute Of Epidemiology Disease Control And Research (iedcr) & Bangladesh National Influenza Centre (nic)	Centers For Disease Control And Prevention	GISAID
EPI1272332	yam	B/Mozambique/1618/2018	pa	Laboratório De Isolamento Viral	Centers For Disease Control And Prevention	GISAID
EPI1266124	yam	B/Philippines/103/2018	pa	Center For Medical Microbiology	Centers For Disease Control And Prevention	GISAID
EPI1495605	yam	B/Mali/8039/2018	pa	Nic Lab Cvd Mali	Centers For Disease Control And Prevention	GISAID
EPI1228874	yam	B/Macedonia/485/2018	pa	Institute Of Public Health (macedonia)	Centers For Disease Control And Prevention	GISAID
EPI1310050	yam	B/Stockholm/4/2018	pa		Public Health Agency Of Sweden	GISAID
EPI1281984	yam	B/Madagascar/904/2018	pa	Institut Pasteur De Madagascar	Centers For Disease Control And Prevention	GISAID
EPI1273414	yam	B/Guyane/550/2018	pa	National Influenza Center French Guiana And French Indies	Centers For Disease Control And Prevention	GISAID
EPI1745621	yam	B/Valencia/10_1629/2020	pa	Fisabio   Public Health, Generalitat Valenciana	Center For Public Health Research (csisp)	GISAID
EPI1684969	yam	B/Colombia/7437/2019	pa	Instituto Nacional De Salud De Columbia	Centers For Disease Control And Prevention	GISAID
EPI1705613	yam	B/Haiti/90163/2019	pa	Laboratoire National De Sante Publique	Centers For Disease Control And Prevention	GISAID
EPI1628944	yam	B/Wisconsin/34/2019	pa	Wisconsin State Laboratory Of Hygiene	Centers For Disease Control And Prevention	GISAID
EPI1124963	yam	B/Mozambique/468/2017	pa	Laboratório De Isolamento Viral	Centers For Disease Control And Prevention	GISAID
EPI1272269	yam	B/Congo/410/2018	pa	Inrb Service De Virologie	Centers For Disease Control And Prevention	GISAID
EPI1272253	yam	B/Congo/351/2018	pa	Inrb Service De Virologie	Centers For Disease Control And Prevention	GISAID
EPI1265864	yam	B/HongKong/1355/2018	pa	Government Virus Unit	Centers For Disease Control And Prevention	GISAID
EPI1052636	yam	B/HongKong/354/2017	pa	Government Virus Unit	Centers For Disease Control And Prevention	GISAID
EPI1124795	yam	B/Mozambique/432/2017	pa	Laboratório De Isolamento Viral	Centers For Disease Control And Prevention	GISAID
EPI1438907	yam	B/Lao/2066/2018	pa	National Center For Laboratory And Epidemiology	Centers For Disease Control And Prevention	GISAID
EPI1266024	yam	B/Kenya/121/2018	pa	Cdc Kenya	Centers For Disease Control And Prevention	GISAID
EPI1175343	yam	B/Maldives/1260/2017	pa	Ministry Of Health	Centers For Disease Control And Prevention	GISAID
EPI1228826	yam	B/Mali/39/2018	pa	Nic Lab Cvd Mali	Centers For Disease Control And Prevention	GISAID
EPI1312880	yam	B/Mali/18/2018	pa	Nic Lab Cvd Mali	Centers For Disease Control And Prevention	GISAID
EPI1259575	yam	B/Bahrain/353/2018	pa	Ministry Of Health Bahrain	Centers For Disease Control And Prevention	GISAID
EPI1383062	yam	B/HongKong/1402/2018	pa	Government Virus Unit	Centers For Disease Control And Prevention	GISAID
EPI1796947	yam	B/England/294/2019	pa	Microbiology Services Colindale, Public Health England	Microbiology Services Colindale, Public Health England	GISAID
EPI1592910	yam	B/Pakistan/1944/2019	pa	National Institute Of Health	Centers For Disease Control And Prevention	GISAID
EPI1746896	yam	B/England/200240762/2019	pa	Microbiology Services Colindale, Public Health England	Microbiology Services Colindale, Public Health England	GISAID
EPI1740777	yam	B/Jamaica/5800/2020	pa	University Of The West Indies	Centers For Disease Control And Prevention	GISAID
EPI1715092	yam	B/Afghanistan/1909/2019	pa	National Public Health Laboratory	Centers For Disease Control And Prevention	GISAID
EPI1748095	yam	B/StPetersburg/RII-3881S/2020	pa	Research Institute Of Influenza, Ministry Of Healthcare Of The Russian Federation	Who National Influenza Centre Russian Federation	GISAID
EPI1763120	yam	B/Novosibirsk/RII-26927S/2020	pa	Research Institute Of Experimental And Clinical Medicine	Who National Influenza Centre Russian Federation	GISAID
EPI517832	yam	B/NewYork/1003/1993	pb1		Other Database Import	GISAID
EPI517808	yam	B/NewYork/1000/1993	pb1		Other Database Import	GISAID
EPI517816	yam	B/NewYork/1001/1993	pb1		Other Database Import	GISAID
EPI20965	yam	B/Houston/1/1991	pb1		Other Database Import	GISAID
EPI903350	yam	B/England/243/2011	pb1	Health Protection Agency	Crick Worldwide Influenza Centre	GISAID
EPI517840	yam	B/NewYork/1004/1995	pb1		Other Database Import	GISAID
EPI517824	yam	B/NewYork/1002/1993	pb1		Other Database Import	GISAID
EPI5417	yam	B/Yamagata/16/1988	pb1		Other Database Import	GISAID
EPI3629	yam	B/Panama/45/1990	pb1		Other Database Import	GISAID
EPI51892	yam	B/HongKong/3/1992	pb1		Other Database Import	GISAID
EPI5389	yam	B/Beijing/184/1993	pb1		Other Database Import	GISAID
EPI56406	yam	B/California/2/1994	pb1		Other Database Import	GISAID
EPI6192	yam	B/Harbin/7/1994	pb1		Other Database Import	GISAID
EPI56444	yam	B/Singapore/11/1994	pb1		Other Database Import	GISAID
EPI52006	yam	B/Wellington/1/1994	pb1		Other Database Import	GISAID
EPI481854	yam	B/Victoria/108/2002	pb1		Other Database Import	GISAID
EPI56064	yam	B/Argentina/132/2001	pb1		Other Database Import	GISAID
EPI13363	yam	B/UlanUde/4/2002	pb1		Other Database Import	GISAID
EPI13361	yam	B/HongKong/557/2000	pb1		Other Database Import	GISAID
EPI481866	yam	B/Victoria/142/2002	pb1		Other Database Import	GISAID
EPI481874	yam	B/Victoria/353/2002	pb1		Other Database Import	GISAID
EPI481846	yam	B/Victoria/341/2002	pb1	Royal Chidrens Hospital	Other Database Import	GISAID
EPI374381	yam	B/Malaysia/30397/2004	pb1		Other Database Import	GISAID
EPI481886	yam	B/Victoria/500/2003	pb1		Other Database Import	GISAID
EPI159960	yam	B/Florida/7/2004	pb1		Other Database Import	GISAID
EPI338063	yam	B/NewJersey/NHRC0001/2005	pb1		Other Database Import	GISAID
EPI482006	yam	B/Christchurch/33/2004	pb1		Other Database Import	GISAID
EPI478100	yam	B/Christchurch/8/2005	pb1		Other Database Import	GISAID
EPI481982	yam	B/Victoria/109/2004	pb1		Other Database Import	GISAID
EPI519033	yam	B/NewYork/1082/2005	pb1		Other Database Import	GISAID
EPI482222	yam	B/Brisbane/5/2004	pb1		Other Database Import	GISAID
EPI482349	yam	B/Brisbane/18/2004	pb1		Other Database Import	GISAID
EPI481894	yam	B/Townsville/1/2003	pb1		Other Database Import	GISAID
EPI50943	yam	B/Egypt/2040/2004	pb1		Other Database Import	GISAID
EPI481918	yam	B/Victoria/108/2004	pb1		Other Database Import	GISAID
EPI482938	yam	B/Sydney/26/2005	pb1		Other Database Import	GISAID
EPI478093	yam	B/Christchurch/4/2005	pb1		Other Database Import	GISAID
EPI482549	yam	B/Wellington/16/2005	pb1		Other Database Import	GISAID
EPI482994	yam	B/Newcastle/1/2005	pb1		Other Database Import	GISAID
EPI483026	yam	B/Brisbane/104/2005	pb1		Other Database Import	GISAID
EPI482874	yam	B/Sydney/23/2005	pb1		Other Database Import	GISAID
EPI339040	yam	B/California/NHRC0002/2006	pb1		Other Database Import	GISAID
EPI338920	yam	B/California/NHRC0006/2005	pb1		Other Database Import	GISAID
EPI483538	yam	B/Victoria/511/2007	pb1	Monash Medical Centre	Other Database Import	GISAID
EPI400985	yam	B/Taiwan/2563/2008	pb1		Other Database Import	GISAID
EPI175801	yam	B/Managua/484702/2008	pb1		Other Database Import	GISAID
EPI483666	yam	B/Brisbane/2/2008	pb1		Other Database Import	GISAID
EPI483658	yam	B/Brisbane/1/2008	pb1	Queensland Health Scientific Services	Other Database Import	GISAID
EPI483186	yam	B/Auckland/1/2007	pb1	Auckland Hospital	Other Database Import	GISAID
EPI478170	yam	B/Sydney/204/2006	pb1		Other Database Import	GISAID
EPI483130	yam	B/Sydney/209/2006	pb1		Other Database Import	GISAID
EPI483114	yam	B/Sydney/507/2006	pb1		Other Database Import	GISAID
EPI374557	yam	B/Malaysia/1759914/2007	pb1		Other Database Import	GISAID
EPI483650	yam	B/Brisbane/31/2007	pb1		Other Database Import	GISAID
EPI374517	yam	B/Malaysia/1712152/2007	pb1		Other Database Import	GISAID
EPI374581	yam	B/Malaysia/1818085/2007	pb1		Other Database Import	GISAID
EPI160056	yam	B/Taiwan/3001/2006	pb1		Other Database Import	GISAID
EPI483034	yam	B/Brisbane/105/2005	pb1		Other Database Import	GISAID
EPI482978	yam	B/Brisbane/93/2005	pb1		Other Database Import	GISAID
EPI483002	yam	B/Brisbane/100/2005	pb1		Other Database Import	GISAID
EPI482970	yam	B/Brisbane/86/2005	pb1		Other Database Import	GISAID
EPI482541	yam	B/Waikato/20/2005	pb1		Other Database Import	GISAID
EPI482580	yam	B/Waikato/49/2005	pb1		Other Database Import	GISAID
EPI483106	yam	B/Waikato/1/2006	pb1		Other Database Import	GISAID
EPI483050	yam	B/Brisbane/4/2006	pb1		Other Database Import	GISAID
EPI136943	yam	B/Mississippi/UR06-0031/2007	pb1		Other Database Import	GISAID
EPI518609	yam	B/NewYork/1123/2007	pb1		Other Database Import	GISAID
EPI483178	yam	B/Christchurch/1002/2007	pb1		Other Database Import	GISAID
EPI483610	yam	B/Brisbane/28/2007	pb1		Other Database Import	GISAID
EPI482684	yam	B/Townsville/11/2005	pb1		Other Database Import	GISAID
EPI483018	yam	B/Victoria/531/2005	pb1		Other Database Import	GISAID
EPI483010	yam	B/Victoria/530/2005	pb1		Other Database Import	GISAID
EPI482460	yam	B/Brisbane/2/2005	pb1		Other Database Import	GISAID
EPI482477	yam	B/Christchurch/28/2005	pb1		Other Database Import	GISAID
EPI482525	yam	B/Brisbane/4/2005	pb1		Other Database Import	GISAID
EPI482509	yam	B/Sydney/2/2005	pb1		Other Database Import	GISAID
EPI483458	yam	B/Victoria/506/2007	pb1	Monash Medical Centre	Other Database Import	GISAID
EPI483146	yam	B/Brisbane/1/2007	pb1	Queensland Health Scientific Services	Other Database Import	GISAID
EPI483162	yam	B/Brisbane/3/2007	pb1	Queensland Health Scientific Services	Other Database Import	GISAID
EPI395218	yam	B/Massachusetts/2/2012	pb1	Centers For Disease Control And Prevention	Centers For Disease Control And Prevention	GISAID
EPI905832	yam	B/Guyane/308/2012	pb1	Institut Pasteur	Crick Worldwide Influenza Centre	GISAID
EPI718360	yam	B/SouthAuckland/29/2012	pb1		Other Database Import	GISAID
EPI905756	yam	B/Norway/1864/2012	pb1	Who National Influenza Centre	Crick Worldwide Influenza Centre	GISAID
EPI905711	yam	B/Guyane/1307/2012	pb1	Crr Virus Influenza Region Sud	Crick Worldwide Influenza Centre	GISAID
EPI905726	yam	B/Johannesburg/3009/2012	pb1	Sandringham, National Institute For Communicable D	Crick Worldwide Influenza Centre	GISAID
EPI718408	yam	B/Perth/14/2012	pb1		Other Database Import	GISAID
EPI727181	yam	B/Singapore/En428/2013	pb1		Other Database Import	GISAID
EPI477573	yam	B/Southaustralia/12/2013	pb1	Institute Of Medical And Veterinary Science (imvs)	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI517270	yam	B/Boston/YGB_01020/2013	pb1		Other Database Import	GISAID
EPI905844	yam	B/HongKong/3611/2012	pb1	Government Virus Unit	Crick Worldwide Influenza Centre	GISAID
EPI720243	yam	B/Sydney/3/2013	pb1		Other Database Import	GISAID
EPI720347	yam	B/Perth/501/2013	pb1		Other Database Import	GISAID
EPI905747	yam	B/Tucuman/A285/2012	pb1	Instituto Nacional De Enfermedades Infecciosas	Crick Worldwide Influenza Centre	GISAID
EPI517198	yam	B/Chicago/YGB_04010/2013	pb1		Other Database Import	GISAID
EPI729326	yam	B/Tasmania/7/2014	pb1		Other Database Import	GISAID
EPI477538	yam	B/Brisbane/113/2012	pb1	Queensland Health Scientific Services	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI629444	yam	B/Lao/110/2015	pb1	National Center For Laboratory And Epidemiology	Centers For Disease Control And Prevention	GISAID
EPI719874	yam	B/Brisbane/149/2012	pb1		Other Database Import	GISAID
EPI727608	yam	B/Darwin/19/2014	pb1		Other Database Import	GISAID
EPI374253	yam	B/Malaysia/11169/1996	pb1		Other Database Import	GISAID
EPI374325	yam	B/Malaysia/13494/1997	pb1		Other Database Import	GISAID
EPI55931	yam	B/Singapore/35/1998	pb1		Other Database Import	GISAID
EPI374269	yam	B/Malaysia/13367/1997	pb1		Other Database Import	GISAID
EPI374309	yam	B/Malaysia/13395/1997	pb1		Other Database Import	GISAID
EPI374317	yam	B/Malaysia/13396/1997	pb1		Other Database Import	GISAID
EPI374285	yam	B/Malaysia/13696/1997	pb1		Other Database Import	GISAID
EPI50184	yam	B/Temple/B8/1999	pb1		Other Database Import	GISAID
EPI50241	yam	B/Houston/B15/1999	pb1		Other Database Import	GISAID
EPI55853	yam	B/Houston/B60/1997	pb1		Other Database Import	GISAID
EPI50093	yam	B/Houston/B61/1997	pb1		Other Database Import	GISAID
EPI50112	yam	B/Houston/B63/1997	pb1		Other Database Import	GISAID
EPI517960	yam	B/NewYork/1019/1999	pb1		Other Database Import	GISAID
EPI51057	yam	B/Brazil/975/2000	pb1		Other Database Import	GISAID
EPI50146	yam	B/Temple/B3/1999	pb1		Other Database Import	GISAID
EPI5419	yam	B/Yamanashi/166/1998	pb1		Other Database Import	GISAID
EPI50074	yam	B/Houston/B56/1997	pb1		Other Database Import	GISAID
EPI50000	yam	B/Houston/B65/1998	pb1		Other Database Import	GISAID
EPI50962	yam	B/Florida/2/1998	pb1		Other Database Import	GISAID
EPI374213	yam	B/Malaysia/6535/1995	pb1		Other Database Import	GISAID
EPI374301	yam	B/Malaysia/11721/1997	pb1		Other Database Import	GISAID
EPI517888	yam	B/NewYork/1010/1995	pb1		Other Database Import	GISAID
EPI517896	yam	B/NewYork/1011/1995	pb1		Other Database Import	GISAID
EPI517904	yam	B/NewYork/1012/1995	pb1		Other Database Import	GISAID
EPI517928	yam	B/NewYork/1015/1996	pb1		Other Database Import	GISAID
EPI517920	yam	B/NewYork/1014/1996	pb1		Other Database Import	GISAID
EPI517936	yam	B/NewYork/1016/1996	pb1		Other Database Import	GISAID
EPI374261	yam	B/Malaysia/11185/1996	pb1		Other Database Import	GISAID
EPI51417	yam	B/Singapore/22/1998	pb1		Other Database Import	GISAID
EPI374221	yam	B/Malaysia/10837/1996	pb1		Other Database Import	GISAID
EPI50867	yam	B/Alaska/12/1996	pb1		Other Database Import	GISAID
EPI374229	yam	B/Malaysia/10928/1996	pb1		Other Database Import	GISAID
EPI374245	yam	B/Malaysia/11087/1996	pb1		Other Database Import	GISAID
EPI173830	yam	B/NewYork/347/1999	pb1		Other Database Import	GISAID
EPI374237	yam	B/Malaysia/10941/1996	pb1		Other Database Import	GISAID
