Accession	Virus	Strain	Segment	Originating_lab	Submitting_lab	Database
EPI1017841	vic	B/Bangladesh/3004/2017	np	Institute Of Epidemiology Disease Control And Research (iedcr) & Bangladesh National Influenza Centre (nic)	Centers For Disease Control And Prevention	GISAID
EPI1052096	vic	B/Bangladesh/1003/2017	np	Institute Of Epidemiology Disease Control And Research (iedcr) & Bangladesh National Influenza Centre (nic)	Centers For Disease Control And Prevention	GISAID
EPI1088923	vic	B/Bangladesh/3028/2017	np	Institute Of Epidemiology Disease Control And Research (iedcr) & Bangladesh National Influenza Centre (nic)	Centers For Disease Control And Prevention	GISAID
EPI1488736	vic	B/Bangladesh/4016/2019	np	Institute Of Epidemiology Disease Control And Research (iedcr) & Bangladesh National Influenza Centre (nic)	Centers For Disease Control And Prevention	GISAID
EPI1167081	vic	B/Bangladesh/1328/2017	np	Institute Of Epidemiology Disease Control And Research (iedcr) & Bangladesh National Influenza Centre (nic)	Centers For Disease Control And Prevention	GISAID
EPI1107530	vic	B/Bangladesh/702014/2017	np	Institute Of Epidemiology Disease Control And Research (iedcr) & Bangladesh National Influenza Centre (nic)	Centers For Disease Control And Prevention	GISAID
EPI1183186	vic	B/HongKong/8206/2017	np	Government Virus Unit	Centers For Disease Control And Prevention	GISAID
EPI1053072	vic	B/Choibalsan/1738/2017	np	National Center For Communicable Diseases	Centers For Disease Control And Prevention	GISAID
EPI995412	vic	B/Kanagawa/IC41/2016	np	National Institute Of Infectious Diseases (niid)	National Institute Of Infectious Diseases (niid)	GISAID
EPI863203	vic	B/Nosybe/5221/2016	np	Institut Pasteur De Madagascar	Centers For Disease Control And Prevention	GISAID
EPI892311	vic	B/Philippines/747/2016	np	Center For Medical Microbiology	Centers For Disease Control And Prevention	GISAID
EPI834756	vic	B/Lebanon/1052/2016	np		Centers For Disease Control And Prevention	GISAID
EPI826090	vic	B/Mali/104/2016	np	Nic Lab Cvd Mali	Centers For Disease Control And Prevention	GISAID
EPI826058	vic	B/Mali/75/2016	np	Nic Lab Cvd Mali	Centers For Disease Control And Prevention	GISAID
EPI1362508	vic	B/Santiago/107979/2018	np	Instituto De Salud Publica De Chile 	Centers For Disease Control And Prevention	GISAID
EPI830846	vic	B/Ecuador/555/2016	np	Inspi	Centers For Disease Control And Prevention	GISAID
EPI834194	vic	B/Brazil/5247/2016	np	Instituto Adolfo Lutz	Centers For Disease Control And Prevention	GISAID
EPI1052649	vic	B/HongKong/269/2017	np	Government Virus Unit	Centers For Disease Control And Prevention	GISAID
EPI1196505	vic	B/HongKong/931/2017	np	Government Virus Unit	Centers For Disease Control And Prevention	GISAID
EPI1052665	vic	B/HongKong/286/2017	np	Government Virus Unit	Centers For Disease Control And Prevention	GISAID
EPI1362546	vic	B/Bangkok/129/2018	np	Thai National Influenza Center	Centers For Disease Control And Prevention	GISAID
EPI1439137	vic	B/Louisiana/16/2019	np	Louisiana Department Of Health And Hospitals	Centers For Disease Control And Prevention	GISAID
EPI694931	vic	B/Florida/78/2015	np	Florida Department Of Health Jacksonville	Centers For Disease Control And Prevention	GISAID
EPI668509	vic	B/Washington/64/2015	np	Washington State Public Health Laboratory	Centers For Disease Control And Prevention	GISAID
EPI1018033	vic	B/Lao/743/2017	np	National Center For Laboratory And Epidemiology	Centers For Disease Control And Prevention	GISAID
EPI1020460	vic	B/Lao/324/2017	np	National Center For Laboratory And Epidemiology	Centers For Disease Control And Prevention	GISAID
EPI834058	vic	B/Oman/4957/2016	np	Central Public Health Laboratory, Ministry Of Health	Centers For Disease Control And Prevention	GISAID
EPI863195	vic	B/Antananarivo/3664/2016	np	Institut Pasteur De Madagascar	Centers For Disease Control And Prevention	GISAID
EPI1206892	vic	B/Congo/391/2017	np	Inrb Service De Virologie	Centers For Disease Control And Prevention	GISAID
EPI1141306	vic	B/Philippines/875/2017	np	Center For Medical Microbiology	Centers For Disease Control And Prevention	GISAID
EPI908532	vic	B/HongKong/7/2017	np	Government Virus Unit	Centers For Disease Control And Prevention	GISAID
EPI875388	vic	B/Singapore/KK1109/2016	np	Ministry Of Health, Singapore	Ministry Of Health, Singapore	GISAID
EPI1141361	vic	B/Philippines/838/2017	np	Center For Medical Microbiology	Centers For Disease Control And Prevention	GISAID
EPI1081555	vic	B/Kazakhstan/169/2017	np	Csee	Centers For Disease Control And Prevention	GISAID
EPI1081547	vic	B/Kazakhstan/128/2017	np	Csee	Centers For Disease Control And Prevention	GISAID
EPI1052681	vic	B/HongKong/348/2017	np	Government Virus Unit	Centers For Disease Control And Prevention	GISAID
EPI1244484	vic	B/Nagasaki/635/2018	np	Nagasaki Prefectural Institute For Environment Research And Public Health	National Institute Of Infectious Diseases (niid)	GISAID
EPI1145645	vic	B/Singapore/GP2419/2017	np	Ministry Of Health, Singapore	Ministry Of Health, Singapore	GISAID
EPI994754	vic	B/Maldives/49/2017	np	Ministry Of Health	Centers For Disease Control And Prevention	GISAID
EPI1094273	vic	B/Lao/2152/2017	np	National Center For Laboratory And Epidemiology	Centers For Disease Control And Prevention	GISAID
EPI1089054	vic	B/Bolivia/1919/2017	np	Instituto Nacional De Laboratoriosde Salud (inlasa)	Centers For Disease Control And Prevention	GISAID
EPI672002	vic	B/California/103/2015	np	California Department Of Health Services	Centers For Disease Control And Prevention	GISAID
EPI1085499	vic	B/CostaRica/9213/2017	np	Laboratorio Nacional De Influenza	Centers For Disease Control And Prevention	GISAID
EPI651971	vic	B/Argentina/11461/2015	np	Cemic University Hospital	Centers For Disease Control And Prevention	GISAID
EPI1023315	vic	B/Singapore/GP0531/2017	np	Ministry Of Health, Singapore	Ministry Of Health, Singapore	GISAID
EPI1365794	vic	B/TimorLeste/41/2018	np	Laboratório Nacional Da Saúde	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI1365802	vic	B/TimorLeste/52/2018	np	Laboratório Nacional Da Saúde	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI784516	vic	B/Singapore/INFGP-16-0980/2016	np	Ministry Of Health, Singapore	Ministry Of Health, Singapore	GISAID
EPI784442	vic	B/Singapore/INFTT-16-0626/2016	np	Ministry Of Health, Singapore	Ministry Of Health, Singapore	GISAID
EPI1056578	vic	B/BayanOlgii/1472/2017	np	National Center For Communicable Diseases	Centers For Disease Control And Prevention	GISAID
EPI872452	vic	B/Honduras/9056/2016	np	Laboratorio Nacional De Virologia	Centers For Disease Control And Prevention	GISAID
EPI1196498	vic	B/HongKong/728/2017	np	Government Virus Unit	Centers For Disease Control And Prevention	GISAID
EPI854505	vic	B/Missouri/9/2016	np	Missouri Department. Of Health & Senior Services	Centers For Disease Control And Prevention	GISAID
EPI1023355	vic	B/Singapore/EN0391/2017	np	Ministry Of Health, Singapore	Ministry Of Health, Singapore	GISAID
EPI995404	vic	B/Kanagawa/AC26/2016	np	National Institute Of Infectious Diseases (niid)	National Institute Of Infectious Diseases (niid)	GISAID
EPI908396	vic	B/Kenya/112/2016	np	Cdc Kenya	Centers For Disease Control And Prevention	GISAID
EPI854466	vic	B/Lao/2392/2016	np	National Center For Laboratory And Epidemiology	Centers For Disease Control And Prevention	GISAID
EPI825564	vic	B/HongKong/1149/2016	np	Government Virus Unit	Centers For Disease Control And Prevention	GISAID
EPI958207	vic	B/Pakistan/1390/2016	np	National Institute Of Health	Centers For Disease Control And Prevention	GISAID
EPI745163	vic	B/Lao/426/2015	np	National Center For Laboratory And Epidemiology	Centers For Disease Control And Prevention	GISAID
EPI972042	vic	B/Kazakhstan/43/2016	np	Csee	Centers For Disease Control And Prevention	GISAID
EPI708724	vic	B/Chanthaburi/598/2015	np	Who National Influenza Centre, National Institute Of Medical Research (nimr)	Centers For Disease Control And Prevention	GISAID
EPI872368	vic	B/Lao/3157/2016	np	National Center For Laboratory And Epidemiology	Centers For Disease Control And Prevention	GISAID
EPI1082400	vic	B/Congo/95/2017	np	Inrb Service De Virologie	Centers For Disease Control And Prevention	GISAID
EPI753798	vic	B/Cambodia/1287/2015	np	National Public Health Laboratory	Centers For Disease Control And Prevention	GISAID
EPI1246709	vic	B/Oman/2016/2018	np	Central Public Health Laboratory, Ministry Of Health	Centers For Disease Control And Prevention	GISAID
EPI1056881	vic	B/Bangladesh/3007/2017	np	Institute Of Epidemiology Disease Control And Research (iedcr) & Bangladesh National Influenza Centre (nic)	Centers For Disease Control And Prevention	GISAID
EPI1265877	vic	B/HongKong/1356/2018	np	Government Virus Unit	Centers For Disease Control And Prevention	GISAID
EPI1317387	vic	B/Maldives/945/2018	np	Ministry Of Health	Centers For Disease Control And Prevention	GISAID
EPI1259594	vic	B/Bahrain/323/2018	np	Ministry Of Health Bahrain	Centers For Disease Control And Prevention	GISAID
EPI1362666	vic	B/Kuwait/8794/2018	np	Public Health Laboratory, Virology Unit	Centers For Disease Control And Prevention	GISAID
EPI1443113	vic	B/Bangladesh/9004/2018	np	Institute Of Epidemiology Disease Control And Research (iedcr) & Bangladesh National Influenza Centre (nic)	Centers For Disease Control And Prevention	GISAID
EPI1324301	vic	B/Maryland/29/2018	np	Maryland Department Of Health And Mental Hygiene	Centers For Disease Control And Prevention	GISAID
EPI1320607	vic	B/Maryland/27/2018	np	Maryland Department Of Health And Mental Hygiene	Centers For Disease Control And Prevention	GISAID
EPI1438792	vic	B/Virginia/8/2019	np	Virginia Division Of Consolidated Laboratories	Centers For Disease Control And Prevention	GISAID
EPI1326345	vic	B/Sweden/60/2018	np		Public Health Agency Of Sweden	GISAID
EPI1434068	vic	B/AbuDhabi/27/2019	np	Shaikh Khalifa Medical City	Centers For Disease Control And Prevention	GISAID
EPI1175269	vic	B/Maldives/1291/2017	np	Ministry Of Health	Centers For Disease Control And Prevention	GISAID
EPI1386614	vic	B/Peru/3118/2018	np	Us Namru 6	Centers For Disease Control And Prevention	GISAID
EPI1211698	vic	B/Bolivia/1281/2017	np	Cenetrop	Centers For Disease Control And Prevention	GISAID
EPI1076078	vic	B/Sweden/5/2017	np		Public Health Agency Of Sweden	GISAID
EPI841563	vic	B/Lund/3/2016	np		Swedish Institute For Infectious Disease Control	GISAID
EPI1023379	vic	B/Singapore/KK0272/2017	np	Ministry Of Health, Singapore	Ministry Of Health, Singapore	GISAID
EPI908540	vic	B/HongKong/21/2017	np	Government Virus Unit	Centers For Disease Control And Prevention	GISAID
EPI1107546	vic	B/Bangladesh/31266/2017	np	Institute Of Epidemiology Disease Control And Research (iedcr) & Bangladesh National Influenza Centre (nic)	Centers For Disease Control And Prevention	GISAID
EPI908388	vic	B/Kenya/111/2016	np	Cdc Kenya	Centers For Disease Control And Prevention	GISAID
EPI1174880	vic	B/Bangladesh/1294/2017	np	Institute Of Epidemiology Disease Control And Research (iedcr) & Bangladesh National Influenza Centre (nic)	Centers For Disease Control And Prevention	GISAID
EPI1386494	vic	B/Bahrain/652/2018	np	Ministry Of Health Bahrain	Centers For Disease Control And Prevention	GISAID
EPI1594595	vic	B/Singapore/KK0279/2019	np	Ministry Of Health, Singapore	Ministry Of Health, Singapore	GISAID
EPI1383334	vic	B/HongKong/1410/2018	np	Government Virus Unit	Centers For Disease Control And Prevention	GISAID
EPI1094249	vic	B/PuertoRico/39/2017	np	Puerto Rico Department Of Health	Centers For Disease Control And Prevention	GISAID
EPI826042	vic	B/Wisconsin/44/2016	np	Wisconsin State Laboratory Of Hygiene	Centers For Disease Control And Prevention	GISAID
EPI892412	vic	B/Maryland/15/2016	np	Maryland Department Of Health And Mental Hygiene	Centers For Disease Control And Prevention	GISAID
EPI739603	vic	B/Arkansas/6/2016	np	Arkansas Department Of Health	Centers For Disease Control And Prevention	GISAID
EPI943725	vic	B/Iowa/6/2017	np	Iowa State Hygienic Laboratory	Centers For Disease Control And Prevention	GISAID
EPI1228887	vic	B/Macedonia/494/2018	np	Institute Of Public Health (macedonia)	Centers For Disease Control And Prevention	GISAID
EPI1592863	vic	B/Pakistan/107/2019	np	National Institute Of Health	Centers For Disease Control And Prevention	GISAID
EPI1429072	vic	B/NorthDakota/7/2019	np	North Dakota Department Of Health	Centers For Disease Control And Prevention	GISAID
EPI1124427	vic	B/Connecticut/52/2017	np	Connecticut Department. Of Public Health	Centers For Disease Control And Prevention	GISAID
EPI1665020	vic	B/Chile/8427/2019	np	Instituto De Salud Publica De Chile	Centers For Disease Control And Prevention	GISAID
EPI1489522	vic	B/Mozambique/203/2019	np	Laboratório De Isolamento Viral	Centers For Disease Control And Prevention	GISAID
EPI1442941	vic	B/Maine/10/2019	np	Maine Health And Environmental Testing Laboratory	Centers For Disease Control And Prevention	GISAID
EPI1257447	vic	B/DistrictOfColumbia/14/2018	np	Dc Public Health Lab	Centers For Disease Control And Prevention	GISAID
EPI1273355	vic	B/PuntaArenas/58278/2018	np	Instituto De Salud Publica De Chile 	Centers For Disease Control And Prevention	GISAID
EPI1272129	vic	B/HongKong/1301/2018	np	Government Virus Unit	Centers For Disease Control And Prevention	GISAID
EPI1650766	vic	B/Argentina/2802/2019	np	Instituto Nacional De Enfermedades Infecciosas	Centers For Disease Control And Prevention	GISAID
EPI1386699	vic	B/HongKong/1400/2018	np	Hong Kong Department Of Health	Centers For Disease Control And Prevention	GISAID
EPI1317607	vic	B/SouthAfrica/VW0610/2018	np	National Institute For Communicable Disease	Centers For Disease Control And Prevention	GISAID
EPI1317503	vic	B/SouthAfrica/VW0527/2018	np	National Institute For Communicable Disease	Centers For Disease Control And Prevention	GISAID
EPI1317639	vic	B/SouthAfrica/VW0622/2018	np	National Institute For Communicable Disease	Centers For Disease Control And Prevention	GISAID
EPI1324427	vic	B/Kentucky/27/2018	np	Kentucky Division Of Laboratory Services	Centers For Disease Control And Prevention	GISAID
EPI1000291	vic	B/Louisiana/10/2017	np	Louisiana Department Of Health And Hospitals	Other Database Import	GISAID
EPI1089023	vic	B/Bolivia/1728/2017	np	Instituto Nacional De Laboratoriosde Salud (inlasa)	Centers For Disease Control And Prevention	GISAID
EPI1199119	vic	B/England/159/2017	np	Microbiology Services Colindale, Public Health England	Microbiology Services Colindale, Public Health England	GISAID
EPI1278376	vic	B/Paraguay/4209/2018	np	Central Laboratory Of Public Health	Centers For Disease Control And Prevention	GISAID
EPI1312986	vic	B/Brazil/4835/2018	np	Instituto Adolfo Lutz	Centers For Disease Control And Prevention	GISAID
EPI1257254	vic	B/Bolivia/350/2018	np	Cenetrop	Centers For Disease Control And Prevention	GISAID
EPI1247018	vic	B/Argentina/9/2018	np	Instituto Nacional De Enfermedades Infecciosas	Centers For Disease Control And Prevention	GISAID
EPI1175229	vic	B/Peru/7917/2017	np	Us Namru 6	Centers For Disease Control And Prevention	GISAID
EPI1273531	vic	B/Santiago/51375/2018	np	Instituto De Salud Publica De Chile 	Centers For Disease Control And Prevention	GISAID
EPI1347972	vic	B/Honduras/2870/2018	np	Laboratorio Nacional De Virologia	Centers For Disease Control And Prevention	GISAID
EPI1000297	vic	B/Colorado/6/2017	np	Colorado Department Of Health Lab	Other Database Import	GISAID
EPI1239500	vic	B/Kazakhstan/346/2018	np	Csee	Centers For Disease Control And Prevention	GISAID
EPI1105469	vic	B/Barbados/2087/2017	np	Caribbean Epidemiology Center	Centers For Disease Control And Prevention	GISAID
EPI1273419	vic	B/Guyane/542/2018	np	National Influenza Center French Guiana And French Indies	Centers For Disease Control And Prevention	GISAID
EPI1137411	vic	B/Suriname/2309/2017	np	Institute For Biomedical Sciences	Centers For Disease Control And Prevention	GISAID
EPI1317583	vic	B/Suriname/281/2018	np	Institute For Biomedical Sciences	Centers For Disease Control And Prevention	GISAID
EPI1259656	vic	B/Hawaii/22/2018	np	State Of Hawaii Department Of Health	Centers For Disease Control And Prevention	GISAID
EPI1653487	vic	B/Palmas/19015480-IAL/2019	np	Instituto Adolfo Lutz	Centers For Disease Control And Prevention	GISAID
EPI1603875	vic	B/Bolivia/663/2019	np	Cenetrop	Centers For Disease Control And Prevention	GISAID
EPI1752162	vic	B/Argentina/100/2020	np	Instituto Nacional De Enfermedades Infecciosas	Centers For Disease Control And Prevention	GISAID
EPI956755	vic	B/NewCaledonia/76/2015	np	Institut Pasteur New Caledonia	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI843439	vic	B/Bangladesh/1012/2016	np	Institute Of Epidemiology Disease Control And Research (iedcr) & Bangladesh National Influenza Centre (nic)	Centers For Disease Control And Prevention	GISAID
EPI863362	vic	B/Bangladesh/8002/2016	np	Institute Of Epidemiology Disease Control And Research (iedcr) & Bangladesh National Influenza Centre (nic)	Centers For Disease Control And Prevention	GISAID
