Accession	Virus	Author	Publication_Title	Journal	Database
MG642065	RSV-B	Shabman,R., Fedorova,N., Puri,V., Shrivastava,S., Amedeo,P., Isom,R., Hu,L., Pickett,B., Novotny,M., Durbin,A., Rocchi,I., Williams,T., Hall,C.B., Tesini,B.L., Schnabel,K.C., Walsh,E.E. and Caserta,M.	Direct Submission	Submitted (05-DEC-2017) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	ViPR-BRC, Genbank
MG642054	RSV-B	Shabman,R., Fedorova,N., Puri,V., Shrivastava,S., Amedeo,P., Isom,R., Hu,L., Pickett,B., Novotny,M., Durbin,A., Rocchi,I., Williams,T., Hall,C.B., Tesini,B.L., Schnabel,K.C., Walsh,E.E. and Caserta,M.	Direct Submission	Submitted (05-DEC-2017) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	ViPR-BRC, Genbank
MG642047	RSV-B	Shabman,R., Fedorova,N., Puri,V., Shrivastava,S., Amedeo,P., Isom,R., Hu,L., Pickett,B., Novotny,M., Durbin,A., Rocchi,I., Williams,T., Hall,C.B., Tesini,B.L., Schnabel,K.C., Walsh,E.E. and Caserta,M.	Direct Submission	Submitted (05-DEC-2017) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	ViPR-BRC, Genbank
MG642043	RSV-B	Shabman,R., Fedorova,N., Puri,V., Shrivastava,S., Amedeo,P., Isom,R., Hu,L., Pickett,B., Novotny,M., Durbin,A., Rocchi,I., Williams,T., Hall,C.B., Tesini,B.L., Schnabel,K.C., Walsh,E.E. and Caserta,M.	Direct Submission	Submitted (05-DEC-2017) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	ViPR-BRC, Genbank
MG642037	RSV-B	Shabman,R., Fedorova,N., Puri,V., Shrivastava,S., Amedeo,P., Isom,R., Hu,L., Pickett,B., Novotny,M., Durbin,A., Rocchi,I., Williams,T., Hall,C.B., Tesini,B.L., Schnabel,K.C., Walsh,E.E. and Caserta,M.	Direct Submission	Submitted (05-DEC-2017) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	ViPR-BRC, Genbank
MG642045	RSV-B	Shabman,R., Fedorova,N., Puri,V., Shrivastava,S., Amedeo,P., Isom,R., Hu,L., Pickett,B., Novotny,M., Durbin,A., Rocchi,I., Williams,T., Hall,C.B., Tesini,B.L., Schnabel,K.C., Walsh,E.E. and Caserta,M.	Direct Submission	Submitted (05-DEC-2017) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	ViPR-BRC, Genbank
MG642025	RSV-B	Shabman,R., Fedorova,N., Puri,V., Shrivastava,S., Amedeo,P., Isom,R., Hu,L., Pickett,B., Novotny,M., Durbin,A., Rocchi,I., Williams,T., Hall,C.B., Tesini,B.L., Schnabel,K.C., Walsh,E.E. and Caserta,M.	Direct Submission	Submitted (05-DEC-2017) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	ViPR-BRC, Genbank
MG642044	RSV-B	Shabman,R., Fedorova,N., Puri,V., Shrivastava,S., Amedeo,P., Isom,R., Hu,L., Pickett,B., Novotny,M., Durbin,A., Rocchi,I., Williams,T., Hall,C.B., Tesini,B.L., Schnabel,K.C., Walsh,E.E. and Caserta,M.	Direct Submission	Submitted (05-DEC-2017) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	ViPR-BRC, Genbank
MG642059	RSV-B	Shabman,R., Fedorova,N., Puri,V., Shrivastava,S., Amedeo,P., Isom,R., Hu,L., Pickett,B., Novotny,M., Durbin,A., Rocchi,I., Williams,T., Hall,C.B., Tesini,B.L., Schnabel,K.C., Walsh,E.E. and Caserta,M.	Direct Submission	Submitted (05-DEC-2017) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	ViPR-BRC, Genbank
MF185751	RSV-B	Levitz,R., Gao,Y., Dozmorov,I., Song,R., Wakeland,E.K. and Kahn,J.S.	Distinct patterns of innate immune activation by clinical isolates of respiratory syncytial virus	PLoS ONE 12 (9), E0184318 (2017)	ViPR-BRC, Genbank
MF185754	RSV-B	Levitz,R., Gao,Y., Dozmorov,I., Song,R., Wakeland,E.K. and Kahn,J.S.	Distinct patterns of innate immune activation by clinical isolates of respiratory syncytial virus	PLoS ONE 12 (9), E0184318 (2017)	ViPR-BRC, Genbank
MG642057	RSV-B	Shabman,R., Fedorova,N., Puri,V., Shrivastava,S., Amedeo,P., Isom,R., Hu,L., Pickett,B., Novotny,M., Durbin,A., Rocchi,I., Williams,T., Hall,C.B., Tesini,B.L., Schnabel,K.C., Walsh,E.E. and Caserta,M.	Direct Submission	Submitted (05-DEC-2017) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	ViPR-BRC, Genbank
MG642027	RSV-B	Shabman,R., Fedorova,N., Puri,V., Shrivastava,S., Amedeo,P., Isom,R., Hu,L., Pickett,B., Novotny,M., Durbin,A., Rocchi,I., Williams,T., Hall,C.B., Tesini,B.L., Schnabel,K.C., Walsh,E.E. and Caserta,M.	Direct Submission	Submitted (05-DEC-2017) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	ViPR-BRC, Genbank
MG642078	RSV-B	Shabman,R., Fedorova,N., Puri,V., Shrivastava,S., Amedeo,P., Isom,R., Hu,L., Pickett,B., Novotny,M., Durbin,A., Rocchi,I., Williams,T., Hall,C.B., Tesini,B.L., Schnabel,K.C., Walsh,E.E. and Caserta,M.	Direct Submission	Submitted (05-DEC-2017) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	ViPR-BRC, Genbank
MG642062	RSV-B	Shabman,R., Fedorova,N., Puri,V., Shrivastava,S., Amedeo,P., Isom,R., Hu,L., Pickett,B., Novotny,M., Durbin,A., Rocchi,I., Williams,T., Hall,C.B., Tesini,B.L., Schnabel,K.C., Walsh,E.E. and Caserta,M.	Direct Submission	Submitted (05-DEC-2017) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	ViPR-BRC, Genbank
MG642082	RSV-B	Shabman,R., Fedorova,N., Puri,V., Shrivastava,S., Amedeo,P., Isom,R., Hu,L., Pickett,B., Novotny,M., Durbin,A., Rocchi,I., Williams,T., Hall,C.B., Tesini,B.L., Schnabel,K.C., Walsh,E.E. and Caserta,M.	Direct Submission	Submitted (05-DEC-2017) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	ViPR-BRC, Genbank
OK649740	RSV-B	Wang,L., Ng,T.F.F., Castro,C.J., Marine,R.L., Magana,L.C., Esona,M., Peret,T.C.T. and Thornburg,N.J.	Next-Generation Sequencing of Human Respiratory Syncytial Virus Subgroups A and B Genomes	J Virol Methods (2021) In press	ViPR-BRC, Genbank
MG813995	RSV-B	Piedra,F.-A., Qiu,X., Avadhanula,V., Machado,A.A., Kim,D.-K., Hixson,J., Bahl,J. and Piedra,P.A.	RSV Gene Copy Number Patterns Are Virus-Specific and Depend on Gene Start Signal N-phase	Unpublished	ViPR-BRC, Genbank
OK649746	RSV-B	Wang,L., Ng,T.F.F., Castro,C.J., Marine,R.L., Magana,L.C., Esona,M., Peret,T.C.T. and Thornburg,N.J.	Next-Generation Sequencing of Human Respiratory Syncytial Virus Subgroups A and B Genomes	J Virol Methods (2021) In press	ViPR-BRC, Genbank
OK649749	RSV-B	Wang,L., Ng,T.F.F., Castro,C.J., Marine,R.L., Magana,L.C., Esona,M., Peret,T.C.T. and Thornburg,N.J.	Next-Generation Sequencing of Human Respiratory Syncytial Virus Subgroups A and B Genomes	J Virol Methods (2021) In press	ViPR-BRC, Genbank
OK649752	RSV-B	Wang,L., Ng,T.F.F., Castro,C.J., Marine,R.L., Magana,L.C., Esona,M., Peret,T.C.T. and Thornburg,N.J.	Next-Generation Sequencing of Human Respiratory Syncytial Virus Subgroups A and B Genomes	J Virol Methods (2021) In press	ViPR-BRC, Genbank
OK649750	RSV-B	Wang,L., Ng,T.F.F., Castro,C.J., Marine,R.L., Magana,L.C., Esona,M., Peret,T.C.T. and Thornburg,N.J.	Next-Generation Sequencing of Human Respiratory Syncytial Virus Subgroups A and B Genomes	J Virol Methods (2021) In press	ViPR-BRC, Genbank
OK649747	RSV-B	Wang,L., Ng,T.F.F., Castro,C.J., Marine,R.L., Magana,L.C., Esona,M., Peret,T.C.T. and Thornburg,N.J.	Next-Generation Sequencing of Human Respiratory Syncytial Virus Subgroups A and B Genomes	J Virol Methods (2021) In press	ViPR-BRC, Genbank
OK649751	RSV-B	Wang,L., Ng,T.F.F., Castro,C.J., Marine,R.L., Magana,L.C., Esona,M., Peret,T.C.T. and Thornburg,N.J.	Next-Generation Sequencing of Human Respiratory Syncytial Virus Subgroups A and B Genomes	J Virol Methods (2021) In press	ViPR-BRC, Genbank
OK649748	RSV-B	Wang,L., Ng,T.F.F., Castro,C.J., Marine,R.L., Magana,L.C., Esona,M., Peret,T.C.T. and Thornburg,N.J.	Next-Generation Sequencing of Human Respiratory Syncytial Virus Subgroups A and B Genomes	J Virol Methods (2021) In press	ViPR-BRC, Genbank
JQ582844	RSV-B	Levitz,R., Wattier,R., Phillips,P., Solomon,A., Lawler,J., Lazar,I. and Kahn,J.S.	Induction of Inflammatory Cytokines by Clinical Isolates of Respiratory Syncytial Virus is Strain Specific	Unpublished	ViPR-BRC, Genbank
KP317925	RSV-B	Agoti,C.N., Otieno,J.R., Munywoki,P.K., Mwihuri,A.G., Cane,P.A., Nokes,D.J., Kellam,P. and Cotten,M.	Local evolutionary patterns of human respiratory syncytial virus derived from whole-genome sequencing	J. Virol. 89 (7), 3444-3454 (2015)	ViPR-BRC, Genbank
KF826829	RSV-B	Lorenzi,H., Town,C., Halpin,R., Bera,J., Ransier,A., Fedorova,N., Stockwell,T., Amedeo,P., Appalla,L., Bishop,B., Edworthy,P., Gupta,N., Hoover,J., Katzel,D., Li,K., Schobel,S., Shrivastava,S., Thovarai,V., Wang,S., Rebuffo-Scheer,C., Fan,J., He,J., Kehl,S.C., Lederboer,N., Jurgens,L.A., Bose,M.E., Beck,E.T., Kumar,S., Noyola,D.E., Wentworth,D.E. and Henrickson,K.J.	Direct Submission	Submitted (19-SEP-2013) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	ViPR-BRC, Genbank
KP317941	RSV-B	Agoti,C.N., Otieno,J.R., Munywoki,P.K., Mwihuri,A.G., Cane,P.A., Nokes,D.J., Kellam,P. and Cotten,M.	Local evolutionary patterns of human respiratory syncytial virus derived from whole-genome sequencing	J. Virol. 89 (7), 3444-3454 (2015)	ViPR-BRC, Genbank
KP317928	RSV-B	Agoti,C.N., Otieno,J.R., Munywoki,P.K., Mwihuri,A.G., Cane,P.A., Nokes,D.J., Kellam,P. and Cotten,M.	Local evolutionary patterns of human respiratory syncytial virus derived from whole-genome sequencing	J. Virol. 89 (7), 3444-3454 (2015)	ViPR-BRC, Genbank
KP317934	RSV-B	Agoti,C.N., Otieno,J.R., Munywoki,P.K., Mwihuri,A.G., Cane,P.A., Nokes,D.J., Kellam,P. and Cotten,M.	Local evolutionary patterns of human respiratory syncytial virus derived from whole-genome sequencing	J. Virol. 89 (7), 3444-3454 (2015)	ViPR-BRC, Genbank
KF640637	RSV-B	Lemon,K., Nguyen,D.T., Ludlow,M., Rennick,L.J., Yuksel,S., van Amerongen,G., McQuaid,S., Rima,B.K., de Swart,R.L. and Duprex,W.P.	Recombinant subgroup B human respiratory syncytial virus expressing enhanced green fluorescent protein efficiently replicates in primary human cells and is virulent in cotton rats	J. Virol. 89 (5), 2849-2856 (2015)	ViPR-BRC, Genbank
LC474554	RSV-B	Suwa,R., Kume,Y., Kawase,M., Chishiki,M., Ono,T., Norito,S., Sato,K., Okamoto,M., Kumaki,S., Nagai,Y., Hosoya,M., Takeda,M., Nishimura,H., Hashimoto,K. and Shirato,K.	Practical Validation of United States Centers for Disease Control and Prevention Assays for the Detection of Human Respiratory Syncytial Virus in Pediatric Inpatients in Japan	Pathogens 11 (7), 754 (2022)	ViPR-BRC, Genbank
KP317932	RSV-B	Agoti,C.N., Otieno,J.R., Munywoki,P.K., Mwihuri,A.G., Cane,P.A., Nokes,D.J., Kellam,P. and Cotten,M.	Local evolutionary patterns of human respiratory syncytial virus derived from whole-genome sequencing	J. Virol. 89 (7), 3444-3454 (2015)	ViPR-BRC, Genbank
KF826825	RSV-B	Lorenzi,H., Town,C., Halpin,R., Bera,J., Ransier,A., Fedorova,N., Stockwell,T., Amedeo,P., Appalla,L., Bishop,B., Edworthy,P., Gupta,N., Hoover,J., Katzel,D., Li,K., Schobel,S., Shrivastava,S., Thovarai,V., Wang,S., Rebuffo-Scheer,C., Fan,J., He,J., Kehl,S.C., Lederboer,N., Jurgens,L.A., Bose,M.E., Beck,E.T., Kumar,S., Noyola,D.E., Wentworth,D.E. and Henrickson,K.J.	Direct Submission	Submitted (19-SEP-2013) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	ViPR-BRC, Genbank
KF826844	RSV-B	Lorenzi,H., Town,C., Halpin,R., Bera,J., Ransier,A., Fedorova,N., Stockwell,T., Amedeo,P., Appalla,L., Bishop,B., Edworthy,P., Gupta,N., Hoover,J., Katzel,D., Li,K., Schobel,S., Shrivastava,S., Thovarai,V., Wang,S., Rebuffo-Scheer,C., Fan,J., He,J., Kehl,S.C., Lederboer,N., Jurgens,L.A., Bose,M.E., Beck,E.T., Kumar,S., Noyola,D.E., Wentworth,D.E. and Henrickson,K.J.	Direct Submission	Submitted (19-SEP-2013) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	ViPR-BRC, Genbank
KJ939925	RSV-B	Do,L.A., Wilm,A., van Doorn,H.R., Lam,H.M., Sim,S., Sukumaran,R., Tran,A.T., Nguyen,B.H., Tran,T.T., Tran,Q.H., Vo,Q.B., Tran Dac,N.A., Trinh,H.N., Nguyen,T.T., Le Binh,B.T., Le,K., Nguyen,M.T., Thai,Q.T., Vo,T.V., Ngo,N.Q., Dang,T.K., Cao,N.H., Tran,T.V., Ho,L.V., Farrar,J., De Jong,M., Chen,S., Nagarajan,N., Bryant,J.E. and Hibberd,M.L.	Direct whole-genome deep-sequencing of human respiratory syncytial virus A and B from Vietnamese children identifies distinct patterns of inter- and intra-host evolution	J. Gen. Virol. (2015) In press	ViPR-BRC, Genbank
KP317945	RSV-B	Agoti,C.N., Otieno,J.R., Munywoki,P.K., Mwihuri,A.G., Cane,P.A., Nokes,D.J., Kellam,P. and Cotten,M.	Local evolutionary patterns of human respiratory syncytial virus derived from whole-genome sequencing	J. Virol. 89 (7), 3444-3454 (2015)	ViPR-BRC, Genbank
KP663729	RSV-B	Yun,M.R., Kim,A.R., Lee,H.S., Kim,D.W., Lee,W.J., Kim,K., Kim,S.S. and Kim,Y.J.	Complete genome sequences of human respiratory syncytial virus genotype a and B isolates from South Korea	Genome Announc 3 (2) (2015)	ViPR-BRC, Genbank
KJ939933	RSV-B	Do,L.A., Wilm,A., van Doorn,H.R., Lam,H.M., Sim,S., Sukumaran,R., Tran,A.T., Nguyen,B.H., Tran,T.T., Tran,Q.H., Vo,Q.B., Tran Dac,N.A., Trinh,H.N., Nguyen,T.T., Le Binh,B.T., Le,K., Nguyen,M.T., Thai,Q.T., Vo,T.V., Ngo,N.Q., Dang,T.K., Cao,N.H., Tran,T.V., Ho,L.V., Farrar,J., De Jong,M., Chen,S., Nagarajan,N., Bryant,J.E. and Hibberd,M.L.	Direct whole-genome deep-sequencing of human respiratory syncytial virus A and B from Vietnamese children identifies distinct patterns of inter- and intra-host evolution	J. Gen. Virol. (2015) In press	ViPR-BRC, Genbank
KP317917	RSV-B	Agoti,C.N., Otieno,J.R., Munywoki,P.K., Mwihuri,A.G., Cane,P.A., Nokes,D.J., Kellam,P. and Cotten,M.	Local evolutionary patterns of human respiratory syncytial virus derived from whole-genome sequencing	J. Virol. 89 (7), 3444-3454 (2015)	ViPR-BRC, Genbank
KP317927	RSV-B	Agoti,C.N., Otieno,J.R., Munywoki,P.K., Mwihuri,A.G., Cane,P.A., Nokes,D.J., Kellam,P. and Cotten,M.	Local evolutionary patterns of human respiratory syncytial virus derived from whole-genome sequencing	J. Virol. 89 (7), 3444-3454 (2015)	ViPR-BRC, Genbank
KJ939930	RSV-B	Do,L.A., Wilm,A., van Doorn,H.R., Lam,H.M., Sim,S., Sukumaran,R., Tran,A.T., Nguyen,B.H., Tran,T.T., Tran,Q.H., Vo,Q.B., Tran Dac,N.A., Trinh,H.N., Nguyen,T.T., Le Binh,B.T., Le,K., Nguyen,M.T., Thai,Q.T., Vo,T.V., Ngo,N.Q., Dang,T.K., Cao,N.H., Tran,T.V., Ho,L.V., Farrar,J., De Jong,M., Chen,S., Nagarajan,N., Bryant,J.E. and Hibberd,M.L.	Direct whole-genome deep-sequencing of human respiratory syncytial virus A and B from Vietnamese children identifies distinct patterns of inter- and intra-host evolution	J. Gen. Virol. (2015) In press	ViPR-BRC, Genbank
KP663730	RSV-B	Yun,M.R., Kim,A.R., Lee,H.S., Kim,D.W., Lee,W.J., Kim,K., Kim,S.S. and Kim,Y.J.	Complete genome sequences of human respiratory syncytial virus genotype a and B isolates from South Korea	Genome Announc 3 (2) (2015)	ViPR-BRC, Genbank
KJ939923	RSV-B	Do,L.A., Wilm,A., van Doorn,H.R., Lam,H.M., Sim,S., Sukumaran,R., Tran,A.T., Nguyen,B.H., Tran,T.T., Tran,Q.H., Vo,Q.B., Tran Dac,N.A., Trinh,H.N., Nguyen,T.T., Le Binh,B.T., Le,K., Nguyen,M.T., Thai,Q.T., Vo,T.V., Ngo,N.Q., Dang,T.K., Cao,N.H., Tran,T.V., Ho,L.V., Farrar,J., De Jong,M., Chen,S., Nagarajan,N., Bryant,J.E. and Hibberd,M.L.	Direct whole-genome deep-sequencing of human respiratory syncytial virus A and B from Vietnamese children identifies distinct patterns of inter- and intra-host evolution	J. Gen. Virol. (2015) In press	ViPR-BRC, Genbank
KJ939931	RSV-B	Do,L.A., Wilm,A., van Doorn,H.R., Lam,H.M., Sim,S., Sukumaran,R., Tran,A.T., Nguyen,B.H., Tran,T.T., Tran,Q.H., Vo,Q.B., Tran Dac,N.A., Trinh,H.N., Nguyen,T.T., Le Binh,B.T., Le,K., Nguyen,M.T., Thai,Q.T., Vo,T.V., Ngo,N.Q., Dang,T.K., Cao,N.H., Tran,T.V., Ho,L.V., Farrar,J., De Jong,M., Chen,S., Nagarajan,N., Bryant,J.E. and Hibberd,M.L.	Direct whole-genome deep-sequencing of human respiratory syncytial virus A and B from Vietnamese children identifies distinct patterns of inter- and intra-host evolution	J. Gen. Virol. (2015) In press	ViPR-BRC, Genbank
KJ939929	RSV-B	Do,L.A., Wilm,A., van Doorn,H.R., Lam,H.M., Sim,S., Sukumaran,R., Tran,A.T., Nguyen,B.H., Tran,T.T., Tran,Q.H., Vo,Q.B., Tran Dac,N.A., Trinh,H.N., Nguyen,T.T., Le Binh,B.T., Le,K., Nguyen,M.T., Thai,Q.T., Vo,T.V., Ngo,N.Q., Dang,T.K., Cao,N.H., Tran,T.V., Ho,L.V., Farrar,J., De Jong,M., Chen,S., Nagarajan,N., Bryant,J.E. and Hibberd,M.L.	Direct whole-genome deep-sequencing of human respiratory syncytial virus A and B from Vietnamese children identifies distinct patterns of inter- and intra-host evolution	J. Gen. Virol. (2015) In press	ViPR-BRC, Genbank
KJ939934	RSV-B	Do,L.A., Wilm,A., van Doorn,H.R., Lam,H.M., Sim,S., Sukumaran,R., Tran,A.T., Nguyen,B.H., Tran,T.T., Tran,Q.H., Vo,Q.B., Tran Dac,N.A., Trinh,H.N., Nguyen,T.T., Le Binh,B.T., Le,K., Nguyen,M.T., Thai,Q.T., Vo,T.V., Ngo,N.Q., Dang,T.K., Cao,N.H., Tran,T.V., Ho,L.V., Farrar,J., De Jong,M., Chen,S., Nagarajan,N., Bryant,J.E. and Hibberd,M.L.	Direct whole-genome deep-sequencing of human respiratory syncytial virus A and B from Vietnamese children identifies distinct patterns of inter- and intra-host evolution	J. Gen. Virol. (2015) In press	ViPR-BRC, Genbank
KJ939932	RSV-B	Do,L.A., Wilm,A., van Doorn,H.R., Lam,H.M., Sim,S., Sukumaran,R., Tran,A.T., Nguyen,B.H., Tran,T.T., Tran,Q.H., Vo,Q.B., Tran Dac,N.A., Trinh,H.N., Nguyen,T.T., Le Binh,B.T., Le,K., Nguyen,M.T., Thai,Q.T., Vo,T.V., Ngo,N.Q., Dang,T.K., Cao,N.H., Tran,T.V., Ho,L.V., Farrar,J., De Jong,M., Chen,S., Nagarajan,N., Bryant,J.E. and Hibberd,M.L.	Direct whole-genome deep-sequencing of human respiratory syncytial virus A and B from Vietnamese children identifies distinct patterns of inter- and intra-host evolution	J. Gen. Virol. (2015) In press	ViPR-BRC, Genbank
KJ939920	RSV-B	Do,L.A., Wilm,A., van Doorn,H.R., Lam,H.M., Sim,S., Sukumaran,R., Tran,A.T., Nguyen,B.H., Tran,T.T., Tran,Q.H., Vo,Q.B., Tran Dac,N.A., Trinh,H.N., Nguyen,T.T., Le Binh,B.T., Le,K., Nguyen,M.T., Thai,Q.T., Vo,T.V., Ngo,N.Q., Dang,T.K., Cao,N.H., Tran,T.V., Ho,L.V., Farrar,J., De Jong,M., Chen,S., Nagarajan,N., Bryant,J.E. and Hibberd,M.L.	Direct whole-genome deep-sequencing of human respiratory syncytial virus A and B from Vietnamese children identifies distinct patterns of inter- and intra-host evolution	J. Gen. Virol. (2015) In press	ViPR-BRC, Genbank
KJ939921	RSV-B	Do,L.A., Wilm,A., van Doorn,H.R., Lam,H.M., Sim,S., Sukumaran,R., Tran,A.T., Nguyen,B.H., Tran,T.T., Tran,Q.H., Vo,Q.B., Tran Dac,N.A., Trinh,H.N., Nguyen,T.T., Le Binh,B.T., Le,K., Nguyen,M.T., Thai,Q.T., Vo,T.V., Ngo,N.Q., Dang,T.K., Cao,N.H., Tran,T.V., Ho,L.V., Farrar,J., De Jong,M., Chen,S., Nagarajan,N., Bryant,J.E. and Hibberd,M.L.	Direct whole-genome deep-sequencing of human respiratory syncytial virus A and B from Vietnamese children identifies distinct patterns of inter- and intra-host evolution	J. Gen. Virol. (2015) In press	ViPR-BRC, Genbank
KJ939928	RSV-B	Do,L.A., Wilm,A., van Doorn,H.R., Lam,H.M., Sim,S., Sukumaran,R., Tran,A.T., Nguyen,B.H., Tran,T.T., Tran,Q.H., Vo,Q.B., Tran Dac,N.A., Trinh,H.N., Nguyen,T.T., Le Binh,B.T., Le,K., Nguyen,M.T., Thai,Q.T., Vo,T.V., Ngo,N.Q., Dang,T.K., Cao,N.H., Tran,T.V., Ho,L.V., Farrar,J., De Jong,M., Chen,S., Nagarajan,N., Bryant,J.E. and Hibberd,M.L.	Direct whole-genome deep-sequencing of human respiratory syncytial virus A and B from Vietnamese children identifies distinct patterns of inter- and intra-host evolution	J. Gen. Virol. (2015) In press	ViPR-BRC, Genbank
JX576757	RSV-B	Tan,L., Coenjaerts,F.E., Houspie,L., Viveen,M.C., van Bleek,G.M., Wiertz,E.J., Martin,D.P. and Lemey,P.	The Comparative Genomics of Human Respiratory Syncytial Virus Subgroup A and B: Genetic Variability and Molecular Evolutionary Dynamics	J. Virol. 87 (14), 8213-8226 (2013)	ViPR-BRC, Genbank
JX576744	RSV-B	Tan,L., Coenjaerts,F.E., Houspie,L., Viveen,M.C., van Bleek,G.M., Wiertz,E.J., Martin,D.P. and Lemey,P.	The Comparative Genomics of Human Respiratory Syncytial Virus Subgroup A and B: Genetic Variability and Molecular Evolutionary Dynamics	J. Virol. 87 (14), 8213-8226 (2013)	ViPR-BRC, Genbank
JX576761	RSV-B	Tan,L., Coenjaerts,F.E., Houspie,L., Viveen,M.C., van Bleek,G.M., Wiertz,E.J., Martin,D.P. and Lemey,P.	The Comparative Genomics of Human Respiratory Syncytial Virus Subgroup A and B: Genetic Variability and Molecular Evolutionary Dynamics	J. Virol. 87 (14), 8213-8226 (2013)	ViPR-BRC, Genbank
JX576733	RSV-B	Tan,L., Coenjaerts,F.E., Houspie,L., Viveen,M.C., van Bleek,G.M., Wiertz,E.J., Martin,D.P. and Lemey,P.	The Comparative Genomics of Human Respiratory Syncytial Virus Subgroup A and B: Genetic Variability and Molecular Evolutionary Dynamics	J. Virol. 87 (14), 8213-8226 (2013)	ViPR-BRC, Genbank
JX576759	RSV-B	Tan,L., Coenjaerts,F.E., Houspie,L., Viveen,M.C., van Bleek,G.M., Wiertz,E.J., Martin,D.P. and Lemey,P.	The Comparative Genomics of Human Respiratory Syncytial Virus Subgroup A and B: Genetic Variability and Molecular Evolutionary Dynamics	J. Virol. 87 (14), 8213-8226 (2013)	ViPR-BRC, Genbank
JX576737	RSV-B	Tan,L., Coenjaerts,F.E., Houspie,L., Viveen,M.C., van Bleek,G.M., Wiertz,E.J., Martin,D.P. and Lemey,P.	The Comparative Genomics of Human Respiratory Syncytial Virus Subgroup A and B: Genetic Variability and Molecular Evolutionary Dynamics	J. Virol. 87 (14), 8213-8226 (2013)	ViPR-BRC, Genbank
JX576731	RSV-B	Tan,L., Coenjaerts,F.E., Houspie,L., Viveen,M.C., van Bleek,G.M., Wiertz,E.J., Martin,D.P. and Lemey,P.	The Comparative Genomics of Human Respiratory Syncytial Virus Subgroup A and B: Genetic Variability and Molecular Evolutionary Dynamics	J. Virol. 87 (14), 8213-8226 (2013)	ViPR-BRC, Genbank
JX576750	RSV-B	Tan,L., Coenjaerts,F.E., Houspie,L., Viveen,M.C., van Bleek,G.M., Wiertz,E.J., Martin,D.P. and Lemey,P.	The Comparative Genomics of Human Respiratory Syncytial Virus Subgroup A and B: Genetic Variability and Molecular Evolutionary Dynamics	J. Virol. 87 (14), 8213-8226 (2013)	ViPR-BRC, Genbank
KF530259	RSV-B	Lorenzi,H., Town,C., Halpin,R., Bera,J., Ransier,A., Fedorova,N., Stockwell,T., Amedeo,P., Appalla,L., Bishop,B., Edworthy,P., Gupta,N., Hoover,J., Katzel,D., Schobel,S., Shrivastava,S., Thovarai,V., Wang,S., Rebuffo-Scheer,C., Fan,J., He,J., Kehl,S.C., Lederboer,N., Jurgens,L.A., Bose,M.E., Beck,E.T., Kumar,S., Venter,M., Wentworth,D.E. and Henrickson,K.J.	Direct Submission	Submitted (31-JUL-2013) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	ViPR-BRC, Genbank
