Accession	Virus	Strain	Segment	Originating_lab	Submitting_lab	Database
EPI304453	h1n1pdm	A/Norway/1227/2010	ha	Who National Influenza Centre	Norwegian Institute Of Public Health	GISAID
EPI536081	h1n1pdm	A/Paris/1249/2011	ha		Institut Pasteur	GISAID
EPI403936	h1n1pdm	A/England/178/2010	ha		Other Database Import	GISAID
EPI403984	h1n1pdm	A/England/272/2010	ha	Microbiology Services Colindale, Public Health England	Other Database Import	GISAID
EPI307151	h1n1pdm	A/Kenya/64/2010	ha	Us Army Medical Research Unit   Kenya (usamru K), Geis Human Influenza Program	Usamru K	GISAID
EPI307158	h1n1pdm	A/Kenya/54/2010	ha	Us Army Medical Research Unit   Kenya (usamru K), Geis Human Influenza Program	Usamru K	GISAID
EPI307148	h1n1pdm	A/Kenya/61/2010	ha	Us Army Medical Research Unit   Kenya (usamru K), Geis Human Influenza Program	Usamru K	GISAID
EPI307147	h1n1pdm	A/Kenya/60/2010	ha	Us Army Medical Research Unit   Kenya (usamru K), Geis Human Influenza Program	Usamru K	GISAID
EPI369830	h1n1pdm	A/England/181/2010	ha	Microbiology Services Colindale, Public Health England	Microbiology Services Colindale, Public Health England	GISAID
EPI536113	h1n1pdm	A/Paris/2207/2010	ha		Institut Pasteur	GISAID
EPI536121	h1n1pdm	A/PaysdeLoire/2362/2010	ha		Institut Pasteur	GISAID
EPI302121	h1n1pdm	A/Suriname/82/2011	ha	Caribbean Epidemiology Center	Centers For Disease Control And Prevention	GISAID
EPI295726	h1n1pdm	A/England/86/2010	ha	Microbiology Services Colindale, Public Health England	Microbiology Services Colindale, Public Health England	GISAID
EPI381833	h1n1pdm	A/Norway/1349/2011	ha	Mikrobiologisk Laboratorium, Sykehuset I Vestfold	Norwegian Institute Of Public Health	GISAID
EPI404150	h1n1pdm	A/England/5180496/2010	ha		Other Database Import	GISAID
EPI302119	h1n1pdm	A/Suriname/77/2011	ha	Caribbean Epidemiology Center	Centers For Disease Control And Prevention	GISAID
EPI369832	h1n1pdm	A/England/209/2010	ha	Microbiology Services Colindale, Public Health England	Microbiology Services Colindale, Public Health England	GISAID
EPI359364	h1n1pdm	A/Boston/DOA21/2011	ha		Other Database Import	GISAID
EPI536089	h1n1pdm	A/PaysdeLoire/1347/2011	ha	Crr Virus Influenza Region Sud	Institut Pasteur	GISAID
EPI307144	h1n1pdm	A/Kenya/56/2010	ha	Us Army Medical Research Unit   Kenya (usamru K), Geis Human Influenza Program	Usamru K	GISAID
EPI307152	h1n1pdm	A/Kenya/65/2010	ha	Us Army Medical Research Unit   Kenya (usamru K), Geis Human Influenza Program	Usamru K	GISAID
EPI407174	h1n1pdm	A/Mendoza/2779/2011	ha	Servicio De Virosis Respiratorias Inei Anlis Carlos G. Malbran	Malbran	GISAID
EPI383002	h1n1pdm	A/Boras/1/2012	ha	Swedish Institute For Infectious Disease Control	Swedish Institute For Infectious Disease Control	GISAID
EPI529913	h1n1pdm	A/Lima/INS3_671/2012	ha		Other Database Import	GISAID
EPI407170	h1n1pdm	A/Mendoza/2934/2011	ha	Servicio De Virosis Respiratorias Inei Anlis Carlos G. Malbran	Malbran	GISAID
EPI407167	h1n1pdm	A/Mendoza/2595/2011	ha	Servicio De Virosis Respiratorias Inei Anlis Carlos G. Malbran	Malbran	GISAID
EPI2092439	h1n1pdm	A/Townsville/126/2011	ha	Queensland Health Scientific Services	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI2092392	h1n1pdm	A/Perth/293/2011	ha	Pathwest Qe Ii Medical Centre	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI2092507	h1n1pdm	A/Perth/533/2011	ha	Princess Margaret Hospital For Children	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI2092458	h1n1pdm	A/Victoria/674/2011	ha	Monash Medical Centre	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI333084	h1n1pdm	A/Perth/49/2011	ha	Pathwest Qe Ii Medical Centre	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI529897	h1n1pdm	A/Darlinghurst/INS3_667/2011	ha		Other Database Import	GISAID
EPI2092398	h1n1pdm	A/Perth/48/2011	ha	Pathwest Qe Ii Medical Centre	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI529833	h1n1pdm	A/Westmead/INS3_659/2011	ha		Other Database Import	GISAID
EPI295758	h1n1pdm	A/England/4940476/2010	ha	Microbiology Services Colindale, Public Health England	Microbiology Services Colindale, Public Health England	GISAID
EPI529865	h1n1pdm	A/Westmead/INS3_663/2011	ha		Other Database Import	GISAID
EPI536049	h1n1pdm	A/Bretagne/602/2011	ha		Institut Pasteur	GISAID
EPI342544	h1n1pdm	A/AthensGR/2914/2011	ha	Hellenic Pasteur Institute	Hellenic Pasteur Institute	GISAID
EPI588420	h1n1pdm	A/RioGrandedoSul/279/2011	ha	Oswaldo Cruz Institute   Fiocruz   Laboratory Of Respiratory Viruses And Measles (lvrs)	Oswaldo Cruz Institute   Fiocruz   Laboratory Of Respiratory Viruses And Measles (lvrs)	GISAID
EPI359424	h1n1pdm	A/Boston/DOA70/2011	ha		Other Database Import	GISAID
EPI404128	h1n1pdm	A/England/5160856/2010	ha		Other Database Import	GISAID
EPI354116	h1n1pdm	A/Norway/177/2012	ha	Ostfold Hospital   Fredrikstad, Dept. Of Microbiology	Norwegian Institute Of Public Health	GISAID
EPI588453	h1n1pdm	A/SantaCatarina/213/2012	ha	Oswaldo Cruz Institute   Fiocruz   Laboratory Of Respiratory Viruses And Measles (lvrs)	Oswaldo Cruz Institute   Fiocruz   Laboratory Of Respiratory Viruses And Measles (lvrs)	GISAID
EPI588348	h1n1pdm	A/Parana/347/2012	ha	Oswaldo Cruz Institute   Fiocruz   Laboratory Of Respiratory Viruses And Measles (lvrs)	Oswaldo Cruz Institute   Fiocruz   Laboratory Of Respiratory Viruses And Measles (lvrs)	GISAID
EPI358548	h1n1pdm	A/England/120500085/2012	ha	Microbiology Services Colindale, Public Health England	Health Protection Agency	GISAID
EPI588278	h1n1pdm	A/Bahia/466/2012	ha	Oswaldo Cruz Institute   Fiocruz   Laboratory Of Respiratory Viruses And Measles (lvrs)	Oswaldo Cruz Institute   Fiocruz   Laboratory Of Respiratory Viruses And Measles (lvrs)	GISAID
EPI588359	h1n1pdm	A/Parana/416/2012	ha	Oswaldo Cruz Institute   Fiocruz   Laboratory Of Respiratory Viruses And Measles (lvrs)	Oswaldo Cruz Institute   Fiocruz   Laboratory Of Respiratory Viruses And Measles (lvrs)	GISAID
EPI588355	h1n1pdm	A/Parana/410/2012	ha	Oswaldo Cruz Institute   Fiocruz   Laboratory Of Respiratory Viruses And Measles (lvrs)	Oswaldo Cruz Institute   Fiocruz   Laboratory Of Respiratory Viruses And Measles (lvrs)	GISAID
EPI588439	h1n1pdm	A/RioGrandedoSul/562/2012	ha	Oswaldo Cruz Institute   Fiocruz   Laboratory Of Respiratory Viruses And Measles (lvrs)	Oswaldo Cruz Institute   Fiocruz   Laboratory Of Respiratory Viruses And Measles (lvrs)	GISAID
EPI588390	h1n1pdm	A/RiodeJaneiro/4/2013	ha	Oswaldo Cruz Institute   Fiocruz   Laboratory Of Respiratory Viruses And Measles (lvrs)	Oswaldo Cruz Institute   Fiocruz   Laboratory Of Respiratory Viruses And Measles (lvrs)	GISAID
EPI588368	h1n1pdm	A/Parana/832/2012	ha	Oswaldo Cruz Institute   Fiocruz   Laboratory Of Respiratory Viruses And Measles (lvrs)	Oswaldo Cruz Institute   Fiocruz   Laboratory Of Respiratory Viruses And Measles (lvrs)	GISAID
EPI588351	h1n1pdm	A/Parana/401/2012	ha	Oswaldo Cruz Institute   Fiocruz   Laboratory Of Respiratory Viruses And Measles (lvrs)	Oswaldo Cruz Institute   Fiocruz   Laboratory Of Respiratory Viruses And Measles (lvrs)	GISAID
EPI588352	h1n1pdm	A/Parana/403/2012	ha	Oswaldo Cruz Institute   Fiocruz   Laboratory Of Respiratory Viruses And Measles (lvrs)	Oswaldo Cruz Institute   Fiocruz   Laboratory Of Respiratory Viruses And Measles (lvrs)	GISAID
EPI588350	h1n1pdm	A/Parana/400/2012	ha	Oswaldo Cruz Institute   Fiocruz   Laboratory Of Respiratory Viruses And Measles (lvrs)	Oswaldo Cruz Institute   Fiocruz   Laboratory Of Respiratory Viruses And Measles (lvrs)	GISAID
EPI588353	h1n1pdm	A/Parana/407/2012	ha	Oswaldo Cruz Institute   Fiocruz   Laboratory Of Respiratory Viruses And Measles (lvrs)	Oswaldo Cruz Institute   Fiocruz   Laboratory Of Respiratory Viruses And Measles (lvrs)	GISAID
EPI588460	h1n1pdm	A/SantaCatarina/228/2012	ha	Oswaldo Cruz Institute   Fiocruz   Laboratory Of Respiratory Viruses And Measles (lvrs)	Oswaldo Cruz Institute   Fiocruz   Laboratory Of Respiratory Viruses And Measles (lvrs)	GISAID
EPI588356	h1n1pdm	A/Parana/411/2012	ha	Oswaldo Cruz Institute   Fiocruz   Laboratory Of Respiratory Viruses And Measles (lvrs)	Oswaldo Cruz Institute   Fiocruz   Laboratory Of Respiratory Viruses And Measles (lvrs)	GISAID
EPI588369	h1n1pdm	A/Parana/835/2012	ha	Oswaldo Cruz Institute   Fiocruz   Laboratory Of Respiratory Viruses And Measles (lvrs)	Oswaldo Cruz Institute   Fiocruz   Laboratory Of Respiratory Viruses And Measles (lvrs)	GISAID
EPI588458	h1n1pdm	A/SantaCatarina/226/2012	ha	Oswaldo Cruz Institute   Fiocruz   Laboratory Of Respiratory Viruses And Measles (lvrs)	Oswaldo Cruz Institute   Fiocruz   Laboratory Of Respiratory Viruses And Measles (lvrs)	GISAID
EPI588440	h1n1pdm	A/RioGrandedoSul/655/2012	ha	Oswaldo Cruz Institute   Fiocruz   Laboratory Of Respiratory Viruses And Measles (lvrs)	Oswaldo Cruz Institute   Fiocruz   Laboratory Of Respiratory Viruses And Measles (lvrs)	GISAID
EPI588441	h1n1pdm	A/RioGrandedoSul/673/2012	ha	Oswaldo Cruz Institute   Fiocruz   Laboratory Of Respiratory Viruses And Measles (lvrs)	Oswaldo Cruz Institute   Fiocruz   Laboratory Of Respiratory Viruses And Measles (lvrs)	GISAID
EPI588459	h1n1pdm	A/SantaCatarina/227/2012	ha	Oswaldo Cruz Institute   Fiocruz   Laboratory Of Respiratory Viruses And Measles (lvrs)	Oswaldo Cruz Institute   Fiocruz   Laboratory Of Respiratory Viruses And Measles (lvrs)	GISAID
EPI588450	h1n1pdm	A/SantaCatarina/208/2012	ha	Oswaldo Cruz Institute   Fiocruz   Laboratory Of Respiratory Viruses And Measles (lvrs)	Oswaldo Cruz Institute   Fiocruz   Laboratory Of Respiratory Viruses And Measles (lvrs)	GISAID
EPI588273	h1n1pdm	A/Bahia/282/2012	ha	Oswaldo Cruz Institute   Fiocruz   Laboratory Of Respiratory Viruses And Measles (lvrs)	Oswaldo Cruz Institute   Fiocruz   Laboratory Of Respiratory Viruses And Measles (lvrs)	GISAID
EPI588452	h1n1pdm	A/SantaCatarina/211/2012	ha	Oswaldo Cruz Institute   Fiocruz   Laboratory Of Respiratory Viruses And Measles (lvrs)	Oswaldo Cruz Institute   Fiocruz   Laboratory Of Respiratory Viruses And Measles (lvrs)	GISAID
EPI588454	h1n1pdm	A/SantaCatarina/217/2012	ha	Oswaldo Cruz Institute   Fiocruz   Laboratory Of Respiratory Viruses And Measles (lvrs)	Oswaldo Cruz Institute   Fiocruz   Laboratory Of Respiratory Viruses And Measles (lvrs)	GISAID
EPI588457	h1n1pdm	A/SantaCatarina/223/2012	ha	Oswaldo Cruz Institute   Fiocruz   Laboratory Of Respiratory Viruses And Measles (lvrs)	Oswaldo Cruz Institute   Fiocruz   Laboratory Of Respiratory Viruses And Measles (lvrs)	GISAID
EPI588456	h1n1pdm	A/SantaCatarina/221/2012	ha	Oswaldo Cruz Institute   Fiocruz   Laboratory Of Respiratory Viruses And Measles (lvrs)	Oswaldo Cruz Institute   Fiocruz   Laboratory Of Respiratory Viruses And Measles (lvrs)	GISAID
EPI588455	h1n1pdm	A/SantaCatarina/220/2012	ha	Oswaldo Cruz Institute   Fiocruz   Laboratory Of Respiratory Viruses And Measles (lvrs)	Oswaldo Cruz Institute   Fiocruz   Laboratory Of Respiratory Viruses And Measles (lvrs)	GISAID
EPI588461	h1n1pdm	A/SantaCatarina/231/2012	ha	Oswaldo Cruz Institute   Fiocruz   Laboratory Of Respiratory Viruses And Measles (lvrs)	Oswaldo Cruz Institute   Fiocruz   Laboratory Of Respiratory Viruses And Measles (lvrs)	GISAID
EPI588371	h1n1pdm	A/Parana/845/2012	ha	Oswaldo Cruz Institute   Fiocruz   Laboratory Of Respiratory Viruses And Measles (lvrs)	Oswaldo Cruz Institute   Fiocruz   Laboratory Of Respiratory Viruses And Measles (lvrs)	GISAID
EPI370268	h1n1pdm	A/Perth/33/2012	ha	Pathwest Qe Ii Medical Centre	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI369045	h1n1pdm	A/Halmstad/1/2012	ha		Swedish Institute For Infectious Disease Control	GISAID
EPI372566	h1n1pdm	A/Stockholm/25/2012	ha	Swedish Institute For Infectious Disease Control	Swedish Institute For Infectious Disease Control	GISAID
EPI369135	h1n1pdm	A/Stockholm/16/2012	ha	Swedish Institute For Infectious Disease Control	Swedish Institute For Infectious Disease Control	GISAID
EPI351410	h1n1pdm	A/Lund/1/2011	ha		Swedish Institute For Infectious Disease Control	GISAID
EPI369085	h1n1pdm	A/Stockholm/17/2012	ha	Swedish Institute For Infectious Disease Control	Swedish Institute For Infectious Disease Control	GISAID
EPI369128	h1n1pdm	A/Umea/3/2012	ha		Swedish Institute For Infectious Disease Control	GISAID
EPI369082	h1n1pdm	A/Stockholm/15/2012	ha		Swedish Institute For Infectious Disease Control	GISAID
EPI353913	h1n1pdm	A/Stockholm/48/2011	ha		Swedish Institute For Infectious Disease Control	GISAID
EPI350170	h1n1pdm	A/Norway/40/2012	ha	Nordlandssykehuset	Norwegian Institute Of Public Health	GISAID
EPI351732	h1n1pdm	A/Stockholm/1/2012	ha	Swedish Institute For Infectious Disease Control	Swedish Institute For Infectious Disease Control	GISAID
EPI357011	h1n1pdm	A/Stockholm/8/2012	ha		Swedish Institute For Infectious Disease Control	GISAID
EPI353922	h1n1pdm	A/Umea/2/2012	ha		Swedish Institute For Infectious Disease Control	GISAID
EPI353550	h1n1pdm	A/Gothenburg/1/2012	ha		Swedish Institute For Infectious Disease Control	GISAID
EPI357014	h1n1pdm	A/Stockholm/9/2012	ha	Swedish Institute For Infectious Disease Control	Swedish Institute For Infectious Disease Control	GISAID
EPI354123	h1n1pdm	A/Norway/302/2012	ha	Nordlandssykehuset	Norwegian Institute Of Public Health	GISAID
EPI354122	h1n1pdm	A/Norway/301/2012	ha	Nordlandssykehuset	Norwegian Institute Of Public Health	GISAID
EPI357692	h1n1pdm	A/Norway/560/2012	ha	Nordlandssykehuset	Norwegian Institute Of Public Health	GISAID
EPI397992	h1n1pdm	A/Bangladesh/3348/2012	ha	Institute Of Epidemiology Disease Control And Research (iedcr) & Bangladesh National Influenza Centre (nic)	Centers For Disease Control And Prevention	GISAID
EPI397983	h1n1pdm	A/Bangladesh/1329/2012	ha	Institute Of Epidemiology Disease Control And Research (iedcr) & Bangladesh National Influenza Centre (nic)	Centers For Disease Control And Prevention	GISAID
EPI407293	h1n1pdm	A/Scotland/124640797/2012	ha	Microbiology Services Colindale, Public Health England	Health Protection Agency	GISAID
EPI407292	h1n1pdm	A/Scotland/124640795/2012	ha	Microbiology Services Colindale, Public Health England	Health Protection Agency	GISAID
EPI397120	h1n1pdm	A/Stockholm/28/2012	ha		Swedish Institute For Infectious Disease Control	GISAID
EPI397707	h1n1pdm	A/Bangladesh/4320/2012	ha	Institute Of Epidemiology Disease Control And Research (iedcr) & Bangladesh National Influenza Centre (nic)	Centers For Disease Control And Prevention	GISAID
EPI390465	h1n1pdm	A/Denmark/48/2012	ha	Statens Serum Institute	National Institute For Medical Research	GISAID
EPI417556	h1n1pdm	A/Norway/2397/2012	ha	Aalesund Sjukehus	Norwegian Institute Of Public Health	GISAID
EPI417545	h1n1pdm	A/Norway/2147/2012	ha	Molde Hospital, Laboratory For Medical Microbiology	Norwegian Institute Of Public Health	GISAID
EPI438817	h1n1pdm	A/Jordan/30006/2012	ha	Laboratory Directorate	National Institute For Medical Research	GISAID
EPI566509	h1n1pdm	A/Darwin/2/2013	ha	Royal Darwin Hospital	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI566506	h1n1pdm	A/Darwin/1/2013	ha	Royal Darwin Hospital	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI387441	h1n1pdm	A/Georgia/598/2012	ha	National Centre For Disease Control And Public Health	National Institute For Medical Research	GISAID
EPI387427	h1n1pdm	A/Georgia/208/2012	ha	National Centre For Disease Control And Public Health	National Institute For Medical Research	GISAID
EPI387429	h1n1pdm	A/Georgia/291/2012	ha	National Centre For Disease Control And Public Health	National Institute For Medical Research	GISAID
EPI387431	h1n1pdm	A/Georgia/366/2012	ha	National Centre For Disease Control And Public Health	National Institute For Medical Research	GISAID
EPI387435	h1n1pdm	A/Georgia/484/2012	ha	National Centre For Disease Control And Public Health	National Institute For Medical Research	GISAID
EPI387437	h1n1pdm	A/Georgia/505/2012	ha	National Centre For Disease Control And Public Health	National Institute For Medical Research	GISAID
EPI387443	h1n1pdm	A/Georgia/628/2012	ha	National Centre For Disease Control And Public Health	National Institute For Medical Research	GISAID
EPI407291	h1n1pdm	A/Scotland/124660532/2012	ha	Microbiology Services Colindale, Public Health England	Health Protection Agency	GISAID
EPI529977	h1n1pdm	A/Bangkok/INS3_681/2012	ha		Other Database Import	GISAID
EPI397987	h1n1pdm	A/Bangladesh/2362/2012	ha	Institute Of Epidemiology Disease Control And Research (iedcr) & Bangladesh National Influenza Centre (nic)	Centers For Disease Control And Prevention	GISAID
EPI351588	h1n1pdm	A/Stockholm/47/2011	ha		Swedish Institute For Infectious Disease Control	GISAID
EPI418260	h1n1pdm	A/Bangladesh/1007/2012	ha	Institute Of Epidemiology Disease Control And Research (iedcr) & Bangladesh National Influenza Centre (nic)	Centers For Disease Control And Prevention	GISAID
EPI407365	h1n1pdm	A/Bangladesh/6154/2012	ha	Institute Of Epidemiology Disease Control And Research (iedcr) & Bangladesh National Influenza Centre (nic)	Centers For Disease Control And Prevention	GISAID
EPI397698	h1n1pdm	A/Bangladesh/2249/2012	ha	Institute Of Epidemiology Disease Control And Research (iedcr) & Bangladesh National Influenza Centre (nic)	Centers For Disease Control And Prevention	GISAID
EPI644254	h1n1pdm	A/India/4302/2015	ha	National Centre For Disease Control	?national Centre For Disease Control (ncdc)	GISAID
EPI566227	h1n1pdm	A/Perth/4a/2013	ha	Pathwest Qe Ii Medical Centre	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI616687	h1n1pdm	A/Houston/JMM_159/2013	ha		Other Database Import	GISAID
EPI418898	h1n1pdm	A/Stockholm/48/2012	ha	Swedish Institute For Infectious Disease Control	Swedish Institute For Infectious Disease Control	GISAID
EPI418664	h1n1pdm	A/Orebro/2/2012	ha		Swedish Institute For Infectious Disease Control	GISAID
EPI438472	h1n1pdm	A/Malmo/4/2013	ha		Swedish Institute For Infectious Disease Control	GISAID
EPI418950	h1n1pdm	A/Kalmar/2/2012	ha		Swedish Institute For Infectious Disease Control	GISAID
EPI417557	h1n1pdm	A/Norway/2403/2012	ha	Akershus University Hospital	Norwegian Institute Of Public Health	GISAID
EPI417558	h1n1pdm	A/Norway/2411/2012	ha	Who National Influenza Centre	Norwegian Institute Of Public Health	GISAID
EPI426715	h1n1pdm	A/Texas/JMM_53/2012	ha		Other Database Import	GISAID
EPI616604	h1n1pdm	A/Houston/JMM_171/2013	ha		Other Database Import	GISAID
EPI450537	h1n1pdm	A/Stockholm/14/2013	ha		Swedish Institute For Infectious Disease Control	GISAID
EPI1020019	h1n1pdm	A/BurkinaFaso/CL17/2014	ha	Institut De Recherche En Sciences De La Santé (irss)	Luxembourg Institute Of Health	GISAID
EPI1020020	h1n1pdm	A/BurkinaFaso/CL50/2014	ha	Institut De Recherche En Sciences De La Santé (irss)	Luxembourg Institute Of Health	GISAID
EPI516943	h1n1pdm	A/Cameroon/6450/2013	ha	Centre Pasteur Du Cameroun	National Institute For Medical Research	GISAID
EPI544626	h1n1pdm	A/Singapore/CGH001/2013	ha	Ministry Of Health, Singapore	Ministry Of Health, Singapore	GISAID
EPI497638	h1n1pdm	A/Vietnam/3025/2013	ha	National Institute Of Hygiene And Epidemiology	Centers For Disease Control And Prevention	GISAID
EPI497640	h1n1pdm	A/Vietnam/3029/2013	ha	National Institute Of Hygiene And Epidemiology	Centers For Disease Control And Prevention	GISAID
