Accession	Virus	Strain	Segment	Originating_lab	Submitting_lab	Database
EPI1842848	h1n1pdm	A/Togo/878/2020	ha	Institute National D'hygiene	Centers For Disease Control And Prevention	GISAID
EPI1842952	h1n1pdm	A/Togo/792/2020	ha	Institute National D'hygiene	Centers For Disease Control And Prevention	GISAID
EPI1842936	h1n1pdm	A/Togo/847/2020	ha	Institute National D'hygiene	Centers For Disease Control And Prevention	GISAID
EPI1842864	h1n1pdm	A/Togo/837/2020	ha	Institute National D'hygiene	Centers For Disease Control And Prevention	GISAID
EPI1842856	h1n1pdm	A/Togo/839/2020	ha	Institute National D'hygiene	Centers For Disease Control And Prevention	GISAID
EPI1842836	h1n1pdm	A/Togo/845/2020	ha	Institute National D'hygiene	Centers For Disease Control And Prevention	GISAID
EPI1842944	h1n1pdm	A/Togo/858/2020	ha	Institute National D'hygiene	Centers For Disease Control And Prevention	GISAID
EPI1842920	h1n1pdm	A/Togo/881/2020	ha	Institute National D'hygiene	Centers For Disease Control And Prevention	GISAID
EPI1842888	h1n1pdm	A/Togo/869/2020	ha	Institute National D'hygiene	Centers For Disease Control And Prevention	GISAID
EPI1842928	h1n1pdm	A/Togo/865/2020	ha	Institute National D'hygiene	Centers For Disease Control And Prevention	GISAID
EPI1842912	h1n1pdm	A/Togo/864/2020	ha	Institute National D'hygiene	Centers For Disease Control And Prevention	GISAID
EPI1951469	h1n1pdm	A/Niger/8940/2021	ha	Centre De Recherche Medicale Et Sanitaire (cermes)	Centers For Disease Control And Prevention	GISAID
EPI1842896	h1n1pdm	A/Togo/870/2020	ha	Institute National D'hygiene	Centers For Disease Control And Prevention	GISAID
EPI1882294	h1n1pdm	A/Togo/297/2021	ha	Institute National D'hygiene	Centers For Disease Control And Prevention	GISAID
EPI1882286	h1n1pdm	A/Togo/234/2021	ha	Institute National D'hygiene	Centers For Disease Control And Prevention	GISAID
EPI1853747	h1n1pdm	A/Niger/8306/2020	ha	Centre De Recherche Medicale Et Sanitaire (cermes)	Centers For Disease Control And Prevention	GISAID
EPI2036180	h1n1pdm	A/BurkinaFaso/1343/2021	ha	Irss	Centers For Disease Control And Prevention	GISAID
EPI1882310	h1n1pdm	A/Togo/257/2021	ha	Institute National D'hygiene	Centers For Disease Control And Prevention	GISAID
EPI1882034	h1n1pdm	A/Togo/217/2021	ha	Institute National D'hygiene	Centers For Disease Control And Prevention	GISAID
EPI1882183	h1n1pdm	A/Togo/312/2021	ha	Institute National D'hygiene	Centers For Disease Control And Prevention	GISAID
EPI1877391	h1n1pdm	A/Togo/96/2021	ha	Institute National D'hygiene	Centers For Disease Control And Prevention	GISAID
EPI1877324	h1n1pdm	A/Togo/132/2021	ha	Institute National D'hygiene	Centers For Disease Control And Prevention	GISAID
EPI1882168	h1n1pdm	A/Togo/284/2021	ha	Institute National D'hygiene	Centers For Disease Control And Prevention	GISAID
EPI1882081	h1n1pdm	A/Togo/286/2021	ha	Institute National D'hygiene	Centers For Disease Control And Prevention	GISAID
EPI1877496	h1n1pdm	A/Togo/99/2021	ha	Institute National D'hygiene	Centers For Disease Control And Prevention	GISAID
EPI1877292	h1n1pdm	A/Togo/119/2021	ha	Institute National D'hygiene	Centers For Disease Control And Prevention	GISAID
EPI1877308	h1n1pdm	A/Togo/92/2021	ha	Institute National D'hygiene	Centers For Disease Control And Prevention	GISAID
EPI1882278	h1n1pdm	A/Togo/267/2021	ha	Institute National D'hygiene	Centers For Disease Control And Prevention	GISAID
EPI1877520	h1n1pdm	A/Togo/118/2021	ha	Institute National D'hygiene	Centers For Disease Control And Prevention	GISAID
EPI1882326	h1n1pdm	A/Togo/291/2021	ha	Institute National D'hygiene	Centers For Disease Control And Prevention	GISAID
EPI1709885	h1n1pdm	A/SouthKorea/11258/2020	ha	U.s. Air Force School Of Aerospace Medicine 	U.s. Air Force School Of Aerospace Medicine	GISAID
EPI1650109	h1n1pdm	A/Philippines/1083/2019	ha	Research Institute For Tropical Medicine, Virology Department	Centers For Disease Control And Prevention	GISAID
EPI1920721	h1n1pdm	A/Auxonne/309/2021	ha	Cnr Virus Des Infections Respiratoires   France Sud	Cnr Virus Des Infections Respiratoires   France Sud	GISAID
EPI1807068	h1n1pdm	A/Nigeria/4522/2020	ha	Ncdc Public Health Reference Laboratory	Centers For Disease Control And Prevention	GISAID
EPI1811969	h1n1pdm	A/Nigeria/4568/2020	ha	Ncdc Public Health Reference Laboratory	Centers For Disease Control And Prevention	GISAID
EPI1703173	h1n1pdm	A/Serbia/71/2020	ha	Institute Of Immunology And Virology Torlak	Centers For Disease Control And Prevention	GISAID
EPI1852435	h1n1pdm	A/Nigeria/5065/2020	ha	Ncdc Public Health Reference Laboratory	Centers For Disease Control And Prevention	GISAID
EPI1852420	h1n1pdm	A/Nigeria/5063/2020	ha	Ncdc Public Health Reference Laboratory	Centers For Disease Control And Prevention	GISAID
EPI1852488	h1n1pdm	A/Nigeria/5058/2020	ha	Ncdc Public Health Reference Laboratory	Centers For Disease Control And Prevention	GISAID
EPI1877316	h1n1pdm	A/Togo/172/2021	ha	Institute National D'hygiene	Centers For Disease Control And Prevention	GISAID
EPI1877551	h1n1pdm	A/Togo/108/2021	ha	Institute National D'hygiene	Centers For Disease Control And Prevention	GISAID
EPI1882270	h1n1pdm	A/Togo/219/2021	ha	Institute National D'hygiene	Centers For Disease Control And Prevention	GISAID
EPI1882042	h1n1pdm	A/Togo/254/2021	ha	Institute National D'hygiene	Centers For Disease Control And Prevention	GISAID
EPI1882152	h1n1pdm	A/Togo/299/2021	ha	Institute National D'hygiene	Centers For Disease Control And Prevention	GISAID
EPI1877300	h1n1pdm	A/Togo/86/2021	ha	Institute National D'hygiene	Centers For Disease Control And Prevention	GISAID
EPI1951513	h1n1pdm	A/Niger/8778/2021	ha	Centre De Recherche Medicale Et Sanitaire (cermes)	Centers For Disease Control And Prevention	GISAID
EPI1951489	h1n1pdm	A/Niger/8864/2021	ha	Centre De Recherche Medicale Et Sanitaire (cermes)	Centers For Disease Control And Prevention	GISAID
EPI1951477	h1n1pdm	A/Niger/8873/2021	ha	Centre De Recherche Medicale Et Sanitaire (cermes)	Centers For Disease Control And Prevention	GISAID
EPI1951461	h1n1pdm	A/Niger/8871/2021	ha	Centre De Recherche Medicale Et Sanitaire (cermes)	Centers For Disease Control And Prevention	GISAID
EPI1885465	h1n1pdm	A/Maine/1/2021	ha	Maine Health And Environmental Testing Laboratory	Centers For Disease Control And Prevention	GISAID
EPI2003070	h1n1pdm	A/Togo/1288/2021	ha	Institute National D'hygiene	Centers For Disease Control And Prevention	GISAID
EPI1936562	h1n1pdm	A/Nigeria/6011/2021	ha	Ncdc Public Health Reference Laboratory	Centers For Disease Control And Prevention	GISAID
EPI1936578	h1n1pdm	A/Nigeria/6018/2021	ha	Ncdc Public Health Reference Laboratory	Centers For Disease Control And Prevention	GISAID
EPI1936546	h1n1pdm	A/Nigeria/5951/2021	ha	Ncdc Public Health Reference Laboratory	Centers For Disease Control And Prevention	GISAID
EPI1936538	h1n1pdm	A/Nigeria/5950/2021	ha	Ncdc Public Health Reference Laboratory	Centers For Disease Control And Prevention	GISAID
EPI1924600	h1n1pdm	A/England/214080971/2021	ha	Microbiology Services Colindale, Public Health England	Microbiology Services Colindale, Public Health England	GISAID
EPI1942808	h1n1pdm	A/Nigeria/6098/2021	ha	Ncdc Public Health Reference Laboratory	Centers For Disease Control And Prevention	GISAID
EPI1926592	h1n1pdm	A/Ohio/3/2021	ha	Ohio Department Of Health Laboratories	Centers For Disease Control And Prevention	GISAID
EPI1917044	h1n1pdm	A/Pennsylvania/2/2021	ha	Pennsylvania Department Of Health	Centers For Disease Control And Prevention	GISAID
EPI2134126	h1n1pdm	A/Netherlands/1151/2022	ha	Erasmus Medical Center	Erasmus Medical Center	GISAID
EPI2138955	h1n1pdm	A/Lycksele/2/2022	ha	Klinisk Mikrobiologi, Laboratoriemedicin, Norrlands Universitetssjukhus Umea	Public Health Agency Of Sweden	GISAID
EPI1990987	h1n1pdm	A/Niger/10048/2021	ha	Centre De Recherche Medicale Et Sanitaire (cermes)	Centers For Disease Control And Prevention	GISAID
EPI2003136	h1n1pdm	A/Togo/1885/2021	ha	Institute National D'hygiene	Centers For Disease Control And Prevention	GISAID
EPI1936554	h1n1pdm	A/Nigeria/6062/2021	ha	Ncdc Public Health Reference Laboratory	Centers For Disease Control And Prevention	GISAID
EPI2073554	h1n1pdm	A/SouthAfrica/R04933/2022	ha	National Institute For Communicable Diseases	National Institute For Communicable Diseases (nicd)	GISAID
EPI2073541	h1n1pdm	A/SouthAfrica/R03454/2022	ha	National Institute For Communicable Diseases	National Institute For Communicable Diseases (nicd)	GISAID
EPI2073545	h1n1pdm	A/SouthAfrica/R04202/2022	ha	National Institute For Communicable Diseases	National Institute For Communicable Diseases (nicd)	GISAID
EPI1956801	h1n1pdm	A/Moscow/154-161V/2021	ha	Fbuz Centre Of Hygiene And Epidemiology In Moscow Oblast	State Research Center Of Virology And Biotechnology (vector)	GISAID
EPI2137400	h1n1pdm	A/Netherlands/11702/2022	ha	Academic Medical Center, University Of Amsterdam	National Institute For Public Health And The Environment (rivm)	GISAID
EPI1951421	h1n1pdm	A/Wisconsin/14/2021	ha	Wisconsin State Laboratory Of Hygiene	Centers For Disease Control And Prevention	GISAID
EPI1991024	h1n1pdm	A/Niger/10073/2021	ha	Centre De Recherche Medicale Et Sanitaire (cermes)	Centers For Disease Control And Prevention	GISAID
EPI2003049	h1n1pdm	A/Togo/1410/2021	ha	Institute National D'hygiene	Centers For Disease Control And Prevention	GISAID
EPI1991039	h1n1pdm	A/Niger/10148/2021	ha	Centre De Recherche Medicale Et Sanitaire (cermes)	Centers For Disease Control And Prevention	GISAID
EPI2003112	h1n1pdm	A/Togo/1274/2021	ha	Institute National D'hygiene	Centers For Disease Control And Prevention	GISAID
EPI2003084	h1n1pdm	A/Togo/1486/2021	ha	Institute National D'hygiene	Centers For Disease Control And Prevention	GISAID
EPI1991010	h1n1pdm	A/Niger/10126/2021	ha	Centre De Recherche Medicale Et Sanitaire (cermes)	Centers For Disease Control And Prevention	GISAID
EPI2003159	h1n1pdm	A/Togo/196/2022	ha	Institute National D'hygiene	Centers For Disease Control And Prevention	GISAID
EPI1991016	h1n1pdm	A/Niger/10350/2022	ha	Centre De Recherche Medicale Et Sanitaire (cermes)	Centers For Disease Control And Prevention	GISAID
EPI1990971	h1n1pdm	A/Niger/10183/2021	ha	Centre De Recherche Medicale Et Sanitaire (cermes)	Centers For Disease Control And Prevention	GISAID
EPI1990955	h1n1pdm	A/Niger/10186/2021	ha	Centre De Recherche Medicale Et Sanitaire (cermes)	Centers For Disease Control And Prevention	GISAID
EPI1990939	h1n1pdm	A/Niger/10411/2022	ha	Centre De Recherche Medicale Et Sanitaire (cermes)	Centers For Disease Control And Prevention	GISAID
EPI1991032	h1n1pdm	A/Niger/10217/2021	ha	Centre De Recherche Medicale Et Sanitaire (cermes)	Centers For Disease Control And Prevention	GISAID
EPI2003165	h1n1pdm	A/Togo/1927/2021	ha	Institute National D'hygiene	Centers For Disease Control And Prevention	GISAID
EPI1877585	h1n1pdm	A/Togo/403/2021	ha	Institute National D'hygiene	Centers For Disease Control And Prevention	GISAID
EPI1877504	h1n1pdm	A/Togo/378/2021	ha	Institute National D'hygiene	Centers For Disease Control And Prevention	GISAID
EPI1882347	h1n1pdm	A/Togo/295/2021	ha	Institute National D'hygiene	Centers For Disease Control And Prevention	GISAID
EPI1885577	h1n1pdm	A/CoteDIvoire/1626/2021	ha	Pasteur Institut Of Côte D'ivoire	Centers For Disease Control And Prevention	GISAID
EPI1885569	h1n1pdm	A/CoteDIvoire/1877/2021	ha	Pasteur Institut Of Côte D'ivoire	Centers For Disease Control And Prevention	GISAID
EPI2067474	h1n1pdm	A/Congo/8/2022	ha	Inrb Service De Virologie	Centers For Disease Control And Prevention	GISAID
EPI1942772	h1n1pdm	A/NorthCarolina/2/2021	ha	North Carolina State Laboratory Of Public Health	Centers For Disease Control And Prevention	GISAID
EPI2036236	h1n1pdm	A/BurkinaFaso/1350/2021	ha	Irss	Centers For Disease Control And Prevention	GISAID
EPI2036183	h1n1pdm	A/BurkinaFaso/2692/2021	ha	Irss	Centers For Disease Control And Prevention	GISAID
EPI2012783	h1n1pdm	A/Paris/49507/2021	ha	Institut Pasteur	Institut Pasteur	GISAID
EPI1999077	h1n1pdm	A/Rouen/41246/2021	ha	Institut Pasteur	Institut Pasteur	GISAID
EPI1943321	h1n1pdm	A/Stockholm/19/2021	ha	Klinisk Mikrobiologi, Viruslab Huddinge,  Karolinska Universitetslaboratoriet Karolinska Universitetssjukhuset	Public Health Agency Of Sweden	GISAID
EPI1950177	h1n1pdm	A/Stockholm/23/2021	ha	Klinisk Mikrobiologi, Viruslab Huddinge,  Karolinska Universitetslaboratoriet Karolinska Universitetssjukhuset	Public Health Agency Of Sweden	GISAID
EPI1877362	h1n1pdm	A/Togo/167/2021	ha	Institute National D'hygiene	Centers For Disease Control And Prevention	GISAID
EPI1882339	h1n1pdm	A/Togo/246/2021	ha	Institute National D'hygiene	Centers For Disease Control And Prevention	GISAID
EPI1882262	h1n1pdm	A/Togo/218/2021	ha	Institute National D'hygiene	Centers For Disease Control And Prevention	GISAID
EPI1882050	h1n1pdm	A/Togo/220/2021	ha	Institute National D'hygiene	Centers For Disease Control And Prevention	GISAID
EPI1877214	h1n1pdm	A/Togo/404/2021	ha	Institute National D'hygiene	Centers For Disease Control And Prevention	GISAID
EPI1877268	h1n1pdm	A/Togo/407/2021	ha	Institute National D'hygiene	Centers For Disease Control And Prevention	GISAID
EPI1877528	h1n1pdm	A/Togo/120/2021	ha	Institute National D'hygiene	Centers For Disease Control And Prevention	GISAID
EPI1885601	h1n1pdm	A/CoteDIvoire/1798/2021	ha	Pasteur Institut Of Côte D'ivoire	Centers For Disease Control And Prevention	GISAID
EPI1887920	h1n1pdm	A/CoteDIvoire/1566/2021	ha	Pasteur Institut Of Côte D'ivoire	Centers For Disease Control And Prevention	GISAID
EPI1885585	h1n1pdm	A/CoteDIvoire/1801/2021	ha	Pasteur Institut Of Côte D'ivoire	Centers For Disease Control And Prevention	GISAID
EPI1926385	h1n1pdm	A/Catalonia/NSVH21993/2021	ha	Hospital Universitari Sant Joan De Reus	Hospital Universitari Vall D'hebron	GISAID
EPI1885489	h1n1pdm	A/CoteDIvoire/1496/2021	ha	Pasteur Institut Of Côte D'ivoire	Centers For Disease Control And Prevention	GISAID
EPI1887897	h1n1pdm	A/CoteDIvoire/1270/2021	ha	Pasteur Institut Of Côte D'ivoire	Centers For Disease Control And Prevention	GISAID
EPI1885553	h1n1pdm	A/CoteDIvoire/1618/2021	ha	Pasteur Institut Of Côte D'ivoire	Centers For Disease Control And Prevention	GISAID
EPI1887913	h1n1pdm	A/CoteDIvoire/1501/2021	ha	Pasteur Institut Of Côte D'ivoire	Centers For Disease Control And Prevention	GISAID
EPI1885657	h1n1pdm	A/CoteDIvoire/1800/2021	ha	Pasteur Institut Of Côte D'ivoire	Centers For Disease Control And Prevention	GISAID
EPI1885497	h1n1pdm	A/CoteDIvoire/1982/2021	ha	Pasteur Institut Of Côte D'ivoire	Centers For Disease Control And Prevention	GISAID
EPI1885545	h1n1pdm	A/CoteDIvoire/1884/2021	ha	Pasteur Institut Of Côte D'ivoire	Centers For Disease Control And Prevention	GISAID
EPI1885649	h1n1pdm	A/CoteDIvoire/1983/2021	ha	Pasteur Institut Of Côte D'ivoire	Centers For Disease Control And Prevention	GISAID
EPI1885529	h1n1pdm	A/CoteDIvoire/1620/2021	ha	Pasteur Institut Of Côte D'ivoire	Centers For Disease Control And Prevention	GISAID
EPI1885617	h1n1pdm	A/CoteDIvoire/1650/2021	ha	Pasteur Institut Of Côte D'ivoire	Centers For Disease Control And Prevention	GISAID
EPI1887960	h1n1pdm	A/CoteDIvoire/1499/2021	ha	Pasteur Institut Of Côte D'ivoire	Centers For Disease Control And Prevention	GISAID
EPI1887905	h1n1pdm	A/CoteDIvoire/1565/2021	ha	Pasteur Institut Of Côte D'ivoire	Centers For Disease Control And Prevention	GISAID
EPI1920717	h1n1pdm	A/Abidjan/457/2021	ha	Cnr Virus Des Infections Respiratoires   France Sud	Cnr Virus Des Infections Respiratoires   France Sud	GISAID
EPI1885633	h1n1pdm	A/CoteDIvoire/1901/2021	ha	Pasteur Institut Of Côte D'ivoire	Centers For Disease Control And Prevention	GISAID
EPI1885473	h1n1pdm	A/CoteDIvoire/1855/2021	ha	Pasteur Institut Of Côte D'ivoire	Centers For Disease Control And Prevention	GISAID
EPI1920719	h1n1pdm	A/Abidjan/458/2021	ha	Cnr Virus Des Infections Respiratoires   France Sud	Cnr Virus Des Infections Respiratoires   France Sud	GISAID
EPI1852493	h1n1pdm	A/Nigeria/5054/2020	ha	Ncdc Public Health Reference Laboratory	Centers For Disease Control And Prevention	GISAID
EPI1852475	h1n1pdm	A/Nigeria/5066/2020	ha	Ncdc Public Health Reference Laboratory	Centers For Disease Control And Prevention	GISAID
EPI1877252	h1n1pdm	A/Togo/91/2021	ha	Institute National D'hygiene	Centers For Disease Control And Prevention	GISAID
EPI1950905	h1n1pdm	A/Netherlands/10196/2021	ha	Academic Medical Center, University Of Amsterdam	National Institute For Public Health And The Environment (rivm)	GISAID
EPI1994772	h1n1pdm	A/Netherlands/10152/2022	ha	Academic Medical Center, University Of Amsterdam	National Institute For Public Health And The Environment (rivm)	GISAID
EPI1990896	h1n1pdm	A/Netherlands/92/2022	ha	Erasmus Medical Center	Erasmus Medical Center	GISAID
EPI2015856	h1n1pdm	A/Serbia/3697/2021	ha	Institute Of Immunology And Virology Torlak	Centers For Disease Control And Prevention	GISAID
EPI1986958	h1n1pdm	A/Catalonia/NSVH101748606/2022	ha	Hospital Universitari Vall D'hebron	Hospital Universitari Vall D'hebron	GISAID
EPI1986584	h1n1pdm	A/Catalonia/NSVH101733051/2022	ha	Hospital Universitari Vall D'hebron	Hospital Universitari Vall D'hebron	GISAID
EPI1967392	h1n1pdm	A/Netherlands/28/2022	ha	Erasmus Medical Center	Erasmus Medical Center	GISAID
EPI2068085	h1n1pdm	A/BritishColumbia/112/2022	ha	B.c. Centre For Disease Control	B.c. Centre For Disease Control	GISAID
EPI2033799	h1n1pdm	A/Netherlands/11386/2022	ha	National Institute For Public Health And The Environment (rivm)	National Institute For Public Health And The Environment (rivm)	GISAID
EPI2067485	h1n1pdm	A/California/90/2022	ha	California Department Of Health Services	Centers For Disease Control And Prevention	GISAID
EPI1986577	h1n1pdm	A/Catalonia/NSVH101730739/2022	ha	Hospital Universitari Vall D'hebron	Hospital Universitari Vall D'hebron	GISAID
EPI2036132	h1n1pdm	A/Catalonia/NSVH101815476/2022	ha	Hospital Universitari Vall D'hebron	Hospital Universitari Vall D'hebron	GISAID
EPI2106015	h1n1pdm	A/Guyane/382/2022	ha	National Influenza Center French Guiana And French Indies	Centers For Disease Control And Prevention	GISAID
EPI2012615	h1n1pdm	A/Paris/9216/2022	ha	Institut Pasteur	Institut Pasteur	GISAID
EPI2022206	h1n1pdm	A/Baleares/1472/2022	ha	Servicio De Microbiología Hospital Universitario Son Espases	Instituto De Salud Carlos Iii	GISAID
EPI1950920	h1n1pdm	A/Netherlands/10201/2021	ha	Gelre Ziekenhuizen	National Institute For Public Health And The Environment (rivm)	GISAID
EPI2132459	h1n1pdm	A/England/222321421/2022	ha	Uk Health Security Agency   Colindale	Uk Health Security Agency   Colindale	GISAID
EPI2129621	h1n1pdm	A/Netherlands/1170/2022	ha	Erasmus Medical Center	Erasmus Medical Center	GISAID
EPI2076472	h1n1pdm	A/Netherlands/1130/2022	ha	Erasmus Medical Center	Erasmus Medical Center	GISAID
EPI2068414	h1n1pdm	A/Netherlands/11651/2022	ha	Isala Ziekenhuizen	National Institute For Public Health And The Environment (rivm)	GISAID
EPI2067509	h1n1pdm	A/Florida/38/2022	ha	Florida Department Of Health Jacksonville	Centers For Disease Control And Prevention	GISAID
EPI1986374	h1n1pdm	A/Catalonia/NSVH101717090/2022	ha	Hospital Universitari Vall D'hebron	Hospital Universitari Vall D'hebron	GISAID
EPI1999093	h1n1pdm	A/Rouen/46942/2021	ha	Institut Pasteur	Institut Pasteur	GISAID
EPI2013505	h1n1pdm	A/Netherlands/10677/2022	ha	National Institute For Public Health And The Environment (rivm)	National Institute For Public Health And The Environment (rivm)	GISAID
EPI2127030	h1n1pdm	A/Guyane/131/2022	ha	National Influenza Center French Guiana And French Indies	Centers For Disease Control And Prevention	GISAID
EPI2106023	h1n1pdm	A/Guyane/364/2022	ha	National Influenza Center French Guiana And French Indies	Centers For Disease Control And Prevention	GISAID
EPI2106063	h1n1pdm	A/Guyane/406/2022	ha	National Influenza Center French Guiana And French Indies	Centers For Disease Control And Prevention	GISAID
EPI2106055	h1n1pdm	A/Guyane/162/2022	ha	National Influenza Center French Guiana And French Indies	Centers For Disease Control And Prevention	GISAID
EPI2106007	h1n1pdm	A/Guyane/223/2022	ha	National Influenza Center French Guiana And French Indies	Centers For Disease Control And Prevention	GISAID
EPI2106039	h1n1pdm	A/Guyane/234/2022	ha	National Influenza Center French Guiana And French Indies	Centers For Disease Control And Prevention	GISAID
EPI2106047	h1n1pdm	A/Guyane/332/2022	ha	National Influenza Center French Guiana And French Indies	Centers For Disease Control And Prevention	GISAID
EPI2112567	h1n1pdm	A/England/221460274/2022	ha	Uk Health Security Agency   Colindale	Uk Health Security Agency   Colindale	GISAID
EPI1972933	h1n1pdm	A/Netherlands/10026/2022	ha	National Institute For Public Health And The Environment (rivm)	National Institute For Public Health And The Environment (rivm)	GISAID
EPI2042098	h1n1pdm	A/Netherlands/11489/2022	ha	Gelre Ziekenhuizen	National Institute For Public Health And The Environment (rivm)	GISAID
EPI2093910	h1n1pdm	A/Pennsylvania/37/2022	ha	Pennsylvania Department Of Health	Centers For Disease Control And Prevention	GISAID
EPI2067493	h1n1pdm	A/WestVirginia/20/2022	ha	West Virginia Office Of Laboratory Services	Centers For Disease Control And Prevention	GISAID
EPI2112136	h1n1pdm	A/Netherlands/11661/2022	ha	Olvg Lab Bv	National Institute For Public Health And The Environment (rivm)	GISAID
EPI1994634	h1n1pdm	A/Netherlands/10133/2022	ha	Gelre Ziekenhuizen	National Institute For Public Health And The Environment (rivm)	GISAID
EPI2112158	h1n1pdm	A/Netherlands/11664/2022	ha	Olvg Lab Bv	National Institute For Public Health And The Environment (rivm)	GISAID
EPI2112120	h1n1pdm	A/Netherlands/11670/2022	ha	Pamm	National Institute For Public Health And The Environment (rivm)	GISAID
EPI1996415	h1n1pdm	A/Netherlands/10236/2022	ha	Gelre Ziekenhuizen	National Institute For Public Health And The Environment (rivm)	GISAID
EPI2017400	h1n1pdm	A/SaintMartin/573/2022	ha	Erasmus Medical Center	Erasmus Medical Center	GISAID
EPI2067501	h1n1pdm	A/WestVirginia/21/2022	ha	West Virginia Office Of Laboratory Services	Centers For Disease Control And Prevention	GISAID
EPI2036164	h1n1pdm	A/Ohio/10/2022	ha	Ohio Department Of Health Laboratories	Centers For Disease Control And Prevention	GISAID
EPI1950894	h1n1pdm	A/Netherlands/10192/2021	ha	Royal Gd	National Institute For Public Health And The Environment (rivm)	GISAID
EPI2050060	h1n1pdm	A/Netherlands/11589/2022	ha	Pamm	National Institute For Public Health And The Environment (rivm)	GISAID
EPI2055475	h1n1pdm	A/Netherlands/11632/2022	ha	Royal Gd	National Institute For Public Health And The Environment (rivm)	GISAID
EPI2112104	h1n1pdm	A/Netherlands/11658/2022	ha	National Institute For Public Health And The Environment (rivm)	National Institute For Public Health And The Environment (rivm)	GISAID
EPI1990307	h1n1pdm	A/Netherlands/10090/2022	ha	Gelre Ziekenhuizen	National Institute For Public Health And The Environment (rivm)	GISAID
EPI2112166	h1n1pdm	A/Netherlands/11666/2022	ha	Olvg Lab Bv	National Institute For Public Health And The Environment (rivm)	GISAID
EPI318261	h1n1pdm	A/Linkoping/7/2011	na		Swedish Institute For Infectious Disease Control	GISAID
EPI347565	h1n1pdm	A/Stockholm/35/2011	na	Swedish Institute For Infectious Disease Control	Swedish Institute For Infectious Disease Control	GISAID
EPI319167	h1n1pdm	A/Darwin/2/2011	na	Influenza Surveillance Centre For Disease Control	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI566522	h1n1pdm	A/Darwin/1/2011	na	Royal Darwin Hospital	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI319177	h1n1pdm	A/Perth/30/2011	na	Pathwest Qe Ii Medical Centre	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI319198	h1n1pdm	A/Darwin/75/2011	na	Influenza Surveillance Centre For Disease Control	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI319169	h1n1pdm	A/Darwin/74/2011	na	Influenza Surveillance Centre For Disease Control	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI301378	h1n1pdm	A/Stockholm/11/2010	na	Swedish Institute For Infectious Disease Control	Swedish Institute For Infectious Disease Control	GISAID
EPI420616	h1n1pdm	A/Boston/DOA28/2011	na		Other Database Import	GISAID
EPI535001	h1n1pdm	A/HoChiMinh/96211/2010	na		Other Database Import	GISAID
EPI432617	h1n1pdm	A/CoteDIvoire/1186/2012	na	Pasteur Institut Of Côte D'ivoire	Centers For Disease Control And Prevention	GISAID
EPI403970	h1n1pdm	A/England/4960232/2010	na		Other Database Import	GISAID
EPI403857	h1n1pdm	A/England/139/2010	na	Microbiology Services Colindale, Public Health England	Other Database Import	GISAID
EPI529755	h1n1pdm	A/KhonKaen/INS3_647/2010	na		Other Database Import	GISAID
EPI318245	h1n1pdm	A/Gothenburg/1/2011	na	Swedish Institute For Infectious Disease Control	Swedish Institute For Infectious Disease Control	GISAID
EPI318264	h1n1pdm	A/Uppsala/6/2011	na		Swedish Institute For Infectious Disease Control	GISAID
EPI318270	h1n1pdm	A/Malmo/5/2011	na		Swedish Institute For Infectious Disease Control	GISAID
EPI403841	h1n1pdm	A/NorthernIreland/4380108/2010	na		Other Database Import	GISAID
EPI294691	h1n1pdm	A/England/4780352/2010	na	Microbiology Services Colindale, Public Health England	Microbiology Services Colindale, Public Health England	GISAID
EPI294170	h1n1pdm	A/Darwin/86/2010	na	Royal Darwin Hospital	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI294242	h1n1pdm	A/Southaustralia/397/2010	na	Institute Of Medical And Veterinary Science (imvs)	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI2079846	h1n1pdm	A/Victoria/917/2010	na	Austin Health	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI2079843	h1n1pdm	A/Victoria/906/2010	na	Austin Health	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI294353	h1n1pdm	A/Darwin/156/2010	na	Royal Darwin Hospital	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI294326	h1n1pdm	A/Darwin/146/2010	na	Royal Darwin Hospital	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI294173	h1n1pdm	A/Darwin/96/2010	na	Royal Darwin Hospital	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI294293	h1n1pdm	A/Darwin/140/2010	na	Royal Darwin Hospital	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI294167	h1n1pdm	A/Darwin/84/2010	na	Royal Darwin Hospital	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI342393	h1n1pdm	A/Chania/6782/2011	na	Hellenic Pasteur Institute	Hellenic Pasteur Institute	GISAID
EPI529683	h1n1pdm	A/Kowloon/INS3_638/2011	na		Other Database Import	GISAID
EPI404065	h1n1pdm	A/England/282/2010	na		Other Database Import	GISAID
