Accession	Virus	Strain	Segment	Originating_lab	Submitting_lab	Database
EPI92150	h3n2	A/NewYork/527/1998	ha		Other Database Import	GISAID
EPI28816	h3n2	A/NewYork/540/1998	ha		Other Database Import	GISAID
EPI91352	h3n2	A/NewYork/501/1997	ha		Other Database Import	GISAID
EPI360675	h3n2	A/Fujian/221/1998	ha		Other Database Import	GISAID
EPI161142	h3n2	A/HongKong/CUHK41507/1997	ha		Other Database Import	GISAID
EPI373143	h3n2	A/Malaysia/10877/1996	ha		Other Database Import	GISAID
EPI116885	h3n2	A/Townsville/1/1999	ha		Other Database Import	GISAID
EPI161159	h3n2	A/HongKong/CUHK50552/1998	ha		Other Database Import	GISAID
EPI54449	h3n2	A/NewYork/287/1998	ha		Other Database Import	GISAID
EPI161162	h3n2	A/HongKong/CUHK50722/1998	ha		Other Database Import	GISAID
EPI360687	h3n2	A/Guizhou/75/1998	ha		Other Database Import	GISAID
EPI360701	h3n2	A/Sichuan/137/1998	ha		Other Database Import	GISAID
EPI360685	h3n2	A/Guangzhou/602/1998	ha		Other Database Import	GISAID
EPI161012	h3n2	A/HongKong/CUHK17697/1998	ha		Other Database Import	GISAID
EPI161023	h3n2	A/HongKong/CUHK18886/1998	ha		Other Database Import	GISAID
EPI161022	h3n2	A/HongKong/CUHK18610/1998	ha		Other Database Import	GISAID
EPI11306	h3n2	A/SantaFe/5456/1997	ha		Other Database Import	GISAID
EPI11304	h3n2	A/LaPlata/12089/1997	ha		Other Database Import	GISAID
EPI1885253	h3n2	A/Perth/14/1997	ha	Pathwest Qe Ii Medical Centre	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI91485	h3n2	A/NewYork/521/1998	ha		Other Database Import	GISAID
EPI1886237	h3n2	A/Darwin/1/1998	ha	Royal Darwin Hospital	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI160958	h3n2	A/HongKong/CUHK10276/1998	ha		Other Database Import	GISAID
EPI8938	h3n2	A/Seoul/37/1998	ha		Other Database Import	GISAID
EPI115325	h3n2	A/SouthAfrica/56/1998	ha		Other Database Import	GISAID
EPI347446	h3n2	A/Johannesburg/29/1998	ha	National Institute For Communicable Disease	National Institute For Medical Research	GISAID
EPI160964	h3n2	A/HongKong/CUHK10660/1998	ha		Other Database Import	GISAID
EPI347449	h3n2	A/Mauritius/434/1998	ha	Central Health Laboratory	National Institute For Medical Research	GISAID
EPI84464	h3n2	A/NewYork/448/1998	ha		Other Database Import	GISAID
EPI1886390	h3n2	A/Victoria/344/1998	ha	Royal Chidrens Hospital	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI18451	h3n2	A/Memphis/31/1998	ha		Other Database Import	GISAID
EPI116893	h3n2	A/SouthAustralia/6/1998	ha		Other Database Import	GISAID
EPI1885249	h3n2	A/Victoria/9/1998	ha	Csl Ltd	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI367049	h3n2	A/Netherlands/462/1998	ha		Other Database Import	GISAID
EPI347445	h3n2	A/Dakar/2/1999	ha	Institut Pasteur De Dakar	National Institute For Medical Research	GISAID
EPI336019	h3n2	A/Thailand/Siriraj-08/1998	ha		Other Database Import	GISAID
EPI362889	h3n2	A/Netherlands/427/1998	ha		Other Database Import	GISAID
EPI1885254	h3n2	A/Philippines/2/1998	ha	Research Institute Of Tropical Medicine	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI1923156	h3n2	A/SriLanka/4/1998	ha	Medical Research Institute	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI1885247	h3n2	A/Sydney/22/1998	ha	Westmead Hospital	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI373263	h3n2	A/Malaysia/17230/1998	ha		Other Database Import	GISAID
EPI1885202	h3n2	A/Victoria/318/1998	ha	Who Collaborating Centre For Reference And Research On Influenza	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI373279	h3n2	A/Malaysia/17392/1998	ha		Other Database Import	GISAID
EPI1886239	h3n2	A/Darwin/5/1998	ha	Royal Darwin Hospital	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI373295	h3n2	A/Malaysia/10759/1999	ha		Other Database Import	GISAID
EPI54050	h3n2	A/NewYork/247/1998	ha		Other Database Import	GISAID
EPI1937919	h3n2	A/NewCaledonia/12/1998	ha	Institut Pasteur New Caledonia	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI444656	h3n2	A/Taiwan/317/1998	ha		Other Database Import	GISAID
EPI160977	h3n2	A/HongKong/CUHK12312/1999	ha		Other Database Import	GISAID
EPI1886311	h3n2	A/Victoria/516/1999	ha	Monash Medical Centre	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI116765	h3n2	A/NewCaledonia/11/1999	ha		Other Database Import	GISAID
EPI160954	h3n2	A/HongKong/CUHK10133/1999	ha		Other Database Import	GISAID
EPI161110	h3n2	A/HongKong/CUHK32796/1999	ha		Other Database Import	GISAID
EPI161005	h3n2	A/HongKong/CUHK14672/1999	ha		Other Database Import	GISAID
EPI607383	h3n2	A/Bangkok/62/2000	ha	Who National Influenza Centre, National Institute Of Medical Research (nimr)	Other Database Import	GISAID
EPI360730	h3n2	A/Shanghai/44/1999	ha		Other Database Import	GISAID
EPI103359	h3n2	A/Moscow/10/1999	ha		Other Database Import	GISAID
EPI607071	h3n2	A/Bulgaria/28/2001	ha		Other Database Import	GISAID
EPI1886269	h3n2	A/Philippines/101/1999	ha	Research Institute Of Tropical Medicine	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI161003	h3n2	A/HongKong/CUHK13763/1999	ha		Other Database Import	GISAID
EPI161109	h3n2	A/HongKong/CUHK31510/1999	ha		Other Database Import	GISAID
EPI161107	h3n2	A/HongKong/CUHK31448/1999	ha		Other Database Import	GISAID
EPI161106	h3n2	A/HongKong/CUHK31421/1999	ha		Other Database Import	GISAID
EPI1886278	h3n2	A/Singapore/45/1999	ha	Singapore General Hospital	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI347441	h3n2	A/Finland/620/1999	ha	National Institute For Health And Welfare	National Institute For Medical Research	GISAID
EPI160971	h3n2	A/HongKong/CUHK11237/1999	ha		Other Database Import	GISAID
EPI1886387	h3n2	A/Victoria/1/1999	ha	Csl Ltd	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI1886213	h3n2	A/Bangkok/72/1999	ha	Who National Influenza Centre, National Institute Of Medical Research (nimr)	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI1886284	h3n2	A/SouthAustralia/5/1999	ha	Institute Of Medical And Veterinary Science (imvs)	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI360727	h3n2	A/Henan/104/1999	ha		Other Database Import	GISAID
EPI160984	h3n2	A/HongKong/CUHK12572/1999	ha		Other Database Import	GISAID
EPI1886206	h3n2	A/Bangkok/109/1999	ha	Who National Influenza Centre, National Institute Of Medical Research (nimr)	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI1886307	h3n2	A/Victoria/507/1999	ha	Monash Medical Centre	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI161006	h3n2	A/HongKong/CUHK14875/1999	ha		Other Database Import	GISAID
EPI161004	h3n2	A/HongKong/CUHK14627/1999	ha		Other Database Import	GISAID
EPI373207	h3n2	A/Malaysia/12904/1997	ha		Other Database Import	GISAID
EPI373231	h3n2	A/Malaysia/12990/1997	ha		Other Database Import	GISAID
EPI1919400	h3n2	A/Singapore/96/1999	ha	Singapore General Hospital	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI608389	h3n2	A/India/2701/2000	ha		Other Database Import	GISAID
EPI609286	h3n2	A/India/3783/2000	ha		Other Database Import	GISAID
EPI609032	h3n2	A/Singapore/60/2001	ha		Other Database Import	GISAID
EPI1923072	h3n2	A/Singapore/15/2001	ha	Who Collaborating Centre For Reference And Research On Influenza	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI1923285	h3n2	A/Nongkhai/475/2001	ha	Who National Influenza Centre, National Institute Of Medical Research (nimr)	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI606431	h3n2	A/NongKhai/475/2001	ha		Other Database Import	GISAID
EPI161173	h3n2	A/HongKong/CUHK52247/2000	ha		Other Database Import	GISAID
EPI373287	h3n2	A/Malaysia/17998/1998	ha		Other Database Import	GISAID
EPI373311	h3n2	A/Malaysia/18128/1998	ha		Other Database Import	GISAID
EPI373303	h3n2	A/Malaysia/18121/1998	ha		Other Database Import	GISAID
EPI1923079	h3n2	A/Singapore/63/2000	ha	Singapore General Hospital	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI1923030	h3n2	A/Christchurch/13/2001	ha	Canterbury Health Services	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI1923080	h3n2	A/Singapore/94/2000	ha	Singapore General Hospital	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI1923078	h3n2	A/Singapore/59/2000	ha	Singapore General Hospital	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI367065	h3n2	A/Netherlands/124/2001	ha		Other Database Import	GISAID
EPI606681	h3n2	A/Bangkok/224/2001	ha		Other Database Import	GISAID
EPI609120	h3n2	A/Osaka/68/2001	ha		Other Database Import	GISAID
EPI30203	h3n2	A/Canterbury/7/2001	ha		Other Database Import	GISAID
EPI96960	h3n2	A/Canterbury/93/2000	ha		Other Database Import	GISAID
EPI1919363	h3n2	A/NewCaledonia/5/2000	ha	Institut Pasteur New Caledonia	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI1919321	h3n2	A/Brisbane/32/2000	ha	Queensland Health Forensic And Scientific Services 	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI57080	h3n2	A/Canterbury/50/2000	ha		Other Database Import	GISAID
EPI68809	h3n2	A/Auckland/583/2000	ha		Other Database Import	GISAID
EPI367057	h3n2	A/Netherlands/3/2000	ha		Other Database Import	GISAID
EPI541872	h3n2	A/Netherlands/197/2000	ha		Erasmus Medical Center	GISAID
EPI606690	h3n2	A/Brazil/694/2000	ha		Other Database Import	GISAID
EPI606418	h3n2	A/Chile/5299/2000	ha		Other Database Import	GISAID
EPI609040	h3n2	A/Korea/320/2000	ha		Other Database Import	GISAID
EPI115319	h3n2	A/SouthAfrica/40/2000	ha		Other Database Import	GISAID
EPI161128	h3n2	A/HongKong/CUHK34193/1999	ha		Other Database Import	GISAID
EPI161120	h3n2	A/HongKong/CUHK33829/1999	ha		Other Database Import	GISAID
EPI64125	h3n2	A/Auckland/600/2000	ha		Other Database Import	GISAID
EPI606020	h3n2	A/Taiwan/1459/2000	ha		Other Database Import	GISAID
EPI608512	h3n2	A/Romania/427/2000	ha		Other Database Import	GISAID
EPI54107	h3n2	A/NewYork/188/1999	ha		Other Database Import	GISAID
EPI1919440	h3n2	A/Victoria/502/2000	ha	Monash Medical Centre	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI608688	h3n2	A/Hiroshima/182/2000	ha		Other Database Import	GISAID
EPI1919441	h3n2	A/Victoria/507/2000	ha	Monash Medical Centre	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI609004	h3n2	A/Bangkok/202/2000	ha		Other Database Import	GISAID
EPI607052	h3n2	A/Bangkok/178/2000	ha		Other Database Import	GISAID
EPI119251	h3n2	A/Oslo/2501/1999	ha		Other Database Import	GISAID
EPI26604	h3n2	A/RiodeJaneiro/470/2001	ha		Other Database Import	GISAID
EPI161045	h3n2	A/HongKong/CUHK21250/2000	ha		Other Database Import	GISAID
EPI161034	h3n2	A/HongKong/CUHK20294/2000	ha		Other Database Import	GISAID
EPI115329	h3n2	A/SouthAfrica/96/2000	ha		Other Database Import	GISAID
EPI161061	h3n2	A/HongKong/CUHK22087/2000	ha		Other Database Import	GISAID
EPI608511	h3n2	A/Brazil/4b/2000	ha		Other Database Import	GISAID
EPI1886343	h3n2	A/Victoria/614/1999	ha	Monash Medical Centre	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI1923102	h3n2	A/Tak/123/2001	ha	Who National Influenza Centre, National Institute Of Medical Research (nimr)	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI314886	h3n2	A/Scotland/230/1999	ha		Other Database Import	GISAID
EPI52264	h3n2	A/NewYork/180/2000	ha		Other Database Import	GISAID
EPI29158	h3n2	A/Canterbury/179/1999	ha		Other Database Import	GISAID
EPI371733	h3n2	A/Malaysia/10675/1996	ha		Other Database Import	GISAID
EPI373127	h3n2	A/Malaysia/10807/1996	ha		Other Database Import	GISAID
EPI371743	h3n2	A/Malaysia/10879/1996	ha		Other Database Import	GISAID
EPI373183	h3n2	A/Malaysia/12550/1997	ha		Other Database Import	GISAID
EPI1886216	h3n2	A/Brisbane/156/1999	ha	Queensland Health Forensic And Scientific Services 	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI1886282	h3n2	A/SouthAustralia/30/1999	ha	Institute Of Medical And Veterinary Science (imvs)	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI1886314	h3n2	A/Victoria/522/1999	ha	Monash Medical Centre	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI1923157	h3n2	A/Perth/252/1999	ha	Princess Margaret Hospital For Children	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI1886342	h3n2	A/Victoria/609/1999	ha	Monash Medical Centre	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI371750	h3n2	A/Malaysia/10970/1996	ha		Other Database Import	GISAID
EPI373135	h3n2	A/Malaysia/10717/1996	ha		Other Database Import	GISAID
EPI371737	h3n2	A/Malaysia/10816/1996	ha		Other Database Import	GISAID
EPI1923282	h3n2	A/Johannesburg/67/2001	ha	National Institute For Communicable Disease	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI1926846	h3n2	A/Indonesia/3277/2002	ha	U.s. Namru 2   Indonesia	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI1923053	h3n2	A/Indonesia/8338/2001	ha	U.s. Namru 2   Indonesia	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI373151	h3n2	A/Malaysia/10969/1996	ha		Other Database Import	GISAID
EPI1923047	h3n2	A/Indonesia/240/1999	ha	U.s. Namru 2   Indonesia	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI11316	h3n2	A/BuenosAires/M14/1999	ha		Other Database Import	GISAID
EPI85034	h3n2	A/NewYork/428/1999	ha		Other Database Import	GISAID
EPI347437	h3n2	A/Dakar/19/1999	ha	Institut Pasteur De Dakar	National Institute For Medical Research	GISAID
EPI318448	h3n2	A/Georgia/NHRC0001/1999	ha		Other Database Import	GISAID
EPI52852	h3n2	A/NewYork/138/1999	ha		Other Database Import	GISAID
EPI53163	h3n2	A/NewYork/137/1999	ha		Other Database Import	GISAID
EPI607441	h3n2	A/Korea/2623/2000	ha		Other Database Import	GISAID
EPI608637	h3n2	A/Bangkok/27/2000	ha		Other Database Import	GISAID
EPI609363	h3n2	A/Shimane/133/2001	ha		Other Database Import	GISAID
EPI40429	h3n2	A/Wellington/30/2000	ha		Other Database Import	GISAID
EPI96143	h3n2	A/Canterbury/38/2000	ha		Other Database Import	GISAID
EPI46630	h3n2	A/NewSouthWales/34/2000	ha		Other Database Import	GISAID
EPI585679	h3n2	A/Perth/201/2001	ha		Other Database Import	GISAID
EPI1923086	h3n2	A/Sydney/1/2001	ha	Clinical Virology Unit, Cdim	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI96979	h3n2	A/Canterbury/103/2000	ha		Other Database Import	GISAID
EPI64087	h3n2	A/Auckland/596/2000	ha		Other Database Import	GISAID
EPI609256	h3n2	A/Florida/1/2001	ha		Other Database Import	GISAID
EPI29101	h3n2	A/Canterbury/96/2000	ha		Other Database Import	GISAID
EPI608425	h3n2	A/HongKong/762/2001	ha		Other Database Import	GISAID
EPI367073	h3n2	A/Netherlands/126/2001	ha		Other Database Import	GISAID
EPI254117	h3n2	A/Busan/71/2001	ha		Other Database Import	GISAID
EPI254148	h3n2	A/Daegu/56/2001	ha		Other Database Import	GISAID
EPI607000	h3n2	A/Yamagata/592/2001	ha		Other Database Import	GISAID
EPI35852	h3n2	A/Waikato/1/2001	ha	Institute Of Environmental Science And Research (esr)	Other Database Import	GISAID
EPI607182	h3n2	A/Niigata/2743/2000	ha		Other Database Import	GISAID
EPI608535	h3n2	A/Brazil/718/2000	ha		Other Database Import	GISAID
EPI54202	h3n2	A/NewYork/224/1998	ha		Other Database Import	GISAID
EPI347436	h3n2	A/Dakar/115/1999	ha	Institut Pasteur De Dakar	National Institute For Medical Research	GISAID
EPI235666	h3n2	A/Sofia/343/2002	ha		Other Database Import	GISAID
EPI9833	h3n2	A/Canada/33312/1999	ha		Other Database Import	GISAID
EPI80167	h3n2	A/NewYork/261/1999	ha		Other Database Import	GISAID
EPI79635	h3n2	A/NewYork/266/1999	ha		Other Database Import	GISAID
EPI79255	h3n2	A/NewYork/322/1999	ha		Other Database Import	GISAID
EPI78286	h3n2	A/NewYork/280/1999	ha		Other Database Import	GISAID
EPI78685	h3n2	A/NewYork/338/1999	ha		Other Database Import	GISAID
EPI147177	h3n2	A/Nebraska/12/2002	ha		Other Database Import	GISAID
EPI235635	h3n2	A/Lyon/19989/2002	ha		Other Database Import	GISAID
EPI606368	h3n2	A/Peru/5937/2000	ha		Other Database Import	GISAID
EPI1923306	h3n2	A/SouthAustralia/71/2001	ha	Institute Of Medical And Veterinary Science (imvs)	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI606007	h3n2	A/Ecuador/2635/2001	ha		Other Database Import	GISAID
EPI173336	h3n2	A/Okinawa/208/2001	ha		Other Database Import	GISAID
EPI606683	h3n2	A/Texas/8/2001	ha		Other Database Import	GISAID
EPI609732	h3n2	A/Peru/G194/2001	ha		Other Database Import	GISAID
EPI1938049	h3n2	A/Brazil/5/2002	ha	Who Collaborating Centre For Reference And Research On Influenza	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI26622	h3n2	A/SantaCatarina/327/2002	ha		Other Database Import	GISAID
EPI607402	h3n2	A/Peru/3029/2002	ha		Other Database Import	GISAID
EPI52587	h3n2	A/NewYork/194/2003	ha		Other Database Import	GISAID
EPI161097	h3n2	A/HongKong/CUHK28038/2000	ha		Other Database Import	GISAID
EPI397686	h3n2	A/Toulouse/878/2001	ha	Crr Virus Influenza Region Sud	National Institute For Medical Research	GISAID
EPI362922	h3n2	A/Netherlands/1/2002	ha		Other Database Import	GISAID
EPI609682	h3n2	A/NorthCarolina/1/2001	ha		Other Database Import	GISAID
EPI173335	h3n2	A/Okinawa/184/2001	ha		Other Database Import	GISAID
EPI606345	h3n2	A/Kentucky/21/2001	ha		Other Database Import	GISAID
EPI82906	h3n2	A/NewYork/301/2001	ha		Other Database Import	GISAID
EPI235619	h3n2	A/Hawaii/HI-02-3736/2002	ha		Other Database Import	GISAID
EPI94335	h3n2	A/Canterbury/50/2002	ha		Other Database Import	GISAID
EPI608321	h3n2	A/Arizona/9/2001	ha		Other Database Import	GISAID
EPI27605	h3n2	A/NewYork/124/2001	ha		Other Database Import	GISAID
EPI28268	h3n2	A/NewYork/127/2001	ha		Other Database Import	GISAID
EPI347434	h3n2	A/Dakar/50/2002	ha	Institut Pasteur De Dakar	National Institute For Medical Research	GISAID
EPI347433	h3n2	A/Dakar/33/2002	ha	Institut Pasteur De Dakar	National Institute For Medical Research	GISAID
EPI541874	h3n2	A/Netherlands/333/2002	ha		Erasmus Medical Center	GISAID
EPI1447407	h3n2	A/Christchurch/2/2003	ha	Canterbury Health Services	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI146164	h3n2	A/Romania/RO-972-03/2003	ha		Other Database Import	GISAID
EPI147207	h3n2	A/Turkey/TU-RSP-02-1035/2002	ha		Other Database Import	GISAID
EPI141346	h3n2	A/Morioka/52/2002	ha		Other Database Import	GISAID
EPI609798	h3n2	A/Ceara/177/2002	ha		Other Database Import	GISAID
EPI347431	h3n2	A/Nouakchott/1/2002	ha	Institut Pasteur De Dakar	National Institute For Medical Research	GISAID
EPI1926784	h3n2	A/Bangkok/103/2002	ha	Who National Influenza Centre, National Institute Of Medical Research (nimr)	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI347430	h3n2	A/Madagascar/66220/2002	ha	Institut Pasteur De Madagascar	National Institute For Medical Research	GISAID
EPI347428	h3n2	A/Dakar/10/2002	ha	Institut Pasteur De Dakar	National Institute For Medical Research	GISAID
EPI347429	h3n2	A/Mauritius/175/2002	ha	Central Health Laboratory	National Institute For Medical Research	GISAID
EPI173808	h3n2	A/Genoa/14/2003	ha		Other Database Import	GISAID
EPI173800	h3n2	A/Genoa/1/2002	ha		Other Database Import	GISAID
EPI35890	h3n2	A/Wellington/6/2002	ha		Other Database Import	GISAID
EPI1926910	h3n2	A/Sydney/44/2001	ha	Clinical Virology Unit, Cdim	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI609367	h3n2	A/Brazil/79285/2001	ha		Other Database Import	GISAID
EPI606677	h3n2	A/Argentina/3759/2001	ha		Other Database Import	GISAID
EPI83343	h3n2	A/NewYork/401/2001	ha		Other Database Import	GISAID
EPI99018	h3n2	A/Israel/C2-9/2002	ha		Other Database Import	GISAID
EPI606866	h3n2	A/Perth/270/2001	ha		Other Database Import	GISAID
EPI607382	h3n2	A/Lyon/1407/2001	ha		Other Database Import	GISAID
EPI157441	h3n2	A/Bolivia/324/2003	ha		Centers For Disease Control And Prevention	GISAID
EPI609811	h3n2	A/Brazil/1732/2002	ha		Other Database Import	GISAID
EPI608648	h3n2	A/Brazil/2458/2002	ha		Other Database Import	GISAID
EPI160993	h3n2	A/HongKong/CUHK13216/2002	ha		Other Database Import	GISAID
EPI28156	h3n2	A/NewYork/114/2002	ha		Other Database Import	GISAID
EPI1923081	h3n2	A/SouthAustralia/109/2001	ha	Institute Of Medical And Veterinary Science (imvs)	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI608720	h3n2	A/Brazil/822/2001	ha		Other Database Import	GISAID
